task,method,n_train,seed,headline_f1,accuracy,n_train_actual,note
bestvater_kavanaugh_stance,e5,250,2.0,0.8587155963302753,0.846,250.0,
bestvater_kavanaugh_stance,e5,250,3.0,0.8743169398907104,0.862,250.0,
bestvater_kavanaugh_stance,e5,250,4.0,0.8530465949820788,0.836,250.0,
bestvater_kavanaugh_stance,e5,500,0.0,0.8756756756756757,0.862,500.0,
bestvater_kavanaugh_stance,e5,500,1.0,0.8798521256931608,0.87,500.0,
bestvater_kavanaugh_stance,e5,500,2.0,0.8804347826086957,0.868,500.0,
bestvater_kavanaugh_stance,e5,500,3.0,0.8644688644688645,0.852,500.0,
bestvater_kavanaugh_stance,e5,500,4.0,0.8816793893129771,0.876,500.0,
bestvater_kavanaugh_stance,e5,1000,0.0,0.8823529411764706,0.872,1000.0,
bestvater_kavanaugh_stance,e5,1000,1.0,0.9010989010989011,0.892,1000.0,
bestvater_kavanaugh_stance,e5,1000,2.0,0.897196261682243,0.89,1000.0,
bestvater_kavanaugh_stance,e5,1000,3.0,0.8933823529411765,0.884,1000.0,
bestvater_kavanaugh_stance,e5,1000,4.0,0.9041591320072333,0.894,1000.0,
bestvater_kavanaugh_stance,e5,2000,0.0,0.9051094890510949,0.896,2000.0,
bestvater_kavanaugh_stance,e5,2000,1.0,0.9027522935779817,0.894,2000.0,
bestvater_kavanaugh_stance,e5,2000,2.0,0.9080882352941176,0.9,2000.0,
bestvater_kavanaugh_stance,e5,2000,3.0,0.9205175600739371,0.914,2000.0,
bestvater_kavanaugh_stance,e5,2000,4.0,0.9100917431192661,0.902,2000.0,
politicause_causal_relation,e5,50,0.0,0.4417910447761194,0.626,50.0,
politicause_causal_relation,e5,50,1.0,0.3864406779661017,0.638,50.0,
politicause_causal_relation,e5,50,2.0,0.34843205574912894,0.626,50.0,
politicause_causal_relation,e5,50,3.0,0.3269961977186312,0.646,50.0,
politicause_causal_relation,e5,50,4.0,0.4217687074829932,0.66,50.0,
politicause_causal_relation,e5,100,0.0,0.4269005847953216,0.608,100.0,
politicause_causal_relation,e5,100,1.0,0.4776902887139108,0.602,100.0,
politicause_causal_relation,e5,100,2.0,0.40372670807453415,0.616,100.0,
politicause_causal_relation,e5,100,3.0,0.4533333333333333,0.672,100.0,
politicause_causal_relation,e5,100,4.0,0.5129682997118156,0.662,100.0,
politicause_causal_relation,e5,250,0.0,0.5773809523809523,0.716,250.0,
politicause_causal_relation,e5,250,1.0,0.5260115606936416,0.672,250.0,
politicause_causal_relation,e5,250,2.0,0.46905537459283386,0.674,250.0,
politicause_causal_relation,e5,250,3.0,0.46511627906976744,0.678,250.0,
politicause_causal_relation,e5,250,4.0,0.5416666666666666,0.692,250.0,
politicause_causal_relation,e5,500,0.0,0.5546218487394958,0.682,500.0,
politicause_causal_relation,e5,500,1.0,0.5459940652818991,0.694,500.0,
politicause_causal_relation,e5,500,2.0,0.5278592375366569,0.678,500.0,
politicause_causal_relation,e5,500,3.0,0.5311653116531165,0.654,500.0,
politicause_causal_relation,e5,500,4.0,0.5188916876574308,0.618,500.0,
politicause_causal_relation,e5,1000,0.0,0.577639751552795,0.728,1000.0,
politicause_causal_relation,e5,1000,1.0,0.5722543352601156,0.704,1000.0,
politicause_causal_relation,e5,1000,2.0,0.6,0.728,1000.0,
politicause_causal_relation,e5,1000,3.0,0.5783132530120482,0.72,1000.0,
politicause_causal_relation,e5,1000,4.0,0.5730659025787965,0.702,1000.0,
politicause_causal_relation,e5,2000,0.0,0.6028985507246377,0.726,2000.0,
politicause_causal_relation,e5,2000,1.0,0.5977011494252874,0.72,2000.0,
politicause_causal_relation,e5,2000,2.0,0.6074498567335244,0.726,2000.0,
politicause_causal_relation,e5,2000,3.0,0.6086956521739131,0.73,2000.0,
politicause_causal_relation,e5,2000,4.0,0.6091954022988506,0.728,2000.0,
cap_party_platform_policy_topic,e5,50,0.0,0.22641218942105873,0.242,50.0,
cap_party_platform_policy_topic,e5,50,1.0,0.2605046328057217,0.278,50.0,
cap_party_platform_policy_topic,e5,50,2.0,0.2524377763299672,0.27,50.0,
cap_party_platform_policy_topic,e5,50,3.0,0.23508046370419966,0.252,50.0,
cap_party_platform_policy_topic,e5,50,4.0,0.23405903006023557,0.254,50.0,
cap_party_platform_policy_topic,e5,100,0.0,0.3807064713078029,0.456,100.0,
cap_party_platform_policy_topic,e5,100,1.0,0.3333710041901951,0.396,100.0,
cap_party_platform_policy_topic,e5,100,2.0,0.3036941697872025,0.308,100.0,
cap_party_platform_policy_topic,e5,100,3.0,0.3286008306791211,0.412,100.0,
cap_party_platform_policy_topic,e5,100,4.0,0.3147667203015236,0.382,100.0,
cap_party_platform_policy_topic,e5,250,0.0,0.4354247607633374,0.516,250.0,
cap_party_platform_policy_topic,e5,250,1.0,0.45368297837461763,0.518,250.0,
cap_party_platform_policy_topic,e5,250,2.0,0.47228683390875353,0.552,250.0,
cap_party_platform_policy_topic,e5,250,3.0,0.4363003439874283,0.528,250.0,
cap_party_platform_policy_topic,e5,250,4.0,0.5458829381593703,0.574,250.0,
cap_party_platform_policy_topic,e5,500,0.0,0.5966254209318714,0.616,500.0,
cap_party_platform_policy_topic,e5,500,1.0,0.5511306125690439,0.63,500.0,
cap_party_platform_policy_topic,e5,500,2.0,0.5729742919558898,0.63,500.0,
cap_party_platform_policy_topic,e5,500,3.0,0.5904991328481073,0.61,500.0,
cap_party_platform_policy_topic,e5,500,4.0,0.558812080589739,0.632,500.0,
cap_party_platform_policy_topic,e5,1000,0.0,0.6303627219515341,0.686,1000.0,
cap_party_platform_policy_topic,e5,1000,1.0,0.6539305948560201,0.678,1000.0,
cap_party_platform_policy_topic,e5,1000,2.0,0.6506455724939344,0.662,1000.0,
cap_party_platform_policy_topic,e5,1000,3.0,0.6235265019094175,0.646,1000.0,
cap_party_platform_policy_topic,e5,1000,4.0,0.6307596740028601,0.658,1000.0,
cap_party_platform_policy_topic,e5,2000,0.0,0.6651099896506532,0.676,2000.0,
cap_party_platform_policy_topic,e5,2000,1.0,0.6601846942289556,0.676,2000.0,
cap_party_platform_policy_topic,e5,2000,2.0,0.6663717987014218,0.684,2000.0,
cap_party_platform_policy_topic,e5,2000,3.0,0.6696901906398689,0.686,2000.0,
cap_party_platform_policy_topic,e5,2000,4.0,0.6466754256277012,0.666,2000.0,
cap_crs_policy_topic,e5,50,0.0,0.2586814877679974,0.26,50.0,
cap_crs_policy_topic,e5,50,1.0,0.1941602247625604,0.204,50.0,
cap_crs_policy_topic,e5,50,2.0,0.22329297158153918,0.214,50.0,
cap_crs_policy_topic,e5,50,3.0,0.22315994368258002,0.242,50.0,
cap_crs_policy_topic,e5,50,4.0,0.24908251227792713,0.228,50.0,
cap_crs_policy_topic,e5,100,0.0,0.4013620496469996,0.462,100.0,
cap_crs_policy_topic,e5,100,1.0,0.38852527040371265,0.498,100.0,
cap_crs_policy_topic,e5,100,2.0,0.4093871963439035,0.49,100.0,
cap_crs_policy_topic,e5,100,3.0,0.39997821353679675,0.458,100.0,
cap_crs_policy_topic,e5,100,4.0,0.40617946583328246,0.478,100.0,
cap_crs_policy_topic,e5,250,0.0,0.6300323634116396,0.666,250.0,
cap_crs_policy_topic,e5,250,1.0,0.5885623667681982,0.626,250.0,
cap_crs_policy_topic,e5,250,2.0,0.5660542357170486,0.606,250.0,
cap_crs_policy_topic,e5,250,3.0,0.6018505053744694,0.654,250.0,
cap_crs_policy_topic,e5,250,4.0,0.5903805227501425,0.62,250.0,
cap_crs_policy_topic,e5,500,0.0,0.674780431818614,0.716,500.0,
cap_crs_policy_topic,e5,500,1.0,0.6642905102540155,0.702,500.0,
cap_crs_policy_topic,e5,500,2.0,0.6569814174408789,0.698,500.0,
cap_crs_policy_topic,e5,500,3.0,0.644581787162479,0.682,500.0,
cap_crs_policy_topic,e5,500,4.0,0.651883772444174,0.686,500.0,
cap_crs_policy_topic,e5,1000,0.0,0.7028453278075755,0.73,1000.0,
cap_crs_policy_topic,e5,1000,1.0,0.7215125329855893,0.744,1000.0,
cap_crs_policy_topic,e5,1000,2.0,0.6969029699603131,0.718,1000.0,
cap_crs_policy_topic,e5,1000,3.0,0.7000036440758308,0.732,1000.0,
cap_crs_policy_topic,e5,1000,4.0,0.6725339880412229,0.704,1000.0,
cap_crs_policy_topic,e5,2000,0.0,0.7202386597058291,0.74,2000.0,
cap_crs_policy_topic,e5,2000,1.0,0.7350629518839893,0.752,2000.0,
cap_crs_policy_topic,e5,2000,2.0,0.7205054434381006,0.746,2000.0,
cap_crs_policy_topic,e5,2000,3.0,0.6970246143593377,0.726,2000.0,
cap_crs_policy_topic,e5,2000,4.0,0.7371580264267791,0.762,2000.0,
agoraspeech_criticism_agenda,e5,50,0.0,0.853601405426508,0.856,50.0,
agoraspeech_criticism_agenda,e5,50,1.0,0.8612811097511219,0.864,50.0,
agoraspeech_criticism_agenda,e5,50,2.0,0.8508200808432549,0.854,50.0,
agoraspeech_criticism_agenda,e5,50,3.0,0.838161846347989,0.842,50.0,
agoraspeech_criticism_agenda,e5,50,4.0,0.839688255314951,0.844,50.0,
agoraspeech_criticism_agenda,e5,100,0.0,0.8435156545313396,0.846,100.0,
agoraspeech_criticism_agenda,e5,100,1.0,0.8682824025289779,0.872,100.0,
agoraspeech_criticism_agenda,e5,100,2.0,0.869281045751634,0.874,100.0,
agoraspeech_criticism_agenda,e5,100,3.0,0.8460690906734072,0.848,100.0,
agoraspeech_criticism_agenda,e5,100,4.0,0.8768472906403941,0.88,100.0,
agoraspeech_criticism_agenda,e5,250,0.0,0.8776009791921664,0.88,250.0,
agoraspeech_criticism_agenda,e5,250,1.0,0.8689727463312369,0.872,250.0,
agoraspeech_criticism_agenda,e5,250,2.0,0.8959009466890377,0.898,250.0,
agoraspeech_criticism_agenda,e5,250,3.0,0.870600414078675,0.872,250.0,
agoraspeech_criticism_agenda,e5,250,4.0,0.8658012883076323,0.868,250.0,
agoraspeech_criticism_agenda,e5,500,0.0,0.8934059266304792,0.896,500.0,
agoraspeech_criticism_agenda,e5,500,1.0,0.8816809465524276,0.884,500.0,
agoraspeech_criticism_agenda,e5,500,2.0,0.887988725556085,0.89,500.0,
agoraspeech_criticism_agenda,e5,500,3.0,0.8716961765460611,0.874,500.0,
agoraspeech_criticism_agenda,e5,500,4.0,0.8908454330141078,0.894,500.0,
agoraspeech_criticism_agenda,e5,1000,0.0,0.9014778325123152,0.904,1000.0,
agoraspeech_criticism_agenda,e5,1000,1.0,0.8977605470219692,0.9,1000.0,
agoraspeech_criticism_agenda,e5,1000,2.0,0.8836539992406892,0.886,1000.0,
agoraspeech_criticism_agenda,e5,1000,3.0,0.896135000061097,0.898,1000.0,
agoraspeech_criticism_agenda,e5,1000,4.0,0.8894457547169812,0.892,1000.0,
agoraspeech_criticism_agenda,e5,2000,0.0,0.9018501251410904,0.904,2000.0,
agoraspeech_criticism_agenda,e5,2000,1.0,0.9035933032216246,0.906,2000.0,
agoraspeech_criticism_agenda,e5,2000,2.0,0.8915601023017903,0.894,2000.0,
agoraspeech_criticism_agenda,e5,2000,3.0,0.8994908905927576,0.902,2000.0,
agoraspeech_criticism_agenda,e5,2000,4.0,0.9018501251410904,0.904,2000.0,
