source_id,source_crisno,source_sentence_number,source_crisis_title_raw,crisis_title,text,source_type_string,gt_event_type
124_22,124,22,CRISNO 124 HYDERABAD,HYDERABAD,Neither the U.S. nor the USSR was involved in this crisis.,,No Event
202_1,202,1,CRISNO 202 CYPRUS I,CYPRUS I,"From 30 November 1963 until 10 August 1964 the historic rivals, Turkey and Greece, along with Cyprus, were direct participants in the first of several international crises over the new Mediterranean island-state.",,No Event
202_2,202,2,CRISNO 202 CYPRUS I,CYPRUS I,"The Zurich and London Conferences of 1959 worked out arrangements for Cypriot independence, subject to the terms of a series of interrelated agreements known as the Zurich-London Accords.",action,Action
202_3,202,3,CRISNO 202 CYPRUS I,CYPRUS I,"According to these Accords, the interests of both the Greek and Turkish communities in Cyprus were recognized and safeguarded under a republican form of government, with several provisions insuring the fair participation of both autonomous communities in legislative functions.",,No Event
202_4,202,4,CRISNO 202 CYPRUS I,CYPRUS I,"Once Cyprus became independent, however, each community became suspicious of the other's intentions.",,No Event
202_5,202,5,CRISNO 202 CYPRUS I,CYPRUS I,"The Turkish minority, feeling that it did not receive all of the rights granted by the constitution, made frequent use of its legislative veto power.",,No Event
202_6,202,6,CRISNO 202 CYPRUS I,CYPRUS I,"President Makarios, who felt that effective operation of his government was being hampered, acted often without legislative approval.",,No Event
202_7,202,7,CRISNO 202 CYPRUS I,CYPRUS I,"Turkey's crisis and the international crisis as a whole were triggered by a memorandum from the President of the Cypriot Republic, Archbishop Makarios, to Vice-President Kutchuk on 30 November 1963 containing 13 proposals for the amendment of the 1960 constitution which would change Cyprus into a unitary state with guarantees for the Turkish minority.",thought,Thought
202_8,202,8,CRISNO 202 CYPRUS I,CYPRUS I,"The trigger for Cyprus and Greece was an announcement on 6 December by Turkish Foreign Minister Erkin, rejecting the amendment proposals as totally unacceptable.",thought,Thought
202_9,202,9,CRISNO 202 CYPRUS I,CYPRUS I,"The Turkish government also threatened to intervene in Cyprus if the constitution was altered in any way, accentuating a perception of high threat for Cyprus and Greece.",speech,Speech
202_10,202,10,CRISNO 202 CYPRUS I,CYPRUS I,"Within this tense atmosphere, an incident on 21 December, when a Greek police patrol insisted on searching a Turkish car, sparked the outbreak of fighting between the Greek and Turkish communities in Nicosia, which spread quickly to other areas in Cyprus.",action,Action
202_11,202,11,CRISNO 202 CYPRUS I,CYPRUS I,Three days later the Greek Cypriot forces were on the verge of completely overrunning the Turkish section of the capital.,,No Event
202_12,202,12,CRISNO 202 CYPRUS I,CYPRUS I,On 24 December the Turkish Cypriots appealed to Turkey for assistance.,speech,Speech
202_13,202,13,CRISNO 202 CYPRUS I,CYPRUS I,"Turkey replied that, if the fighting continued, it would intervene under the terms of the Treaty of Guarantee.",speech,Speech
202_14,202,14,CRISNO 202 CYPRUS I,CYPRUS I,"Turkey's major response, on 25 December, took the form of a series of non-violent military acts.",action,Action
202_15,202,15,CRISNO 202 CYPRUS I,CYPRUS I,Orders were given to the Turkish army contingent in Cyprus to move out of its camps and take positions controlling the road to Kyrenia.,action,Action
202_16,202,16,CRISNO 202 CYPRUS I,CYPRUS I,The Turkish fleet left the Istanbul area for the eastern Mediterranean.,action,Action
202_17,202,17,CRISNO 202 CYPRUS I,CYPRUS I,Its armed forces were put on alert.,action,Action
202_18,202,18,CRISNO 202 CYPRUS I,CYPRUS I,More troops were moved into areas that were in easy striking distance of Cyprus.,action,Action
202_19,202,19,CRISNO 202 CYPRUS I,CYPRUS I,And Turkish aircraft flew over Nicosia.,action,Action
202_20,202,20,CRISNO 202 CYPRUS I,CYPRUS I,"The Greek response, the same day, was an announcement that, if Turkey intervened in Cyprus, Greece would do likewise.",speech,Speech
202_21,202,21,CRISNO 202 CYPRUS I,CYPRUS I,"Makarios, hoping to gain Security Council condemnation of the Zurich-London Accords, accused Turkey of interference in the internal affairs of Cyprus, at a session of the Security Council on 27 December.",speech|thought,Mixed
202_22,202,22,CRISNO 202 CYPRUS I,CYPRUS I,No resolution was passed at that time.,,No Event
202_23,202,23,CRISNO 202 CYPRUS I,CYPRUS I,"On 28 December Britain's Commonwealth Secretary, Duncan Sandys, met with Greek and Turkish Cypriot leaders, as well as with the ambassadors of Greece and Turkey in Cyprus.",action,Action
202_24,202,24,CRISNO 202 CYPRUS I,CYPRUS I,A cease-fire and the setting up of neutral zones on 29 December reduced the stress level for Turkey.,action|speech,Mixed
202_25,202,25,CRISNO 202 CYPRUS I,CYPRUS I,The United States participated in the cease-fire talks.,action,Action
202_26,202,26,CRISNO 202 CYPRUS I,CYPRUS I,"NATO, which was repeatedly warned by the USSR to keep out of the internal affairs of Cyprus, met in an emergency session in Paris.",action|speech,Mixed
202_27,202,27,CRISNO 202 CYPRUS I,CYPRUS I,A conference in London on the Cyprus issue began on 15 January 1964.,action,Action
202_28,202,28,CRISNO 202 CYPRUS I,CYPRUS I,"A British proposal for an international peace force composed of units from NATO members was ultimately accepted by Makarios if the forces were formally dispatched by -- and responsible to -- the UN. Soviet Premier Khrushchev protested NATO involvement in a letter on 7 February to the U.K., the U.S., France, Greece, and Turkey.",speech,Speech
202_29,202,29,CRISNO 202 CYPRUS I,CYPRUS I,In the middle of February a Turkish threat of intervention posed the danger of renewed fighting.,speech,Speech
202_30,202,30,CRISNO 202 CYPRUS I,CYPRUS I,The UN Security Council convened on 14 February and adopted a resolution on 4 March to establish a UN Peacekeeping Force in Cyprus.,action|speech,Mixed
202_31,202,31,CRISNO 202 CYPRUS I,CYPRUS I,On 13 March Turkey threatened to intervene militarily unless attacks against the Turkish community ceased immediately.,speech,Speech
202_32,202,32,CRISNO 202 CYPRUS I,CYPRUS I,"The Peacekeeping Force was formed on 27 March, easing but not ending the concerns of Turkey and Greece.",action,Action
202_33,202,33,CRISNO 202 CYPRUS I,CYPRUS I,Turkey's crisis escalated on 27 May 1964 when conscription orders to the Cypriot National Guard were announced for all men between the ages of 18 and 59.,speech|thought,Mixed
202_34,202,34,CRISNO 202 CYPRUS I,CYPRUS I,"Despite British, Greek, and Turkish protests that the conscription bill was in violation of Cyprus's constitution, it was passed on 1 June.",action|speech,Mixed
202_35,202,35,CRISNO 202 CYPRUS I,CYPRUS I,Greece and Turkey intensified their supply of arms to their communities on the disputed island.,action,Action
202_36,202,36,CRISNO 202 CYPRUS I,CYPRUS I,It was also learned that the Cyprus government was purchasing heavy arms from abroad.,action,Action
202_37,202,37,CRISNO 202 CYPRUS I,CYPRUS I,"On 4 June, in response to the conscription bill, Turkey reaffirmed its protector role for Turkish Cypriots.",speech,Speech
202_38,202,38,CRISNO 202 CYPRUS I,CYPRUS I,"However, in the face of a blunt U.S. warning the same day not to invade Cyprus, along with a threat to suspend U.S. military aid and to remain neutral if the Soviets intervened, Turkey's President Inn announced on 5 June that it had abandoned plans to land forces in Cyprus.",action|speech,Mixed
202_39,202,39,CRISNO 202 CYPRUS I,CYPRUS I,During June tension rose again with the return of Greek General Grivas to Cyprus.,action|thought,Mixed
202_40,202,40,CRISNO 202 CYPRUS I,CYPRUS I,The Greek and Turkish prime ministers were invited to Washington for talks in late June.,action|speech,Mixed
202_41,202,41,CRISNO 202 CYPRUS I,CYPRUS I,Proposals by U.S. special mediator Dean Acheson were rejected by Greece.,speech,Speech
202_42,202,42,CRISNO 202 CYPRUS I,CYPRUS I,During July the UN mediator held talks in Geneva with the Greek and Turkish ambassadors.,action,Action
202_43,202,43,CRISNO 202 CYPRUS I,CYPRUS I,On 4 August Greek Cypriot patrol boats fired on vessels in the Turkish Cypriot harbor of Kokkina further escalating Turkey's crisis.,action,Action
202_44,202,44,CRISNO 202 CYPRUS I,CYPRUS I,"During the next two days several Turkish Cypriot villages fell to Greek Cypriot forces, largely because of the restrictions placed upon the UN forces by Makarios.",action,Action
202_45,202,45,CRISNO 202 CYPRUS I,CYPRUS I,Turkey appealed to the Security Council on the 7th and warned Makarios of possible retaliation.,speech,Speech
202_46,202,46,CRISNO 202 CYPRUS I,CYPRUS I,The following day Greek Cypriot troops attacking Kokkina were bombed by the Turkish air force.,action,Action
202_47,202,47,CRISNO 202 CYPRUS I,CYPRUS I,"On the 9th Greece issued a threat to Ankara that, if attacks did not cease within 36 hours, Greek Cypriots would be assisted with all military means at Greece's disposal.",speech,Speech
202_48,202,48,CRISNO 202 CYPRUS I,CYPRUS I,Greek planes flew over Cyprus that day.,action,Action
202_49,202,49,CRISNO 202 CYPRUS I,CYPRUS I,"On 9 August, too, the Security Council adopted a cease-fire resolution.",speech,Speech
202_50,202,50,CRISNO 202 CYPRUS I,CYPRUS I,The NATO Council met as well.,action,Action
202_51,202,51,CRISNO 202 CYPRUS I,CYPRUS I,Makarios appealed to the USSR and received a promise of Soviet support if the island were invaded.,speech,Speech
202_52,202,52,CRISNO 202 CYPRUS I,CYPRUS I,Turkey was warned to stop its military operations.,speech,Speech
202_53,202,53,CRISNO 202 CYPRUS I,CYPRUS I,"President Johnson sent urgent appeals to Cyprus, Greece, and Turkey to settle the crisis peacefully.",speech,Speech
202_54,202,54,CRISNO 202 CYPRUS I,CYPRUS I,"An unconditional cease-fire was accepted by Cyprus and Turkey on 10 August 1964, ending the crisis for them and for Greece.",thought,Thought
202_55,202,55,CRISNO 202 CYPRUS I,CYPRUS I,Continuing tension escalated into crises with the same actors in 1967 and 1974.,,No Event
202_56,202,56,CRISNO 202 CYPRUS I,CYPRUS I,"This crisis found the UN, the U.S., the U.K. and NATO acting as mediators in the crisis to various degrees and effects.",,No Event
202_57,202,57,CRISNO 202 CYPRUS I,CYPRUS I,"The UN was the most active mediator during the crisis, but it is likely that the U.S. -- through Johnsons pleas to all actors and warning to Turkey that it would no longer automatically be under U.S. protection if it should invade Cyprus -- was the most effective mediator.",,No Event
148_1,148,1,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,Egypt's crisis over the Baghdad Pact began on 24 February and ended in mid-October 1955.,,No Event
148_2,148,2,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,"and In February 1954 a Syrian army coup, with Iraqi involvement, ousted a pro-Egyptian regime in Damascus headed by Adib Shishakli.",action,Action
148_3,148,3,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,"However, Iraqi hopes for a pro-Western Syria were not realized.",thought,Thought
148_4,148,4,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,"An agreement between Turkey and Pakistan and bilateral military aid agreements between the U.S., Turkey, and Iraq were signed in April 1954.",action,Action
148_5,148,5,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,The United States and Pakistan signed a similar agreement the following month.,action,Action
148_6,148,6,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,Iraq announced its intention to join a pro-Western alliance and endeavored to prevent possible isolation in the Arab world by attempting to persuade other Arab states to join as well.,speech,Speech
148_7,148,7,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,"On 16 January 1955 Egypt called for an emergency meeting of the Arab League, claiming that no member should become party to an agreement with the Western powers and that such a pact would likely undermine Arab sovereignty and independence.",action|speech,Mixed
148_8,148,8,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,Cairo was unsuccessful in its efforts to have Iraq expelled from the Arab League.,speech,Speech
148_9,148,9,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,"On 24 February 1955 Iran, Iraq, Pakistan, Turkey, and the U.K. created a regional anti-Soviet defense arrangement known as the Baghdad Pact, triggering a crisis for Egypt: Nasir viewed the Pact as a challenge to his leadership in the Arab world and a direct threat from the U.S. and the U.K. to overthrow his regime.",thought,Thought
148_10,148,10,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,At the end of February Egypt and Syria announced their intention to exclude Iraq from a new Arab alliance with Sa'udi Arabia and Yemen.,speech,Speech
148_11,148,11,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,"Egypt's response, on 15 March, was a denunciation of the Pact and an accusation that the West was introducing great power rivalry and the Cold War into the Middle East, thus dividing the Arab world and threatening Egypt with encirclement.",speech,Speech
148_12,148,12,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,"Egypt began to forge counteralliances with Jordan, Lebanon, and Syria; and the division of the Arab states into rival camps hardened.",action|speech,Mixed
148_13,148,13,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,The crisis ended in mid-October 1955 when Egypt and Syria concluded a Mutual Defense Pact.,thought,Thought
148_14,148,14,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,The United States participated in the negotiations and provided economic assistance but never formally joined the Pact.,action,Action
148_15,148,15,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,The Soviet Union provided arms and weapons to Egypt and Syria.,action,Action
148_16,148,16,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,The UN was not involved in this crisis.,,No Event
148_17,148,17,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,In July 1958 a coup in Iraq overthrew the monarchy and established a military dictatorship [see].,action,Action
148_18,148,18,CRISNO 148 BAGHDAD PACT,BAGHDAD PACT,Iraq subsequently left the Baghdad Pact.,action,Action
200_1,200,1,CRISNO 200 CUBA-VENEZUELA,CUBA-VENEZUELA,"The duration of Venezuela's crisis with Cuba was one month, from 1 November to 1 December 1963.",,No Event
200_2,200,2,CRISNO 200 CUBA-VENEZUELA,CUBA-VENEZUELA,During 1963 Venezuela's internal situation began to verge on civil war.,,No Event
200_3,200,3,CRISNO 200 CUBA-VENEZUELA,CUBA-VENEZUELA,There was a marked increase in communist guerrilla attacks on major targets within Caracas itself.,action,Action
200_4,200,4,CRISNO 200 CUBA-VENEZUELA,CUBA-VENEZUELA,"President Betancourt had announced emergency legislation against Venezuela's left-wing parties and ordered the arrest of leading communists, following an assassination attempt.",action|speech,Mixed
200_5,200,5,CRISNO 200 CUBA-VENEZUELA,CUBA-VENEZUELA,Betancourt's drive against the Left on the domestic scene was matched by attempts in his foreign policy to isolate Cuba and invoke OAS sanctions against the Castro regime.,action,Action
200_6,200,6,CRISNO 200 CUBA-VENEZUELA,CUBA-VENEZUELA,This policy was actively encouraged by the U.S. Presidential elections in Venezuela were scheduled for 1 December 1963.,speech,Speech
200_7,200,7,CRISNO 200 CUBA-VENEZUELA,CUBA-VENEZUELA,"On 1 November 1963 the Venezuelan government discovered a significant arms cache on the Paraguana Peninsula, one of Venezuela's quiet, secluded beaches.",thought,Thought
200_8,200,8,CRISNO 200 CUBA-VENEZUELA,CUBA-VENEZUELA,A plan of operation to capture Caracas and prevent the elections of 1 December was also discovered.,thought,Thought
200_9,200,9,CRISNO 200 CUBA-VENEZUELA,CUBA-VENEZUELA,On 29 November the Cuban origin of the arms was confirmed.,thought,Thought
200_10,200,10,CRISNO 200 CUBA-VENEZUELA,CUBA-VENEZUELA,Venezuela took the matter to the OAS Council for action under Article 6 of the Rio Treaty.,speech,Speech
200_11,200,11,CRISNO 200 CUBA-VENEZUELA,CUBA-VENEZUELA,The crisis ended on 1 December with the successful conclusion of Venezuela's presidential election.,thought,Thought
200_12,200,12,CRISNO 200 CUBA-VENEZUELA,CUBA-VENEZUELA,The UN and the USSR were not involved in this crisis.,,No Event
200_13,200,13,CRISNO 200 CUBA-VENEZUELA,CUBA-VENEZUELA,"The OAS agreed to investigate Venezuela's charges on 3 December, after the termination of Venezuela's crisis: in February 1964 it supported Venezuela's charges against Cuba but did not call for sanctions against Cuba which, by that time, was no longer a member of the regional organization of the Americas.",speech,Speech
334_1,334,1,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,Bahrain and Sa'udi Arabia experienced a crisis with Iran from 13 December 1981 to 8 January 1982.,,No Event
334_2,334,2,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,"Bahrain is a tiny oil-rich Gulf sheikhdom, comprising 33 islands between the Qatar Peninsula and the Sa'udi Arabian coast.",,No Event
334_3,334,3,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,"It has an area of 230 square miles and a population of less than half a million, half of whom are foreigners.",,No Event
334_4,334,4,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,"Bahrain was a U.K. protectorate from 1861, formally since 1880, to 1971.",action,Action
334_5,334,5,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,"London's announcement in 1968 that it would end the protectorate and withdraw British forces from the Gulf in 1971 led Iran to revive its long-standing claim to sovereignty over Bahrain, as part of its goal of hegemony in the Gulf.",speech,Speech
334_6,334,6,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,"Iran also had a territorial claim, having ruled the island from 1753 to 1783.",,No Event
334_7,334,7,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,"Like all the small Gulf sheikhdoms, which became independent following the U.K.'s further retreat from empire, Bahrain was vulnerable to encroachments from the three competing major powers in the region, Iran, Iraq, and Sa'udi Arabia.",,No Event
334_8,334,8,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,Two upheavals nearby heightened Bahrain's sense of insecurity from external and internal sources: the fall of the shah and the emergence of an Islamic revolutionary regime under the leadership of Ayatullah Khomeini in 1979; and the outbreak of a war between Iran and Iraq in September 1980.,,No Event
334_9,334,9,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,"As that war dragged on, the increasingly audible messianic fervor of Iran's fundamentalist regime generated more intense fear among the Gulf sheikhdoms.",,No Event
334_10,334,10,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,On 13 December 1981 Bahrain's Interior Ministry announced the arrest of a group of Bahrainis and other Gulf nationals accused of trying to overthrow the regime: their attempted coup triggered a crisis for the island-state.,action|thought,Mixed
334_11,334,11,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,"Iran was accused of inspiring, directing, and financing the plot.",speech,Speech
334_12,334,12,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,"Prince Na'if of Sa'udi Arabia, too, accused Iran and termed the coup attempt a threat to Sa'udi Arabia and all Gulf states: the course of the Iran/Iraq War and the danger of an Iranian victory raised serious Sa'udi concerns about Iraq's ability to withstand the onslaught and the consequences of an Iranian triumph for the Sa'udi regime.",speech|thought,Mixed
334_13,334,13,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,"Although there was some confusion about the source of the coup -- some of its participants blamed Sa'udi Arabia at their trial -- the context, the revolutionary zeal of Iran under Khomeini, and Sa'udi Arabia's fear that Iran aimed at undermining its own regime strongly point to Iran as the prime external source.",action,Action
334_14,334,14,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,Bahrain responded with an official protest to Iran and declared its charg d'affaires persona non grata.,action|speech,Mixed
334_15,334,15,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,Sa'udi Arabia signaled its concern and protector role by signing a mutual security pact with Bahrain on 19 December; this response also marked the end of the Sa'udi crisis.,action|thought,Mixed
334_16,334,16,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,"Two months later, Sa'udi Arabia strengthened its hegemony among the Gulf states by signing similar agreements with three other members of the Gulf Cooperation Council, which was established that year -- Oman, Qatar, and the United Arab Emirates.",action,Action
334_17,334,17,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,"Crisis termination for Bahrain can be dated as 8 January 1982: that day, bolstered by the security agreement with Sa'udi Arabia and implied support from Iran's most powerful foe, the United States, to which Bahrain had granted a de facto naval base in the 1970s, Bahrain banned Iranians from the sheikhdom, suspended economic relations with Iran, and declared martial law.",action|thought,Mixed
334_18,334,18,CRISNO 334 COUP ATTEMPT IN BAHRAIN,COUP ATTEMPT IN BAHRAIN,The USSR and the UN were not active in this crisis.,,No Event
206_1,206,1,CRISNO 206 PANAMA FLAG,PANAMA FLAG,Panama and the U.S. experienced a brief crisis over the Panama Canal Zone from 9 to 12 January 1964.,,No Event
206_2,206,2,CRISNO 206 PANAMA FLAG,PANAMA FLAG,"and An ""unequal"" treaty, providing for U.S. control over the Panama Canal Zone and the Canal, was imposed on Panama in 1903.",action,Action
206_3,206,3,CRISNO 206 PANAMA FLAG,PANAMA FLAG,"Persistent Panamanian opposition to the treaty for 60 years centered around the issues of full U.S. sovereignty over the Canal Zone, Panama's inability to fly its flag in the area, and inadequate payment, according to Panama, for unrestricted United States use of the Canal.",,No Event
206_4,206,4,CRISNO 206 PANAMA FLAG,PANAMA FLAG,"As President Carter later acknowledged: ""From the outset, Panamanians deeply resented this denial of their authority over part of their territory.""",,No Event
206_5,206,5,CRISNO 206 PANAMA FLAG,PANAMA FLAG,The flag issue was partly rectified in 1962 by an agreement that both flags would fly side by side at designated public sites.,,No Event
206_6,206,6,CRISNO 206 PANAMA FLAG,PANAMA FLAG,"However, to reduce tension, the flying of both states' flags in front of Canal Zone schools was banned in December 1963.",,No Event
206_7,206,7,CRISNO 206 PANAMA FLAG,PANAMA FLAG,On 9 January 1964 a group of U.S. students in the Canal Zone raised the U.S. flag at Balboa High School.,action,Action
206_8,206,8,CRISNO 206 PANAMA FLAG,PANAMA FLAG,"Massive rioting followed and was met by force: U.S. troops fired upon the Panamanian demonstrators, killing 26 and wounding 100, triggering a crisis for Panama.",thought,Thought
206_9,206,9,CRISNO 206 PANAMA FLAG,PANAMA FLAG,The dramatic eruption of the crisis led Panama's President Chiari to break diplomatic relations with the United States the same day.,action,Action
206_10,206,10,CRISNO 206 PANAMA FLAG,PANAMA FLAG,He also filed a complaint with the OAS and the UN Security Council.,speech,Speech
206_11,206,11,CRISNO 206 PANAMA FLAG,PANAMA FLAG,Notification of these acts on 10 January triggered a U.S. crisis.,thought,Thought
206_12,206,12,CRISNO 206 PANAMA FLAG,PANAMA FLAG,The same day President Johnson responded by phoning Chiari to express his regret for the casualties and to call for joint efforts to restore calm.,speech,Speech
206_13,206,13,CRISNO 206 PANAMA FLAG,PANAMA FLAG,Chiari demanded a complete revision of all treaties affecting U.S./Panama relations.,speech,Speech
206_14,206,14,CRISNO 206 PANAMA FLAG,PANAMA FLAG,Johnson insisted that order must first be restored to the Canal Zone.,speech,Speech
206_15,206,15,CRISNO 206 PANAMA FLAG,PANAMA FLAG,He requested the OAS Peace Committee to investigate the matter.,speech,Speech
206_16,206,16,CRISNO 206 PANAMA FLAG,PANAMA FLAG,It took 48 hours to persuade the Panamanian president to agree to Johnson's proposal.,speech,Speech
206_17,206,17,CRISNO 206 PANAMA FLAG,PANAMA FLAG,"When he did so, on 12 January, the crisis ended for both countries.",thought,Thought
206_18,206,18,CRISNO 206 PANAMA FLAG,PANAMA FLAG,The UN was marginally involved in this crisis; the USSR was uninvolved.,,No Event
206_19,206,19,CRISNO 206 PANAMA FLAG,PANAMA FLAG,Diplomatic relations were restored on 3 April 1964.,action,Action
206_20,206,20,CRISNO 206 PANAMA FLAG,PANAMA FLAG,"And soon after, the parties agreed to renegotiate the Panama Canal treaties, a process completed in 1979.",speech,Speech
464_1,464,1,Libyan Civil War,Libyan Civil War,A crisis occurred from 22 February 2011 to 20 October 2011 between Libya and a coalition of international actors (mostly NATO members) that were opposed to the brutal repression by Muammar Gaddafis regime of anti-government protesters and rebel supporters during an emerging civil war.,,No Event
464_2,464,2,Libyan Civil War,Libyan Civil War,"The anti-Gaddafi coalition states that experienced a crisis included the United States, United Kingdom, France, Canada, Italy, and Qatar.",,No Event
464_3,464,3,Libyan Civil War,Libyan Civil War,A dozen other NATO and non-NATO regional actors were also involved in the enforcement of a no-fly zone over Libya.,action,Action
464_4,464,4,Libyan Civil War,Libyan Civil War,"In mid-January 2011, inspired in part by the civil uprising that occurred earlier in Tunisia, small protests began to emerge in Libya, focusing on issues such as corruption, local concerns, and a desire for greater political freedoms.",action,Action
464_5,464,5,Libyan Civil War,Libyan Civil War,These eventually gave way to mass demonstrations against the Gaddafi regime in Tripoli and Benghazi beginning in early February.,action,Action
464_6,464,6,Libyan Civil War,Libyan Civil War,"By mid-February, protests spread to the rest of the country and civilians began demanding that Gaddafi step down.",,No Event
464_7,464,7,Libyan Civil War,Libyan Civil War,The Gaddafi regime responded with a violent repression campaign against demonstrators.,action,Action
464_8,464,8,Libyan Civil War,Libyan Civil War,"Repression escalated significantly beginning on 16 February, and reports of mass killings occurred on 17 and 19 February.",action,Action
464_9,464,9,Libyan Civil War,Libyan Civil War,This attracted significant attention and condemnation from the international community.,speech,Speech
464_10,464,10,Libyan Civil War,Libyan Civil War,"On 16 February, Human Rights Watch called for intervention in Libya, particularly from the members of the United Nations Security Council (UNSC).",speech,Speech
464_11,464,11,Libyan Civil War,Libyan Civil War,"On 18 February, the US condemned the violence and voiced support for democratic reforms and economic openness in Libya and other states that were part of the Arab Spring.",speech,Speech
464_12,464,12,Libyan Civil War,Libyan Civil War,"On 19 February, the UK called for an immediate end to the use of force against civilians.",speech,Speech
464_13,464,13,Libyan Civil War,Libyan Civil War,"On 21 February, Canada also condemned the violence.",speech,Speech
464_14,464,14,Libyan Civil War,Libyan Civil War,"That same day, the United Nations Secretary General, Ban Ki-Moon, met with Gaddafi, and the UN Deputy Permanent Representative for Libya, Ibrahim Dabbashi, called on the UN to impose a no-fly zone over Tripoli.",speech,Speech
464_15,464,15,Libyan Civil War,Libyan Civil War,"On 22 February 2011, the escalating protests and repression in Libya reached a tipping point.",action,Action
464_16,464,16,Libyan Civil War,Libyan Civil War,"Libya responded to mass protests against the regime that day with military force, including the use of helicopter gunships, artillery fire, and snipers.",action,Action
464_17,464,17,Libyan Civil War,Libyan Civil War,"On the same day, Libyan leader Muammar Gaddafi delivered a potent speech in which he threatened to show no mercy to protestors, urged his loyalists to attack protesters and their supporters, and vowed to never resign or leave Libya.",speech,Speech
464_18,464,18,Libyan Civil War,Libyan Civil War,"The culmination of escalating repression and Gaddafis speech triggered foreign policy crises for the United States, United Kingdom, France, Canada, Italy, and Qatar.",thought,Thought
464_19,464,19,Libyan Civil War,Libyan Civil War,"The major responses from these states were multi-faceted, beginning with condemnations on 22-23 February, escalating quickly to more substantial political and/or economic pressure, and culminating in mid-March with the most important general response: UN authorization and implementation of a no-fly zone in order to protect Libyan civilians.",action|speech,Mixed
464_20,464,20,Libyan Civil War,Libyan Civil War,"On 23 February, French President Nicolas Sarkozy called for the European Union to impose sanctions against Libya and suggested that the assets of the Gaddafi family should be frozen.",speech,Speech
464_21,464,21,Libyan Civil War,Libyan Civil War,"On 25 February, the US closed its embassy in Tripoli and imposed unilateral economic sanctions on Libya, including the freezing of billions in Libyan government assets.",action,Action
464_22,464,22,Libyan Civil War,Libyan Civil War,"That same day, Canada began Operation MOBILE, a non-combatant mission in which armed forces were sent to facilitate the evacuation of Canadian citizens and other foreign nationals from Libya.",action,Action
464_23,464,23,Libyan Civil War,Libyan Civil War,"On 26 February, the UNSC voted to adopt Resolution 1970, which imposed sanctions on Libya and referred the situation to the Prosecutor of the International Criminal Court.",action,Action
464_24,464,24,Libyan Civil War,Libyan Civil War,The sanctions included an arms embargo and a travel ban and asset freeze on members of the Gaddafi regime.,,No Event
464_25,464,25,Libyan Civil War,Libyan Civil War,"On 28 February, Italy suspended its friendship treaty with Libya, a treaty that also included a nonaggression clause.",action,Action
464_26,464,26,Libyan Civil War,Libyan Civil War,"On 3 March, the US threatened to impose military sanctions on Libya, including a no-fly zone, and Obama issued the first public statement in which he demanded that Gaddafi step down and leave Libya.",speech,Speech
464_27,464,27,Libyan Civil War,Libyan Civil War,Early condemnations and calls for action also came from the League of Arab States and the Organization of the Islamic Conference (OIC) on 22 February and the African Union (AU) one day later.,speech,Speech
