source_id,source_row,source_sentiment,source_balanced_train,text,gt_pro_womens_march
wm_12241,12241,0.0,0.0,".@seattletimes The more he can get away with, the more power he amasses. #TheResistance &amp; #WomensMarch are pushing back. Congress must, too. https://t.co/eI6lrp9HuP",1
wm_12242,12242,1.0,0.0,RT @KyleKuhns: so inspiring to know that the small steps that a few took resulted in millions of steps around the world today. be the chang…,1
wm_12243,12243,1.0,0.0,RT @piphilthims: Inside I'm singing #icantkeepquiet x https://t.co/INKhbFWs3T,1
wm_12244,12244,0.0,1.0,Looking at how the women dressed and profanity used at #WomensMarch makes me so glad to sit this one out. Demoralizing vulgarity. They 1/2,0
wm_12245,12245,1.0,1.0,"RT @derekahunter: I do admire left's ability to pretend a rally featuring rich celebrities lecturing normal people on how to live is \grass…""",0
wm_12246,12246,1.0,0.0,RT @maggiehendricks: @petegaines SO YES EVEN ANTARCTICA https://t.co/YTl0cbfzw7,1
wm_12247,12247,1.0,0.0,"RT @BettyMcCollum04: An amazing, inspiring day at the @WomensMarchMN! More than 60,000 Minnesotans ready to fight to defend our rights! #Wo…",1
wm_12248,12248,1.0,0.0,RT @anavictoriaga: Llegó el momento! On my way to the airport to proudly represent every mexican woman at @womensmarch @V147_org #VictoriaP…,1
wm_12249,12249,0.0,0.0,PREACH! Go ahead Ashley Judd @AshleyJudd tell it girl. She's bring it #nastywoman #WomensMarch,1
wm_12250,12250,1.0,0.0,let's get uncomfy https://t.co/7jTkfZub5W,1
wm_12251,12251,1.0,0.0,RT @GirlPowerGodsP1: @GirlPowerGodsP1 in solidarity with #WomensMarchOnWashington #WomensMarch #NYC #WOMEN #WomenslivesMatter #2017 #Wewi…,1
wm_12252,12252,1.0,0.0,Proud to have participated in the largest inaugural protest in US history. #womensmarch @ The… https://t.co/h3VjTgqAwI,1
wm_12253,12253,1.0,0.0,RT @KateBarbieDoll: Yes ladies and girls. Leave signs at President Oompa Loompa's (Trump) house. We won't be silenced! #WomensMarch #Womens…,1
wm_12254,12254,1.0,0.0,RT @StollKristen: Shout out to all the nasty men and boys supporting equality for women at the #WomensMarch today! REAL men embrace equalit…,1
wm_12255,12255,1.0,0.0,"RT @canice: We met women from Flint, Michigan, still waiting for clean water. We went FB live with them earlier: https://t.co/r9GEA2LvO8 #w…",1
wm_12256,12256,1.0,1.0,"So #WomensMarch, this tweet is your inspiration, that doesn't make you haters, that makes you #deplorables, WELCOME TO THE CLUB #GoTrumpGo https://t.co/tyshgSWAgA",0
wm_12257,12257,1.0,0.0,This is amazing. Seriously amazing. #womensmarchonwashington #womensmarch https://t.co/yVke6WrIuY,1
wm_12258,12258,1.0,0.0,RT @ItCouldBeRubab: My favorite sign from #WomensMarch https://t.co/NonWuXFS6e,1
wm_12259,12259,1.0,0.0,"RT @itsRobynwithay: Once again, for those in the back who didn't hear me: The 👏🏽right 👏🏽 to 👏🏽protest 👏🏽is 👏🏽a 👏🏽 fundamental 👏🏽 American 👏…",1
wm_12260,12260,0.0,0.0,RT @taology: Don't mess with abuelita 👊🏽 #WomensMarch https://t.co/sT4FXle6YK,1
wm_12261,12261,1.0,0.0,RT @KitOConnell: #WomensMarch now leaving the #Texas State Capitol. #Austin #ResistTrump https://t.co/VVCFsJqKE2,1
wm_12262,12262,1.0,0.0,No opposing force stands a chance in the face of true solidarity #Madonna...I'm touched #WomensMarch https://t.co/PYEjQBXuze,1
wm_12263,12263,1.0,0.0,Sweet 💜💙 https://t.co/dnHwGtV17o,1
wm_12264,12264,1.0,0.0,RT @javelin_m: we will not stay silent #womensmarch https://t.co/GyukurCaiM,1
wm_12265,12265,0.0,1.0,i thought that this was photoshopped. It was not he was there protesting with the women showing genitalia and vulgarity https://t.co/erb3UJg5mG,0
wm_12266,12266,1.0,0.0,Great to join London march #WomensMarch https://t.co/637CXBWXsk,1
wm_12267,12267,1.0,0.0,Fight like a girl #WomensMarch https://t.co/o9sPOEXcUx,1
wm_12268,12268,1.0,0.0,RT @sheenA_8886: Day1 @POTUS makes History-largest protest/lowest popular vote margins/lowest approval rating/lowest inaugural attendees. #…,1
wm_12269,12269,0.0,1.0,@VABVOX @womensmarch And they won't respond to inquiries as to why. So much for unity among women. @JoyAnnReid @joanwalsh,0
wm_12270,12270,1.0,1.0,"Proud to be part of this 750,000 people today. Damn, proud. https://t.co/HcFEHVAaRj",1
wm_12271,12271,1.0,1.0,"Just like Kev Hart says \His Rib\"" (his wife)remember how we were created, we are all the ribs to these men #WomensMarch""",0
wm_12272,12272,1.0,1.0,RT @anistonce: FOR BLUE IVY https://t.co/26hbJCXbYk,1
wm_12273,12273,1.0,0.0,my mama don't like Trump and she likes everyone \n#WomensMarch https://t.co/QYNgrilhxk,1
wm_12274,12274,1.0,0.0,"RT @WomensMarchKS: Simulation Braille Sign reads \People with disabilities have rights too.\"" - We love this, Kylie and are ready to see it…""",1
wm_12275,12275,0.0,1.0,I'm sorry but this warrants prison time. https://t.co/7UirGu7wp0,0
wm_12276,12276,0.0,1.0,"Another day of Liberals protesting the election results has come and gone. \n \nAnd they have accomplished.....what, exactly? \n \n#WomensMarch",0
wm_12277,12277,0.0,1.0,@JaimieJabbers @mesmartamber @Nick_Offerman @womensmarch good for you. Bisexuals are erased. https://t.co/hqHn5I9DpD,0
wm_12278,12278,1.0,0.0,Some of the signs left at 19th St. Bart station. #LoveTrumpsHate #NotMyPresident #WomensMarch #womensmarchSF https://t.co/Xn6wjw4DaL,1
wm_12279,12279,0.0,1.0,It's no Trudeau government.... that's for sure. https://t.co/hwAyrkr9tk,1
wm_12280,12280,1.0,0.0,Another great one from #WashingtonWomensMarch #WomensMarch #WhyWeMarch #UnitedAgainstHate #forwardsnotbackwards https://t.co/thJu5Af1qJ,1
wm_12281,12281,0.0,0.0,Marching so creepy men like you can't tell woman what they can and cannot do with their bodies. #WomensMarch https://t.co/YtGdvjsNu7,1
wm_12282,12282,1.0,0.0,#whyIMarch - Doing it for education. Devos will be Devostating to our public school system https://t.co/Qe9yNE0GPG,1
wm_12283,12283,1.0,0.0,More than 1 in 100 people across America marched on 1/21. https://t.co/cu1C5J4DWY @MerrieHammond &amp; her dogs marched in Calif \n \n#WomensMarch,1
wm_12284,12284,0.0,1.0,@aislinntlc It's a scam! - https://t.co/WVVS29nrKq,0
wm_12285,12285,1.0,0.0,RT @curlsywhirl: Prepare for a blizzard!!! #WhyIMarch \n \n@JugglingFitness https://t.co/fWI40l9Gpl,1
wm_12286,12286,1.0,0.0,RT @mariancall: Alaska represents. Anchorage turned out in a snowstorm: https://t.co/glLr2Y1pYW,1
wm_12287,12287,0.0,0.0,RT @VA4Hillary1: LOL! He also said there were 1.5 million people at his Inaguration. He's confused with the crowd size at #WomensMarch http…,1
wm_12288,12288,1.0,0.0,RT @gracefullyagb: I'm so proud to be a woman and really wish I was able to go to a #WomensMarch today to help fight / stand up for what I…,1
wm_12289,12289,0.0,1.0,RT @ENBrown: What I dislike about this is it upholds the false pro-choice/pro-life dichotomy. Lots of people are anti-abortion but don't wa…,0
wm_12290,12290,1.0,1.0,"RT @aperturefnd: In honor of the @womensmarch today, Aperture’s editors highlight images of protest: https://t.co/UL2njJd4Jy https://t.co/7…",1
wm_12291,12291,1.0,1.0,"Overjoyed the worlds left have come out for those poor, oppressed American women. Saudi women would have loved to join but... \n#womensmarch",0
wm_12292,12292,1.0,0.0,RT @antrivers: You just can't deny the impact Lemonade had on the culture. https://t.co/8766J9aBMN,1
wm_12293,12293,1.0,0.0,Made photo series of the #WomensMarch in D.C. See faces of the March #WomensMarchOnWashington https://t.co/YtLxFfri2t,1
wm_12294,12294,0.0,0.0,#WomensMarch Cspan Ashley Judd girl you killed. Kentucky missed out.,1
wm_12295,12295,1.0,0.0,"The voices of women must be heard. The rights of women must be protected. I stand with smartest, bravest women I know. #WomensMarch",1
wm_12296,12296,0.0,0.0,RT @RedlichConnie: It's heartbreaking that women are scorning the Marchers today What is wrong with you? Trump hates you and all we stand f…,1
wm_12297,12297,1.0,0.0,RT @bbylovatto: @ddlovato @womensmarch YAAAS QUEEN \n \nDO IT LOVATICS #Lovatics #BestFanArmy #iHeartAwards,1
wm_12298,12298,1.0,0.0,love u https://t.co/kRju5EHOhZ,1
wm_12299,12299,1.0,0.0,"RT @TracyCallard: Thousands here in downtown Wichita, Kansas, for the #WomensMarchICT #WomensMarch https://t.co/QW4AQOcmcx",1
wm_12300,12300,1.0,0.0,Our Commissioners and DC women &amp; girls unite over the fight for equality @womensmarch! #fightforequality #whyimarch #WomensMarchOnWashington https://t.co/lP4GhTe9w9,1
wm_12301,12301,0.0,0.0,"It's it just me, or do @POTUS and @vp need a little fixing by #OliviaPope right now? #WomensMarch #Inauguration #YugeCrowds #WrongBigly",1
wm_12302,12302,0.0,1.0,RT @PolitixGal: Communist SOROS &amp; Nazi Collaborator is behind Women's protests. Scum Soros should be in prison. https://t.co/FGQ7SMlNXL,0
wm_12303,12303,1.0,0.0,RT @KrauseForIowa: Reported at #Iowa State Central Committee that there are now 500 thousand women marching in #Washington. #WomensMarch #I…,1
wm_12304,12304,0.0,1.0,Clearly not removing the scum from the earth aka you and who ever raised you😌 https://t.co/CnqqahOb3y,0
wm_12305,12305,1.0,0.0,#stayloud brothers and sisters #womensmarch https://t.co/vUOpKymY7a,1
wm_12306,12306,1.0,0.0,These gatherings remind me of Arab Spring. #WomensMarch,1
wm_12307,12307,1.0,0.0,I'll be using this! #WomensMarch https://t.co/h77JYFndVP,1
wm_12308,12308,1.0,0.0,"RT @Kimba_Niveaulos: We are family. A #Supernatural , #WaywardAF family. Crazy af, but strong as fuck! We are strong women. #WomensMarch S…",1
wm_12309,12309,1.0,0.0,RT @AFSCME: The #WomensMarch is for Everyone https://t.co/G4c0a8vAHX #1u,1
wm_12310,12310,1.0,0.0,RT @TashaRobinson: Ian McKellen marched in London with a Picard-facepalm sign. Whenever I think I couldn't love him more… https://t.co/bqTT…,1
wm_12311,12311,1.0,0.0,Rules Of Engagement RagTagRapTag© https://t.co/l197BlfnBu #NoMoreLies #WomensMarch #nycwomensmarch #WomensMarchLA #LA #WomensRights #LGBT,1
wm_12312,12312,1.0,0.0,R-E-S-P-E-C-T Find out what it means to me. 🙌🏾 #WomensMarch #womensmarchLA https://t.co/H7wDJw61ik,1
wm_12313,12313,0.0,1.0,"Doesn't Sharia Law give men the right to take women when they want them! Beat them, rape them, do what ever to them, even grab their pu##y? https://t.co/FQrz6MlSU1",0
wm_12314,12314,1.0,0.0,Equality for people with disabilities. #WomensMarch,1
wm_12315,12315,1.0,0.0,10/10 sign from the #womensmarch #Londonwomensmarch https://t.co/9C4JI8UO0L,1
wm_12316,12316,1.0,1.0,RT @KrystyneB_WSPA: Hundreds #MarchonGreenville in the pouring rain-joining millions nationwide w/a message of equality. #WomensMarch #yeah…,1
wm_12317,12317,0.0,0.0,Someone has photoshopped Trumps Inauguration pictures. Both pics are His inauguration one earlier and later. The font used to label added. https://t.co/LPhDtBOnog,1
wm_12318,12318,0.0,0.0,RT @ish10040: Viral Video Proves #WomensMarch Participants Were BUSSED IN https://t.co/4xQSRWBWbs UIOP,1
wm_12319,12319,1.0,0.0,RT @Jnitros: The #WomensMarch is more important than seeing the thrice-married pussy grabber at church. #AMJoy,1
wm_12320,12320,0.0,1.0,A must watch unbelievable I'm British and knew about the Clinton's 4 this allone and how they treated the intern made her unfit https://t.co/gHZYuh91Je,0
wm_12321,12321,1.0,0.0,RT @TheAngryKerbal: @MalcolmNance @jallnet12 Oh the Carnage! Clarke is lucky to have escaped with his life lol https://t.co/xx364bDagn,1
wm_12322,12322,1.0,1.0,"RT @ByMeganONeil: Talking to #nonprofits who are traveling to D.C. Jan. 20-22, for the Trump #inauguration and or for the #WomensMarch. Get…",1
wm_12323,12323,1.0,0.0,A woman's place is in the resistance #WomensMarch #WomensRights https://t.co/WCl49yLhG8,1
wm_12324,12324,1.0,0.0,"RT @HelenaMGould: Hey @EmmaWatson, thank you. This is what democracy looks like. @msuguydon #WomensMarch #HeForShe https://t.co/W6N2m7VCCW",1
wm_12325,12325,1.0,1.0,#WomensMarch so true https://t.co/LeiRZM7aT3,1
wm_12326,12326,0.0,0.0,".@HillaryClinton there is still room in this world to be a leader, I hope we haven't seen the last of you. #ImStillWithHer #WomensMarch https://t.co/NpjNc73oNL",1
wm_12327,12327,0.0,1.0,RT @BiasedGirl: You supported Bill Clinton and his wife. Spare me. \n \n#WomensMarch https://t.co/jUcBzDV4Kq,0
wm_12328,12328,1.0,0.0,RT @latinovictoryus: Will you be marching with us? #womensmarch https://t.co/rJ3PEvmkGC,1
wm_12329,12329,0.0,1.0,"#WomensMarch If you're Pres. Bill Clinton, it's OK to \grab her by the pussy\"", in the Oval Office, with a cigar.""",0
wm_12330,12330,1.0,0.0,Powerful! https://t.co/XSBi8mJatL,1
wm_12331,12331,1.0,1.0,Bahahaha! Some of these #ManTweets are hilarious!! https://t.co/XJI98Ltkkc,1
wm_12332,12332,1.0,0.0,"@letsarkova Can we get a retweet: @Womensmarchlon this Sat 21 Jan equality, acceptance &amp; solidarity #WomensMarchLondon #WomensMarch",1
wm_12333,12333,1.0,0.0,"RT @AssaadRazzouk: Meanwhile, #WomensMarch Planned In 61 Countries In Solidarity With 350 Marches In US -Largest Grassroots Campaign In His…",1
wm_12334,12334,0.0,1.0,RT @havenaar64: Far left movement alienating themselves \n#WomensMarch \n#auspol https://t.co/WFmm0oZOYZ,0
wm_12335,12335,1.0,0.0,I bet the #Obamas are insanely proud of all the #WomensMarch posts...wherever they are. I know I am. &lt;3,1
wm_12336,12336,1.0,1.0,"@LaloDagach @womensmarch @lsarsour it's almost like we don't march for the person's individual politics, but the cause of women in general.",1
wm_12337,12337,1.0,0.0,We made history at #womensmarch. Now it’s time to make our voices heard. First up: send a postcard to your Senators https://t.co/eVC6XNxJhs,1
wm_12338,12338,1.0,0.0,RT @CBSNews: This is what the #WomensMarch crowd looks like in St. Louis right now https://t.co/AwffswuOb9 https://t.co/4HBUSn9v5B,1
wm_12339,12339,0.0,0.0,Incoming... #wmnyc #WomensMarch https://t.co/of6y6QIgGA,1
wm_12340,12340,0.0,0.0,".@inminivanhell @PPact Not true and again, you like and support them, write a check. This is not hard. #WomensMarch",1
wm_12341,12341,1.0,1.0,Women will march Jan 21 in Barcelona as well: https://t.co/UFJeyF1Cgh https://t.co/Cws5f3O4ff,1
wm_12342,12342,0.0,1.0,@mrkcompw @MayorOfLA @womensmarch @womensmarchla ohhhohohiooo my goshhhh!! Probably good we didn't try to go..no parking,1
wm_12343,12343,1.0,0.0,RT @gl33p: I still can't see the end of this #WomensMarch up State Street in Madison and it's been going for over an hour 😸 https://t.co/WY…,1
wm_12344,12344,1.0,0.0,Yay! Love my city! 😍 #WomensMarch https://t.co/QR6k8lhfj3,1
wm_12345,12345,1.0,0.0,RT @100calls100days: Getting the word out at the #WomensMarch #100calls100days https://t.co/CC5EhHAtum,1
wm_12346,12346,1.0,0.0,"RT @iplaylikeagirl: Real women, real stories—register for the #StateofWomen Empowerment Forum w/@KaraLynnJoyce: https://t.co/TCjOyGGibc #NG…",1
wm_12347,12347,1.0,0.0,I can print a bunch of these if anyone StL wants some https://t.co/HVSC7KOSs3,1
wm_12349,12349,0.0,1.0,"\n#Wome…""",0
wm_12350,12350,1.0,1.0,RT @GojyoChan: The Women’s March crowd is expected to be five times larger than Trump’s: https://t.co/8KZEVizGX3 #womensmarch #resistancei…,1
wm_12351,12351,1.0,1.0,"#WomensMarch Yes this looks bad initially, but trust your leader, she deserved it. Once you get used to it, you're are going to love sharia! https://t.co/fqHs2l1ccZ",0
wm_12352,12352,1.0,0.0,Brave witnesses! https://t.co/6AFAEUzqTk,1
wm_12353,12353,0.0,0.0,TheResistance #WomensMarch From 1 COURAGEOUS WOMAN on Facebook to MILLIONS OF WOMAN EVERYWHERE a MESSAGE WAS HEARD https://t.co/VuOHwIdgdw,1
wm_12354,12354,1.0,0.0,Edmonton feminist returns from women's march in Washington https://t.co/yG29iy599X #WhyIMarch #yeg https://t.co/v1m0Zhmprs,1
wm_12355,12355,1.0,0.0,So much love and solidarity at the #WomensMarch today!! Thank you community for your energy and hope ✊♥️,1
wm_12356,12356,1.0,0.0,What Johanna Schneller was watching this weekend: The greatest show (of strength) on Earth WomensMarch https://t.co/FneERQTiYV,1
wm_12357,12357,1.0,0.0,"RT @drjezphillips: Donated by Hayley Gilmore, an artist in Mississippi. \n \nPlease let everyone see this. \n \n#WomensMarch https://t.co/KRyuHOWxwj",1
wm_12358,12358,1.0,0.0,RT @scottwongDC: This woman traveled to #WomensMarch from South Dakota https://t.co/F7iRy2DcG6,1
wm_12359,12359,0.0,0.0,What is this? A MARCH FOR ANTS? https://t.co/RbDmROmT5C,1
wm_12360,12360,1.0,0.0,Onward! ✊✊🏾✊🏽✨ #WomensMarch,1
wm_12361,12361,1.0,0.0,wish i could participate in the #WomensMarch today ❤WOMEN FUCKING RULE and i'm glad this is a thing,1
wm_12362,12362,1.0,0.0,"RT KING5Seattle: LIVE AERIALS &gt;&gt; #Seattle #WomensMarch grows larger than expected, up to 130,000 people … https://t.co/uSJOFaccqg",1
wm_12363,12363,0.0,0.0,No one can tell Us how to fell or the way we could expressing it #WomensMarch,1
wm_12364,12364,1.0,0.0,"RT @MarianKeyes: Do you see that looper I'm merrhied to, sitting on my shoulder? #PrizeEejit https://t.co/z9VU0Kq6Bc",1
wm_12365,12365,1.0,0.0,@anjelinemae This is awesome! \nhttps://t.co/x1GneDdaFy,1
wm_12366,12366,0.0,0.0,RT @livenewscloud: Ethics lawsuit to claim Trump is in violation of Constitution #NotMyPresident #Resist #RESISTANCE #ResistTrump #WomensMa…,1
wm_12367,12367,1.0,0.0,our lives begin to end the day we become silent about things that matter – MLK ... the reason I'll march in Washington #whyIMarch,1
wm_12368,12368,1.0,0.0,#ResistFromDay1 \n \nWe outnumber them. \n \nNo hate \n \nNo KKK \n \nNo fascist USA \n \n#NotMyPresident #Russia #Traitor #Resistance #WomensMarch,1
wm_12369,12369,1.0,0.0,RT @JonRiley7: Guys good news! This Trump troll just informed me there's no reason to stand up for women's rights anymore! Sorry for the si…,1
wm_12370,12370,0.0,1.0,EVEN THE LADY WITH THE CAMERA LOOKS AT HER AND SAYS WHAT???? MADONNA can't go back on her words this time WOW PEACE BLOW UP THE WHITE HOUSE https://t.co/qmLhVdBbqv,0
wm_12371,12371,1.0,0.0,Most inspirational photo today. Jewish and Muslim sisters united for women in Los Angeles. #WomensMarch #womensmarchlosangeles https://t.co/8c2M9kaoGs,1
wm_12372,12372,1.0,0.0,"RT @mel_katzz: .@womensmarch: \time to get our friends/family/community together &amp; make history. 10 Actions for the first 100 Days\"" https:/…""",1
wm_12373,12373,1.0,1.0,RT @GaltsGultch: Young Man With A #MAGA Cap Cleans Up After #WomensMarch \n#TRUMP #HeWillNotDivideUs #AlternativeFacts #FoxNewsPoll #NAFTA #…,0
wm_12374,12374,1.0,0.0,This always makes me smile. Look at that cheeky grin! #StillWithHer https://t.co/mciWc1OZbj,1
wm_12375,12375,1.0,0.0,It's Official! The Woman's March Has Doubled the Attendance of Inauguration 500K to 250K #WomensMarch #nastywoman https://t.co/fkKMum6f38 https://t.co/7LhjKQhjab,1
wm_12376,12376,1.0,0.0,"Stronger Together was proven peacefully yesterday. So proud of all the women, men and children marching together. Yes, even in OK. https://t.co/9614I6MvxD",1
wm_12377,12377,1.0,0.0,Amaze Balls!!! Twice as many people protested as attended inauguration. @realDonaldTrump said he'd break records &amp; he really is. LOL https://t.co/QwlajImnk9,1
wm_12378,12378,1.0,0.0,RT @_TroyeSivanNews: Troye at the #WomensMarch today #4 https://t.co/O1ozG0Mctg,1
wm_12379,12379,0.0,1.0,"@payitforward213 @softwarnet @RealJamesWoods @womensmarch with the left its all about ME ME ME &amp; muh feelings, not how can we help others.",0
wm_12380,12380,1.0,1.0,RT @lcaitday: ooh I was trying to find this last night. I will definitely attend the Ann Arbor one. https://t.co/vMjJzMqrN2,1
wm_12381,12381,1.0,1.0,"RT @lizzzzz_c: #LastWord \nHey @AnandWrites. Exactly! #WomensMarch embodied the world we want to live in. Packed in like sardines, not one ho…",1
wm_12382,12382,1.0,1.0,"#WomensMarch She marches today to make a statement, that her tomorrow is worth fighting for.",1
wm_12383,12383,1.0,1.0,I would have loved to be at the #WomensMarch today in DC,1
wm_12384,12384,1.0,0.0,"A theme song for all of us marching tomorrow for love. Warrior, by AURORA #resistance #womensmarch #lovearmy https://t.co/264SlJcx2A",1
wm_12385,12385,1.0,1.0,i salute all the nasty women and their partners who showed up across the world yesterday for all of the many #WomensMarch . #notmypresident! https://t.co/IA0Pif940K,1
wm_12386,12386,1.0,0.0,@caitrionambalfe @womensmarch marching for my rights in Seattle in Saturday. #StrongerTogether,1
wm_12387,12387,0.0,0.0,Just because you don't agree with the #WomensMarch doesn't mean what yesterday stood for wasn't completely amazing. Be a part or be quiet.,1
wm_12388,12388,1.0,0.0,"Think of your mothers, wives, and daughters \n \nThen remember they're people. \n \nBeing related to you isn't why the deserve respect #WomensMarch",1
wm_12389,12389,1.0,0.0,Horrific moment of darkness. God this just gets better and better lmao https://t.co/j1IZaOhssU,1
wm_12390,12390,0.0,1.0,RT @BuckFullerton: LOL and stop objectifying women! Only the left has the right to objectify women. https://t.co/OpKhTTXgGS,0
wm_12391,12391,1.0,0.0,RT @AWeisman1ceSaid: Preparing for America: the next chapter #WomensMarch #MillionWomenMarch https://t.co/PbAY5B8thw,1
wm_12392,12392,0.0,0.0,"RT @summer09___: \A women is somebody not some body\""#WomensMarch 👏🏻""",1
wm_12393,12393,0.0,1.0,"I find it odd, even if true, that Madonna acted like a nut job and anyone thought it wasn't just normal for her. #WomensMarch @cnn",0
wm_12394,12394,1.0,0.0,Top 5: \n1: #WomensMarch \n2: National Prayer Service +1 \n3: #WomenWhoHaveInspiredMe -1 \n4: #ThereIsNoEscapeFrom \n5: #SquirrelAppreciationDay +6,1
wm_12395,12395,1.0,0.0,"AngryVoters: RT OurRevolutionNY: #BernieSanders at the #WomensMarch Always on the picket line, in the march, at th… https://t.co/Q2ZP9iK1FG",1
wm_12396,12396,1.0,1.0,"RT @KatelynBeaty: \We’re not just pro-lifers who are also feminists. We’re feminists first and foremost.” https://t.co/YJuspL8WuR #WomensMa…""",0
wm_12397,12397,1.0,0.0,RT @igob4u2: 5* Tweet!! ***** RT \nRETWEET AROUND THE WORLD! \n#WomensMarch \nIncredible PHOTOS From Women’s Marches Around the World https://t.…,1
wm_12398,12398,0.0,0.0,"if u're NOT A MISOGYNIST, the #WomensMarch isn't going against anythin u stand for \n \nwhy so quick to defend against an attack not aimed at u?",1
wm_12399,12399,1.0,1.0,RT @CanTeachersFed: The latest Canadian Teachers' Daily! https://t.co/YIeIY038Oi Thanks to @kdloewen @LDN_OectaPac @mackenzie_moira #cdnpol…,1
wm_12400,12400,1.0,0.0,Women's Rights Are Human Rights #WomensMarchNYC #WomensMarch #WhyIMarch #WhyIMarchNYC @nycwomensmarch 😈✊️👑✨ https://t.co/zzZjNHaaPi,1
wm_12401,12401,1.0,0.0,@oravanello @expliciteJA @ExpliciteStory @womensmarch good work !!,1
wm_12402,12402,0.0,0.0,RT @Lily_NEA: Let's work every day to give a counterbalance for our children—to make sure bullying is not normalized. #WhyIMarch #WomensMar…,1
wm_12403,12403,1.0,0.0,@Graham_Borsum has made it https://t.co/AjmBMuam7r,1
wm_12404,12404,1.0,0.0,Beautiful photo. Great job @afroCHuBBZ and @MsPeoples https://t.co/zfaAJjLyZy,1
wm_12405,12405,1.0,1.0,We marched!! #WomensMarch https://t.co/Huz08fMQl7,1
wm_12406,12406,1.0,0.0,SOLD OUT!!!! I'd be there if I didn't have to work. 😭😭😭😭😭😭😭😭 #WomensMarch https://t.co/P6nFdMbtPk,1
wm_12407,12407,1.0,0.0,RT @lkjtexas: THIS #reiders #whyIMarch #WomensMarch 👊👇👇 https://t.co/UmxkYV02Gl,1
wm_12408,12408,1.0,0.0,"Sorry it's so blurry. But 130,000 ppl &amp; not littering. #Seattle #WomensMarch https://t.co/JON2KSwP67",1
wm_12409,12409,0.0,1.0,I marched for the women that don't have access to proper education and health access including birth control. #whyIMarch #womensmarch,1
wm_12410,12410,0.0,1.0,"But why does it have to be referred to as \black\"" and \""white\"" it's just feminism. https://t.co/yhSn1aPAqV""",0
wm_12411,12411,1.0,0.0,Here’s a list of marches happening in cities across Canada that you can join this Saturday: https://t.co/0DEzubwJOk,1
wm_12412,12412,1.0,0.0,Exactly!!! https://t.co/d6mXKxBgle,1
wm_12413,12413,0.0,1.0,HOME GROWN TERRORISTS. https://t.co/3Iimv9XfNE,0
wm_12414,12414,1.0,0.0,women are so powerful and seeing us support each other is so wonderful - i couldn't be prouder to be a woman today #WomensMarch,1
wm_12415,12415,1.0,1.0,Getting such chills and tears seeing the coverage of women's marches all around the world. Never lose hope. #strongertogether #womensmarch,1
wm_12416,12416,0.0,1.0,It's the saddest thing in the world to watch women march for the right to kill their own children. #womensmarch ☹️,0
wm_12417,12417,0.0,1.0,"RT @buckyturco: How the front pages of NY papers covered the #WomensMarch. NY Post shows one woman, cuts cover in half to promo Trump stori…",1
wm_12418,12418,1.0,0.0,Wow! Even my moon cycle is aligned with the #WomensMarch! Our blood is life! Literally. How can we not respect life? #WomensMarchNairobi,1
wm_12419,12419,0.0,1.0,"RT @ysBones: Let me get this straight, women who are protesting for the right to kill babies call Trump Hitler? \n#WomensMarch #womensrights…",0
wm_12420,12420,0.0,0.0,"This is not normal, and this is *exactly* what you guys should be writing, and investigating. #nevernormalize #WomensMarch https://t.co/6T8z3Rwc1o",1
wm_12421,12421,1.0,1.0,#WomensMarch ATL is today at 2 at the civic center. Who's all going ??,1
wm_12422,12422,1.0,1.0,"RT @WorldOfStupid2: That is genius and a t-shirt that I must create. I must repeat: \A woman converting to Islam is like a black person con…""",0
wm_12423,12423,1.0,0.0,This is hilarious because we all seen it...it was on all the stations.... \nAt least putin could have gotten this photoshop too...lol https://t.co/yXYihZtUhs,1
wm_12424,12424,1.0,0.0,Let's give him a call girls https://t.co/B44NegQw7v,1
wm_12425,12425,1.0,0.0,RT @BanHDCarriages: history being made #notmypresident #womensmarch #trumpistemporary https://t.co/fECiUOdyGb,1
wm_12426,12426,1.0,0.0,RT @ambremn: My heart is exploding. \n#JakeGyllenhaal #WomensMarch https://t.co/Q0bYHZnRLy,1
wm_12427,12427,1.0,0.0,"RT @charlajbatey: If you were at the march yesterday, please text the words COUNT ME to 89800. You'll receive a response shortly after your…",1
wm_12428,12428,1.0,1.0,@dianabutlerbass Totally agree! #WomensMarch #notmypresident,1
wm_12429,12429,0.0,0.0,"Facts don't lie. I made a fresh batch of popcorn just waiting for all these facts AND IT WAS WORTH IT. Suck on THAT, Cheeto Satan! https://t.co/687A0Gz0Co",1
wm_12430,12430,1.0,0.0,RT @fay_young: Women (and men) march and sing #WomensMarch #Edinburgh https://t.co/fSEpTGNXWR,1
wm_12431,12431,1.0,0.0,'The [Women's] march marks the beginning of the Trump resistance' @KeeangaYamahtta on fighting Trump #womensmarch https://t.co/JikIPl87rq https://t.co/QH1ckZspJs,1
wm_12432,12432,0.0,1.0,#WomensMarch I don't believe these are women. Most likely a bunch of trannies paid by??? \nGet used to saying President Trump you losers https://t.co/dVR3irQCuu,0
wm_12433,12433,1.0,0.0,"RT @lemurmcfemur: In memory of Mom-Mom - mother, grandmother, teacher, feminist, scientist - who would not have put up with any of this shi…",1
wm_12434,12434,1.0,0.0,RT @BenVolin: This was one sign at the #WomensMarch in Boston (Getty Images) https://t.co/4ARE72KEhS https://t.co/yJnebTf0HQ,1
wm_12435,12435,1.0,0.0,RT @biebervelihive: this makes me so happy #womensmarch https://t.co/alcPbV9584,1
