source_an,source_form_codebook,source_form_numeric,source_form_raw,text,gt_protest_form
SZ-20181010-MDGGP-162,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",etwa ein Dutzend Grundgesetz-Bücher auf die Seestraße gestellt,Non-verbal Protest / Cultural Event
SZ-20181010-MDGGP-162,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Aufmarsch,Demonstration / Assembly
SZ-20181010-MDGGP-162,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstration,Demonstration / Assembly
SZ-20181114-VOEAB-361,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20181123-KHADF-286,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20181126-DSSSPG-543,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event","Schweigend schütteln etwa 15 Personen auf der Prager Straße Wäschestücke aus, legen sie konzentriert zusammen, ahmen Nähbewegungen nach. Zur Musik des Partisanen-Liedes \\""\""\""\""\""\""\""Bella Ciao\""\""\""\""\""\""\""\"" beginnen sie zu singen und zu schreien""",Non-verbal Protest / Cultural Event
SZ-20181211-BSTAR-665,10 Streik,10.0,strike,bestreikt,Strike
SZ-20181228-DLPUE-1037,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20181228-PGW-95,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestierten,Demonstration / Assembly
SZ-20190103-GWMK-1008,10 Streik,10.0,strike,Warnstreik,Strike
SZ-20190103-GWMK-1008,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20190110-ZAAVD-567,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20190115-AAEMRF-166,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,kippten rote Farbe vor die Eingänge,Attack with Damage to Property
SZ-20190117-PBDIL-128,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
SZ-20190128-GSSVGP-293,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
SZ-20190129-PUUEFP-616,"14 Unterschriftensammlung, Petition",14.0,petition,Online-Petition,Petition
SZ-20190131-ABPIN-748,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20190131-ABPIN-748,"11 Blockade, Sit in",11.0,"blockade, sit-in",Mini-Sitzblockade,Blockade / Sit-in
SZ-20190131-WKSFF-340,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20190207-RPFASS-629,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Versammlung,Demonstration / Assembly
SZ-20190209-HWP-706,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20190211-HDEAD-516,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Mahngang,Demonstration / Assembly
SZ-20190211-RDFSW-190,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestfahrt,Demonstration / Assembly
SZ-20190213-PBPMA-516,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20190213-PBPMA-516,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Kritiker machen in dieser Pose ein Hakenkreuz aus. Auch auf der Pegida-Bühne ließen sich mehrere Pegidisten in dieser provozierenden Verrenkung aufnehmen,Non-verbal Protest / Cultural Event
SZ-20190213-PBPMA-516,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Anhänger ließ er am 14. Januar auf dem Neumarkt,Demonstration / Assembly
SZ-20190214-KFMG-791,10 Streik,10.0,strike,gestreikt,Strike
SZ-20190221-BGAE-748,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20190221-BGAE-748,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
SZ-20190225-LMSFS-344,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20190304-DFZZP-366,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20190304-DFZZP-366,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event","einen Korridor aus \\""\""\""\""\""\""\""menschlichen Kameras""",Non-verbal Protest / Cultural Event
SZ-20190304-DFZZP-366,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",inszenierten sich Mitglieder der Gruppe vor dem Landtag als Stasi-Mitarbeiter,Non-verbal Protest / Cultural Event
SZ-20190314-PGEBK-390,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
SZ-20190316-UGVS-633,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demos,Demonstration / Assembly
SZ-20190321-EGD-321,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Trauermarsch,Demonstration / Assembly
SZ-20190321-EGD-321,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationen,Demonstration / Assembly
SZ-20190325-JVRA-568,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Friedensfest,Demonstration / Assembly
SZ-20190328-LBKIN-942,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",trafen sich rund 600 Identitäre auf der Cockerwiese,Demonstration / Assembly
SZ-20190329-SBP-75,10 Streik,10.0,strike,die Arbeit niedergelegt,Strike
SZ-20190330-SNFDS-346,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20190330-SRFR-272,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Critical Mass-Demonstrationen,Non-verbal Protest / Cultural Event
SZ-20190401-AWIDN-164,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,den Werbestand umkippten,Attack with Damage to Property
SZ-20190408-JGWNV-265,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationszug,Demonstration / Assembly
SZ-20190408-PGMAD-482,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20190408-PGMAD-482,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20190411-WSSKAD-284,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Entlang der Königsbrücker Straße hängen gut 50 weiße Holzkreuze an den großen Bäumen,Non-verbal Protest / Cultural Event
SZ-20190413-WRDW-186,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20190416-GWFNR-928,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20190423-UJFUUE-350,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20190423-UJFUUE-350,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",sammeln rote Hände auf Laken,Leaflet / Resolution / Open Letter
SZ-20190502-BVUENM-240,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20190502-BVUENM-240,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20190502-BVUENM-240,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten,Demonstration / Assembly
SZ-20190502-BVUENM-240,"11 Blockade, Sit in",11.0,"blockade, sit-in",blockierten den Weg,Blockade / Sit-in
SZ-20190504-KSUEBF-259,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20190509-FAEWBD-280,10 Streik,10.0,strike,Warnstreiks,Strike
SZ-20190509-VSAEAH-564,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20190521-AGWAE-124,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",schmierten mit roter und blauer Farbe Parolen auf den Fußweg,Leaflet / Resolution / Open Letter
SZ-20190521-AGWAE-124,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",pappten sie Protestaufkleber auf den Stand,Leaflet / Resolution / Open Letter
SZ-20190522-RGA-92,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Demonstration,Demonstration / Assembly
SZ-20190525-MFTR-954,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter","Mit Kreide ist \\""\""\""\""\""\""\""Stop Killing Cyclists\""\""\""\""\""\""\""\"" auf den Asphalt geschrieben""",Leaflet / Resolution / Open Letter
SZ-20190525-MFTR-954,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",ihre Fahrräder verteilen sich auf dem Seitenstreifen der Stauffenbergallee,Non-verbal Protest / Cultural Event
SZ-20190525-MFTR-954,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event","\\""\""\""\""\""\""\""Die-in\""\""\""\""\""\""\""\""""",Non-verbal Protest / Cultural Event
SZ-20190525-MFTR-954,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",ein weißes Fahrrad aufgestellt,Non-verbal Protest / Cultural Event
SZ-20190525-MFTR-954,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Mahnwache,Demonstration / Assembly
SZ-20190531-SGDUM-672,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Plakaten,Leaflet / Resolution / Open Letter
SZ-20190603-BPDV-437,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20190603-BPDV-437,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",CSD-Festes,Non-verbal Protest / Cultural Event
SZ-20190605-MWIS-214,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Demonstration,Demonstration / Assembly
SZ-20190605-MWIS-214,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Veranstaltung,Demonstration / Assembly
SZ-20190606-DVAESF-354,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20190606-DVAESF-354,10 Streik,10.0,strike,gestreikt,Strike
SZ-20190606-WTP-108,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestierten,Demonstration / Assembly
SZ-20190614-KOAF-861,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Brief,Leaflet / Resolution / Open Letter
SZ-20190619-MDDPK-654,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftenlisten,Petition
SZ-20190619-PADBUE-197,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelten,Demonstration / Assembly
SZ-20190619-PADBUE-197,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Banner,Leaflet / Resolution / Open Letter
SZ-20190619-PADBUE-197,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",den Boden mit Farbe besprühte,Leaflet / Resolution / Open Letter
SZ-20190627-EHIDN-162,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",ein Banner in der Katharinenstraße 8 und 10 angebracht,Leaflet / Resolution / Open Letter
SZ-20190704-HISLS-425,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftensammlung,Petition
SZ-20190706-DAINB-1322,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,mit Tierkot und Fäkalien verunstaltet,Attack with Damage to Property
SZ-20190708-TBADI-211,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
SZ-20190711-NCGBA-774,"11 Blockade, Sit in",11.0,"blockade, sit-in",stellte sich dem Einsatzwagen zunächst eine Gruppe von etwa 30 Demonstranten in den Weg,Blockade / Sit-in
SZ-20190711-NCGBA-774,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",eine Spontandemon-stration,Demonstration / Assembly
SZ-20190712-GFU-304,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,besprühten,Attack with Damage to Property
SZ-20190712-GFU-304,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",mehrere Transparente,Leaflet / Resolution / Open Letter
SZ-20190725-NAELAES-317,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Transparente an einer leer stehenden Villa,Leaflet / Resolution / Open Letter
SZ-20190731-PTGIA-343,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20190803-SWGS-89,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20190803-SWGS-89,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestierten,Demonstration / Assembly
SZ-20190807-EGEAP-121,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20190817-FAADP-160,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20190817-LPUEVF-325,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftensammlung,Petition
SZ-20190821-NMU-265,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",offenen Brief,Leaflet / Resolution / Open Letter
SZ-20190823-WDUPP-334,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Plakaten an Pillnitzer Häusern,Leaflet / Resolution / Open Letter
SZ-20190826-HDIAS-485,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20190826-HDIAS-485,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",an der Außenfassade Banner befestigt,Leaflet / Resolution / Open Letter
SZ-20190921-WEHID-380,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",mehrere Banner,Leaflet / Resolution / Open Letter
SZ-20190921-WIUDZ-1704,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Proteste,Demonstration / Assembly
SZ-20190925-WGOEDS-927,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Auch den großen Teppich hat er rausgeschleppt und eine Topfpflanze,Non-verbal Protest / Cultural Event
SZ-20190925-WGOEDS-927,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Auf der anderen Straßenseite stehen Bierbänke und Tische,Non-verbal Protest / Cultural Event
SZ-20190925-WGOEDS-927,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Spielzeugautos und Schaukelpferde haben die Fahrbahn erobert,Non-verbal Protest / Cultural Event
SZ-20191009-LAEBP-414,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Demo,Demonstration / Assembly
SZ-20191012-EORID-752,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
SZ-20191012-MUDS-441,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Menschenkette um die Synagoge,Non-verbal Protest / Cultural Event
SZ-20191012-MUDS-441,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Solidaritätsversammlung,Demonstration / Assembly
SZ-20191014-RET-1076,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20191021-DFUEA-69,10 Streik,10.0,strike,Warnstreiks,Strike
SZ-20191028-HGAKD-317,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20191030-DSDBV-886,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo-Teilnehmer,Demonstration / Assembly
SZ-20191107-PBZAE-451,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
SZ-20191107-PBZAE-451,"11 Blockade, Sit in",11.0,"blockade, sit-in",Sitzblockade,Blockade / Sit-in
SZ-20191108-DIEAD-1355,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20191108-DIEAD-1355,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20191115-PZNAEM-183,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20191116-KFFPG-530,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemo,Demonstration / Assembly
SZ-20191116-KFFPG-530,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Demo,Demonstration / Assembly
SZ-20191116-KFFPG-530,"11 Blockade, Sit in",11.0,"blockade, sit-in",spontane Zwischenkundgebung,Blockade / Sit-in
SZ-20191116-WZAGH-1159,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Brandanschlag,Attack with Damage to Property
SZ-20191118-BADWOE-169,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Banneraktion,Leaflet / Resolution / Open Letter
SZ-20191122-PGA-276,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelten,Demonstration / Assembly
SZ-20191127-NJKB-248,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Trecker-Demo,Demonstration / Assembly
SZ-20191128-KABTH-914,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20191130-KAADS-580,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20191202-PGK-261,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Flashmob,Non-verbal Protest / Cultural Event
SZ-20191202-PGK-261,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event","Auf ein Signal aus der Trillerpfeife holen sie weiße Schutzanzüge aus ihren Taschen und streiften sie über. Anschließend stülpen sie sich Tüten mit Slogans wie \\""\""\""\""\""\""\""Für mehr Haftung\""\""\""\""\""\""\""\"", \""\""\""\""\""\""\""\""Für mehr Menschenrechte\""\""\""\""\""\""\""\"", \""\""\""\""\""\""\""\""Gegen Gewinne ohne Gewissen\""\""\""\""\""\""\""\"" über die Köpfe.""",Non-verbal Protest / Cultural Event
SZ-20191204-EVK-448,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly","Mit Trillerpfeifen und \\""\""\""\""\""\""\""Hau ab!\""\""\""\""\""\""\""\""-Rufen begrüßten viele Menschen""",Demonstration / Assembly
SZ-20191207-SAEBDH-393,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20191207-SAEBDH-393,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemo,Demonstration / Assembly
SZ-20191216-PLRRP-353,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten,Demonstration / Assembly
SZ-20191216-PLRRP-353,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Weihnachtsliedersingen,Demonstration / Assembly
LEIPZO0020180101ee1100001,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
LEIPZO0020180101ee1100001,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Container angezündet,Attack with Damage to Property
LEIPZO0020180105ee15007bx,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Solidaritätskundgebung,Demonstration / Assembly
LEIPZO0020180109ee190060p,10 Streik,10.0,strike,Warnstreiks,Strike
LEIPZO0020180112ee1c006pr,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
LEIPZO0020180112ee1c006pr,"14 Unterschriftensammlung, Petition",14.0,petition,Online-Petition,Petition
LEIPZO0020180113ee1d007ve,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
LEIPZO0020180118ee1i007vf,10 Streik,10.0,strike,Arbeit niederlegt,Strike
LEIPZO0020180122ee1m0050m,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Bekennerschreiben,Leaflet / Resolution / Open Letter
LEIPZO0020180122ee1m0050m,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,mit Bitumen angegriffen,Attack with Damage to Property
LEIPZO0020180122ee1m0050m,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Fassade des Gebäudes mit schwarzer Farbe beschmiert,Attack with Damage to Property
LEIPZO0020180124ee1o002bg,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten,Demonstration / Assembly
LEIPZO0020180124ee1o002bg,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
LEIPZO0020180130ee1u00a6p,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
LEIPZO0020180130ee1u00a6p,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftenliste,Petition
LEIPZO0020180131ee1v00bcd,10 Streik,10.0,strike,Warnstreik,Strike
LEIPZO0020180131ee1v00d71,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Hunderte Luftballons steigen,Non-verbal Protest / Cultural Event
LEIPZO0020180131ee1v00d71,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",machten die um ihre Jobs bangenden Siemensianer noch einmal kräftig Rabatz,Demonstration / Assembly
LEIPZO0020180202ee22008sp,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",spannten ein Transparent,Leaflet / Resolution / Open Letter
LEIPZO0020180210ee2a0050l,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
LEIPZO0020180210ee2a0050l,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelt,Demonstration / Assembly
LEIPZO0020180212ee2c003s5,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",offenen Brief,Leaflet / Resolution / Open Letter
LEIPZO0020180213ee2d00bf5,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Menschenkette,Demonstration / Assembly
LEIPZO0020180213ee2d00ckt,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
LEIPZO0020180213ee2d00ckt,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",standen da noch rund 50 Gegendemonstranten auf dem Altmarkt,Demonstration / Assembly
LEIPZO0020180213ee2d00ckt,"11 Blockade, Sit in",11.0,"blockade, sit-in",Sitzblockade,Blockade / Sit-in
LEIPZO0020180222ee2m00565,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
LEIPZO0020180303ee33004ee,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
LEIPZO0020180305ee35009n9,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Anhängern auf dem Dresdner Neumarkt,Demonstration / Assembly
LEIPZO0020180319ee3j00a3x,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
LEIPZO0020180322ee3m00aht,"11 Blockade, Sit in",11.0,"blockade, sit-in",besetzen Leipziger SPD-Büro,Blockade / Sit-in
LEIPZO0020180324ee3o001xh,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
LEIPZO0020180324ee3o005v5,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
LEIPZO0020180324ee3o005v5,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Ostermarsch,Demonstration / Assembly
LEIPZO0020180327ee3r002p9,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protesten,Demonstration / Assembly
LEIPZO0020180403ee43008vh,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
LEIPZO0020180410ee4a007k9,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Mahnwache,Demonstration / Assembly
LEIPZO0020180411ee4b0066a,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten,Demonstration / Assembly
LEIPZO0020180411ee4b009su,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly","\\""\""\""\""\""\""\""Marsch des Lebens\""\""\""\""\""\""\""\""""",Demonstration / Assembly
LEIPZO0020180419ee4j005bp,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestieren,Demonstration / Assembly
