source_id,source_party,source_year,source_original_id,source_major_topic,source_subtopic,source_words,text,gt_policy_topic
cap_party_republican_2076,Republican,1968.0,2076,21,2103.0,18.0,Federal laws applicable to public lands and related resources will be updated and a public land-use policy formulated.,Public Lands
cap_party_republican_2077,Republican,1968.0,2077,21,2103.0,16.0,We will manage such lands to ensure their multiple use as economic resources and recreational areas.,Public Lands
cap_party_republican_2078,Republican,1968.0,2078,21,2101.0,21.0,"Additionally, we will work in cooperation with cities and states in acquiring and developing green spaceââ âÃconvenient outdoor recreation and conservation areas.",Public Lands
cap_party_republican_2079,Republican,1968.0,2079,21,2101.0,35.0,"We support the creation of additional national parks, wilderness areas, monuments and outdoor recreation areas at appropriate sites, as well as their continuing improvement, to make them of maximum utility and enjoyment to the public.",Public Lands
cap_party_republican_2080,Republican,1968.0,2080,21,2100.0,15.0,"Improved forestry practices, including protection and improvement of watershed lands, will have our vigorous support.",Public Lands
cap_party_republican_2081,Republican,1968.0,2081,21,2104.0,16.0,"We will also improve water resource information, including an acceleration of river basin commission inventory studies.",Public Lands
cap_party_republican_2082,Republican,1968.0,2082,21,2104.0,20.0,The reclaiming of land by irrigation and the development of flood control programs will have high priority in these studies.,Public Lands
cap_party_republican_2083,Republican,1968.0,2083,21,2104.0,18.0,"We will support additional multi-purpose water projects for reclamation, flood control, and recreation based on accurate cost-benefit estimates.",Public Lands
cap_party_republican_2084,Republican,1968.0,2084,21,2104.0,28.0,"We also support efforts to increase our total fresh water supply by further research in weather modification, and in better methods of desalinization of salt and brackish waters.",Public Lands
cap_party_republican_2085,Republican,1968.0,2085,21,2103.0,14.0,The United States has dropped to sixth among the fishing nations of the world.,Public Lands
cap_party_republican_2086,Republican,1968.0,2086,21,2103.0,34.0,"We pledge a reversal of present policies and the adoption of a progressive national fisheries policy, which will make it possible for the first time to utilize fully the vast ocean reservoir of protein.",Public Lands
cap_party_republican_2087,Republican,1968.0,2087,21,2103.0,25.0,"We pledge a more energetic control of pollution, encouragement of an increase in fishery resources, and will also press for international agreements assuring multi-national conservation.",Public Lands
cap_party_republican_2088,Republican,1968.0,2088,21,2100.0,22.0,We pledge a far more vigorous and systematic program to expand knowledge about the unexplored storehouses of the sea and polar regions.,Public Lands
cap_party_republican_2089,Republican,1968.0,2089,21,2100.0,30.0,We must undertake a comprehensive polar plan and an oceanographic program to develop these abundant resources for the continued strength of the United States and the betterment of all mankind.,Public Lands
cap_party_republican_2090,Republican,1968.0,2090,17,1700.0,15.0,In science and technology the nation must maintain leadership against increasingly challenging competition from abroad.,Technology
cap_party_republican_2091,Republican,1968.0,2091,17,1700.0,15.0,"Crucial to this leadership is growth in the supply of gifted, skilled scientists and engineers.",Technology
cap_party_republican_2092,Republican,1968.0,2092,17,1700.0,20.0,Government encouragement in this critical area should be stable and related to a more rational and selective scheme of priorities.,Technology
cap_party_republican_2093,Republican,1968.0,2093,17,1700.0,36.0,"Vigorous effort must be directed toward increasing the application of science and technology, including the social sciences, to the solution of such pressing human problems as housing, transportation, education, environmental pollution, law enforcement, and job training.",Technology
cap_party_republican_2094,Republican,1968.0,2094,17,1700.0,22.0,"We support a strong program of research in the sciences, with protection for the independence and integrity of participating individuals and institutions.",Technology
cap_party_republican_2095,Republican,1968.0,2095,17,1700.0,29.0,"An increase in the number of centers of scientific creativity and excellence, geographically dispersed, and active cooperation with other nations in meaningful scientific undertakings will also have our support.",Technology
cap_party_republican_2096,Republican,1968.0,2096,17,1701.0,15.0,We regret that the Administration's budgetary mismanagement has forced sharp reductions in the space program.,Technology
cap_party_republican_2097,Republican,1968.0,2097,17,1701.0,19.0,The Republican Party shares the sense of urgency manifested by the scientific community concerning the exploration of outer space.,Technology
cap_party_republican_2098,Republican,1968.0,2098,17,1701.0,22.0,"We recognize that the peaceful applications of space probes in communications, health, weather, and technological advances have been beneficial to every citizen.",Technology
cap_party_republican_2099,Republican,1968.0,2099,17,1701.0,14.0,We regard the ability to launch and deploy advanced spacecraft as a military necessity.,Technology
cap_party_republican_2100,Republican,1968.0,2100,17,1701.0,18.0,We deplore the failure of the Johnson-Humphrey Administration to emphasize the military uses of space for America's defense.,Technology
cap_party_republican_2101,Republican,1968.0,2101,19,1900.0,12.0,Our nation urgently needs a foreign policy that realistically leads toward peace.,International Affairs
cap_party_republican_2102,Republican,1968.0,2102,19,1900.0,27.0,"This policy can come only from resolute, new leadershipââ âÃa leadership that can and will think anew and act anewââ âÃa leadership not bound by mistakes of the past.",International Affairs
cap_party_republican_2103,Republican,1968.0,2103,19,1900.0,11.0,Our best hope for enduring peace lies in comprehensive international cooperation.,International Affairs
cap_party_republican_2104,Republican,1968.0,2104,19,1900.0,9.0,We will consult with nations that share our purposes.,International Affairs
cap_party_republican_2105,Republican,1968.0,2105,19,1900.0,24.0,"We will press for their greater participation in man's common concerns and encourage regional approaches to defense, economic development, and peaceful adjustment of disputes.",International Affairs
cap_party_republican_2106,Republican,1968.0,2106,19,1900.0,20.0,We will seek to develop law among nations and strengthen agencies to effectuate that law and cooperatively solve common problems.,International Affairs
cap_party_republican_2107,Republican,1968.0,2107,19,1926.0,29.0,"We will assist the United Nations to become the keystone of such agencies, and its members will be pressed to honor all charter obligations, including specifically its financial provisions.",International Affairs
cap_party_republican_2108,Republican,1968.0,2108,19,1926.0,35.0,"World-wide resort to the International Court of Justice as a final arbiter of legal disputes among nations will have our vigorous encouragement, subject to limitations imposed by the U.S. Senate in accepting the Court's jurisdiction.",International Affairs
cap_party_republican_2109,Republican,1968.0,2109,19,1905.0,20.0,"The world abounds with problems susceptible of cooperative solutionââ âÃpoverty, hunger, denial of human rights, economic development, scientific and technological backwardness.",International Affairs
cap_party_republican_2110,Republican,1968.0,2110,19,1905.0,24.0,"The world-wide population explosion in particular, with its attendant grave problems, looms as a menace to all mankind and will have our priority attention.",International Affairs
cap_party_republican_2111,Republican,1968.0,2111,19,1900.0,12.0,In all such areas we pledge to expand and strengthen international cooperation.,International Affairs
cap_party_republican_2112,Republican,1968.0,2112,19,1901.0,11.0,A more selective use of our economic strength has become imperative.,International Affairs
cap_party_republican_2113,Republican,1968.0,2113,19,1901.0,15.0,We believe foreign aid is a necessary ingredient in the betterment of less developed countries.,International Affairs
cap_party_republican_2114,Republican,1968.0,2114,19,1901.0,11.0,"Our aid, however, must be positioned realistically in our national priorities.",International Affairs
cap_party_republican_2115,Republican,1968.0,2115,19,1901.0,28.0,Only those nations which urgently require America's help and clearly evince a desire to help themselves will receive such assistance as can be diverted from our pressing needs.,International Affairs
cap_party_republican_2116,Republican,1968.0,2116,19,1901.0,11.0,"In providing aid, more emphasis will be given to technical assistance.",International Affairs
cap_party_republican_2117,Republican,1968.0,2117,19,1901.0,14.0,We will encourage multilateral agencies so that other nations will help share the burden.,International Affairs
cap_party_republican_2118,Republican,1968.0,2118,19,1901.0,17.0,"The administration of all aid programs will be revised and improved to prevent waste, inefficiency and corruption.",International Affairs
cap_party_republican_2119,Republican,1968.0,2119,19,1901.0,9.0,We will vigorously encourage maximum participation by private enterprise.,International Affairs
cap_party_republican_2120,Republican,1968.0,2120,19,1901.0,12.0,No longer will foreign aid activities range free of our foreign policy.,International Affairs
cap_party_republican_2121,Republican,1968.0,2121,19,1901.0,13.0,Nations hostile to this country will receive no assistance from the United States.,International Affairs
cap_party_republican_2122,Republican,1968.0,2122,19,1901.0,20.0,We will not provide aid of any kind to countries which aid and abet the war efforts of North Vietnam.,International Affairs
cap_party_republican_2123,Republican,1968.0,2123,18,1800.0,32.0,"Only when Communist nations prove by actual deeds that they genuinely seek world peace and will live in harmony with the rest of the world, will we support expansion of East-West trade.",Foreign Trade
cap_party_republican_2124,Republican,1968.0,2124,18,1803.0,18.0,"We will strictly administer the Export Control Act, taking special care to deny export licenses for strategic goods.",Foreign Trade
cap_party_republican_2125,Republican,1968.0,2125,19,1929.0,19.0,"In the development and execution of the nation's foreign policy, our career Foreign Service officers play a critical role.",International Affairs
cap_party_republican_2126,Republican,1968.0,2126,19,1929.0,23.0,We strongly support the Foreign Service and will strengthen it by improving its efficiency and administration and providing adequate allowances for its personnel.,International Affairs
cap_party_republican_2127,Republican,1968.0,2127,9,900.0,24.0,"The principles of the 1965 Immigration Actââ âÃnon-discrimination against national origins, reunification of families, and selective support for the American labor marketââ âÃhave our unreserved backing,",Immigration
cap_party_republican_2128,Republican,1968.0,2128,9,900.0,16.0,We will refine this new law to make our immigration policy still more equitable and non-discriminatory.,Immigration
cap_party_republican_2129,Republican,1968.0,2129,9,900.0,32.0,The Republican Party abhors the activities of those who have violated passport regulations contrary to the best interests of our nation and also the present policy of reissuing passports to such violators.,Immigration
cap_party_republican_2130,Republican,1968.0,2130,9,900.0,15.0,We pledge to tighten passport administration so as to bar such violators from passport privileges.,Immigration
cap_party_republican_2131,Republican,1968.0,2131,18,1800.0,16.0,"The balance of payments crisis must be ended, and the international position of the dollar strengthened.",Foreign Trade
cap_party_republican_2132,Republican,1968.0,2132,18,1800.0,70.0,"We propose to do this, not by peremptory efforts to limit American travel abroad or by self-defeating restraints on overseas investments, but by restraint in Federal spending and realistic monetary policies, by adjusting overseas commitments, by stimulating exports, by encouraging more foreign travel to the United States and, as specific conditions require, by extending tax treatment to our own exports and imports comparable to such treatment applied by foreign countries.",Foreign Trade
cap_party_republican_2133,Republican,1968.0,2133,18,1806.0,11.0,Ending inflation is the first step toward solving the payments crisis.,Foreign Trade
cap_party_republican_2134,Republican,1968.0,2134,18,1802.0,20.0,It remains the policy of the Republican Party to work toward freer trade among all nations of the free world.,Foreign Trade
cap_party_republican_2135,Republican,1968.0,2135,18,1802.0,10.0,But artificial obstacles to such trade are a serious concern.,Foreign Trade
cap_party_republican_2136,Republican,1968.0,2136,18,1807.0,34.0,"We promise hard-headed bargaining to lower the non-tariff barriers against American exports and to develop a code of fair competition, including international fair labor standards, between the United States and its principal trading partners.",Foreign Trade
cap_party_republican_2137,Republican,1968.0,2137,18,1807.0,9.0,A sudden influx of imports can endanger many industries.,Foreign Trade
cap_party_republican_2138,Republican,1968.0,2138,18,1807.0,12.0,"These problems, differing in each industry, must he considered case by case.",Foreign Trade
cap_party_republican_2139,Republican,1968.0,2139,18,1807.0,13.0,"Our guideline will be fairness for both producers and workers, without foreclosing imports.",Foreign Trade
cap_party_republican_2140,Republican,1968.0,2140,18,1807.0,16.0,Thousands of jobs have been lost to foreign producers because of discriminatory and unfair trade practices.,Foreign Trade
cap_party_republican_2141,Republican,1968.0,2141,18,1802.0,20.0,The State Department must give closest attention to the development of agreements with exporting nations to bring about fair competition.,Foreign Trade
cap_party_republican_2142,Republican,1968.0,2142,18,1800.0,27.0,"Imports should not be permitted to capture excessive portions of the American market but should, through international agreements, be able to participate in the growth of consumption.",Foreign Trade
cap_party_republican_2143,Republican,1968.0,2143,18,1800.0,16.0,"Should such efforts fail, specific counter-measures will have to be applied until fair competition is re-established.",Foreign Trade
cap_party_republican_2144,Republican,1968.0,2144,18,1806.0,13.0,Tax reforms will also be required to preserve the competitiveness of American goods.,Foreign Trade
cap_party_republican_2145,Republican,1968.0,2145,18,1808.0,18.0,The basis for determining the value of imports and exports must be modified to reflect true dollar value.,Foreign Trade
cap_party_republican_2146,Republican,1968.0,2146,18,1806.0,17.0,Not the least important aspect of this problem is the relative obsolescence of machinery in this country.,Foreign Trade
cap_party_republican_2147,Republican,1968.0,2147,18,1806.0,14.0,An equitable tax write-off is necessary to strengthen our industrial competitiveness in the world.,Foreign Trade
cap_party_republican_2148,Republican,1968.0,2148,18,1806.0,32.0,"We also favor the broadening of governmental assistance to industries, producers and workers seriously affected by importsââ âÃassistance denied by the Johnson-Humphrey Administration's excessively stringent application of the Trade Expansion Act of 1962.",Foreign Trade
cap_party_republican_2149,Republican,1968.0,2149,19,1921.0,11.0,Ties of history and geography link us closely to Latin America.,International Affairs
cap_party_republican_2150,Republican,1968.0,2150,19,1921.0,36.0,"Closer economic and cultural cooperation of the United States and the Latin American countries is imperative in a broad attack on the chronic problems of poverty, inadequate economic growth and consequent poor education throughout the hemisphere.",International Affairs
cap_party_republican_2151,Republican,1968.0,2151,19,1921.0,19.0,We will encourage in Latin America the progress of economic integration to improve opportunity for industrialization and economic diversification.,International Affairs
cap_party_republican_2152,Republican,1968.0,2152,19,1921.0,26.0,"The principles of the Monroe Doctrine, affirmed at Caracas 14 years ago by all the independent nations of this hemisphere, have been discarded by Democrat Administrations,",International Affairs
cap_party_republican_2153,Republican,1968.0,2153,19,1921.0,16.0,We hold that they should be reaffirmed and should guide the collective policy of the Americas.,International Affairs
cap_party_republican_2154,Republican,1968.0,2154,19,1921.0,17.0,"Nor have we forgotten in this context, the Cuban people who still cruelly suffer under Communist tyranny.",International Affairs
cap_party_republican_2155,Republican,1968.0,2155,19,1905.0,32.0,"In cooperation with other nations, we will encourage the less developed nations of Asia and Africa peacefully to improve their standards of living, working with stronger regional organizations where indicated and desired.",International Affairs
cap_party_republican_2156,Republican,1968.0,2156,19,1921.0,40.0,"In the tinderbox of the Middle East, we will pursue a stable peace through recognition by all nations of each other's right to assured boundaries, freedom of navigation through international waters, and independent existence free from the threat of aggression.",International Affairs
cap_party_republican_2157,Republican,1968.0,2157,19,1921.0,34.0,"We will seek an end to the arms race through international agreement and the stationing of peace-keeping forces of the United Nations in areas of severe tension, as we encourage peace-table talks among adversaries.",International Affairs
cap_party_republican_2158,Republican,1968.0,2158,19,1921.0,14.0,"Nevertheless, the Soviets persist in building an imbalance of military forces in this region.",International Affairs
cap_party_republican_2159,Republican,1968.0,2159,19,1921.0,10.0,The fact of a growing menace to Israel is undeniable.,International Affairs
cap_party_republican_2160,Republican,1968.0,2160,19,1921.0,22.0,Her forces must be kept at a commensurate strength both for her protection and to help keep the peace of the area.,International Affairs
cap_party_republican_2161,Republican,1968.0,2161,19,1921.0,19.0,"The United States, therefore, will provide countervailing help to Israel, such as supersonic fighters, as necessary for these purposes.",International Affairs
cap_party_republican_2162,Republican,1968.0,2162,19,1921.0,35.0,"To replace the ancient rivalries of this region with new hope and opportunity, we vigorously support a well conceived plan of regional development, including the bold nuclear desalinization and irrigation proposal of former President Eisenhower.",International Affairs
cap_party_republican_2163,Republican,1968.0,2163,19,1910.0,19.0,"Our relations with Western Europe, so critical to our own progress and security, have been needlessly and dangerously impaired.",International Affairs
cap_party_republican_2164,Republican,1968.0,2164,19,1910.0,9.0,"They must be restored, and NATO revitalized and strengthened.",International Affairs
cap_party_republican_2165,Republican,1968.0,2165,19,1910.0,12.0,We continue to pursue the goal of a Germany reunified in freedom.,International Affairs
cap_party_republican_2166,Republican,1968.0,2166,19,1921.0,17.0,The peoples of the captive nations of Eastern Europe will one day regain their freedom and independence.,International Affairs
cap_party_republican_2167,Republican,1968.0,2167,19,1921.0,20.0,We will strive to speed this day by encouraging the greater political freedom actively sought by several of these nations.,International Affairs
cap_party_republican_2168,Republican,1968.0,2168,18,1800.0,23.0,"On occasions when a liberalization of trade in non-strategic goods with the captive nations can have this effect, it will have our support.",Foreign Trade
cap_party_republican_2169,Republican,1968.0,2169,19,1900.0,20.0,We do not intend to conduct foreign policy in such manner as to make the United States a world policeman.,International Affairs
cap_party_republican_2170,Republican,1968.0,2170,19,1900.0,22.0,"However, we will not condone aggression, or so-called ""wars of national liberation,"" or naively discount the continuing threats of Moscow and Peking.",International Affairs
cap_party_republican_2171,Republican,1968.0,2171,19,1921.0,26.0,"Nor can we fail to condemn the Soviet Union for its continuing anti-Semitic actions, its efforts to eradicate all religions, and its oppression of minorities generally.",International Affairs
cap_party_republican_2172,Republican,1968.0,2172,19,1900.0,19.0,Improved relations with Communist nations can come only when they cease to endanger other states by force or threat.,International Affairs
cap_party_republican_2173,Republican,1968.0,2173,19,1921.0,17.0,"Under existing conditions, we cannot favor recognition of Communist China or its admission to the United Nations.",International Affairs
cap_party_republican_2174,Republican,1968.0,2174,16,1605.0,20.0,"We encourage international limitations of armaments, provided all major powers are proportionately restrained and trustworthy guarantees are provided against violations.",Defense
cap_party_republican_2175,Republican,1968.0,2175,16,1619.0,15.0,"The Administration's Vietnam policy has failedââ âÃmilitarily, politically, diplomatically, and with relation to our own people.",Defense
cap_party_republican_2176,Republican,1968.0,2176,16,1619.0,17.0,We condemn the Administration's breach of faith with the American people respecting our heavy involvement in Vietnam.,Defense
cap_party_republican_2177,Republican,1968.0,2177,16,1619.0,34.0,"Every citizen bitterly recalls the Democrat campaign oratory of 1964: ""We are not about to send American boys 9-10,000 miles away from home to do what Asian boys ought to be doing for themselves.""",Defense
cap_party_republican_2178,Republican,1968.0,2178,16,1619.0,17.0,The Administration's failure to honor its own words has led millions of Americans to question its credibility.,Defense
cap_party_republican_2179,Republican,1968.0,2179,16,1619.0,25.0,"The entire nation has been profoundly concerned by hastily extemporized, undeclared land wars which embroil massive U.S. armed forces thousands of miles from our shores.",Defense
cap_party_republican_2180,Republican,1968.0,2180,16,1619.0,18.0,It is time to realize that not every international conflict is susceptible of solution by American ground forces.,Defense
cap_party_republican_2181,Republican,1968.0,2181,16,1619.0,20.0,"Militarily, the Administration's piecemeal commitment of men and material has wasted our massive military superiority and frittered away our options.",Defense
cap_party_republican_2182,Republican,1968.0,2182,16,1619.0,9.0,The result has been a prolonged war of attrition.,Defense
cap_party_republican_2183,Republican,1968.0,2183,16,1619.0,30.0,Throughout this period the Administration has been slow in training and equipping South Vietnamese units both for fighting the war and for defending their country after the war is over.,Defense
cap_party_republican_2184,Republican,1968.0,2184,16,1619.0,14.0,"Politically, the Administration has failed to recognize the entirely novel aspects of this war.",Defense
cap_party_republican_2185,Republican,1968.0,2185,16,1619.0,30.0,"The overemphasis on its old-style, conventional aspects has blinded the Administration to the fact that the issue is not control of territory but the security and loyalty of the population.",Defense
cap_party_republican_2186,Republican,1968.0,2186,16,1619.0,10.0,The enemy's primary emphasis has been to disrupt orderly government.,Defense
cap_party_republican_2187,Republican,1968.0,2187,16,1619.0,17.0,The Administration has paid inadequate attention to the political framework on which a successful outcome ultimately depends.,Defense
cap_party_republican_2188,Republican,1968.0,2188,16,1619.0,29.0,"Not only has the Administration failed to encourage assumption of responsibility by the Vietnamese, but their sense of responsibility has been in fact undermined by our approach to pacification.",Defense
cap_party_republican_2189,Republican,1968.0,2189,16,1619.0,13.0,An added factor has been a lack of security for the civilian population.,Defense
cap_party_republican_2190,Republican,1968.0,2190,16,1619.0,21.0,"At home, the Administration has failed to share with the people the full implication of our challenge and of our commitments.",Defense
cap_party_republican_2191,Republican,1968.0,2191,16,1619.0,26.0,"To resolve our Vietnam dilemma, America obviously requires new leadershipââ âÃone capable of thinking and acting anew, not one hostage to the many mistakes of the past.",Defense
cap_party_republican_2192,Republican,1968.0,2192,16,1619.0,6.0,The Republican Party offers such leadership.,Defense
cap_party_republican_2193,Republican,1968.0,2193,16,1619.0,34.0,"We pledge to adopt a strategy relevant to the real problems of the war, concentrating on the security of the population, on developing a greater sense of nation-hood, and on strengthening the local forces.",Defense
cap_party_republican_2194,Republican,1968.0,2194,16,1619.0,16.0,"It will be a strategy permitting a progressive de-Americanization of the war, both military and civilian.",Defense
cap_party_republican_2195,Republican,1968.0,2195,16,1619.0,27.0,"We will see to it that our gallant American servicemen are fully supported with the highest quality equipment, and will avoid actions that unnecessarily jeopardize their lives.",Defense
cap_party_republican_2196,Republican,1968.0,2196,16,1619.0,17.0,We will pursue a course that will enable and induce the South Vietnamese to assume increasing responsibility.,Defense
cap_party_republican_2197,Republican,1968.0,2197,16,1619.0,11.0,The war has been conducted without a coherent program for peace.,Defense
cap_party_republican_2198,Republican,1968.0,2198,16,1619.0,52.0,"We pledge a program for peace in Vietnamââ âÃneither peace at any price nor a camouflaged surrender of legitimate United States or allied interestsââ âÃbut a positive program that will offer a fair and equitable settlement to all, based on the principle of self-determination, our national interests and the cause of long-range world peace.",Defense
cap_party_republican_2199,Republican,1968.0,2199,16,1619.0,20.0,"We will sincerely and vigorously pursue peace negotiations as long as they offer any reasonable prospect for a just peace,",Defense
cap_party_republican_2200,Republican,1968.0,2200,16,1619.0,10.0,We pledge to develop a clear and purposeful negotiating position.,Defense
cap_party_republican_2201,Republican,1968.0,2201,16,1602.0,33.0,We will return to one of the cardinal principles of the last Republican Administration: that American interests are best served by cooperative multilateral action with our allies rather than by unilateral U.S. action.,Defense
cap_party_republican_2202,Republican,1968.0,2202,16,1600.0,18.0,Our pride in the nation's armed forces in Southeast Asia and elsewhere in the world is beyond expression.,Defense
cap_party_republican_2203,Republican,1968.0,2203,16,1608.0,21.0,In all our history none have fought more bravely or more devotedly than our sons in this unwanted war in Vietnam.,Defense
cap_party_republican_2204,Republican,1968.0,2204,16,1608.0,15.0,"They deserveââ âÃand they and their loved ones haveââ âÃour total support, our encouragement, and our prayers.",Defense
cap_party_republican_2205,Republican,1968.0,2205,16,1600.0,13.0,"Grave errors, many now irretrievable, have characterized the direction of our nation's defense.",Defense
cap_party_republican_2206,Republican,1968.0,2206,16,1600.0,14.0,A singular notionââ âÃthat salvation for America lies in standing stillââ âÃhas pervaded the entire effort.,Defense
cap_party_republican_2207,Republican,1968.0,2207,16,1600.0,21.0,Not retention of American superiority but parity with the Soviet Union has been made the controlling doctrine in many critical areas.,Defense
cap_party_republican_2208,Republican,1968.0,2208,16,1604.0,33.0,"We have frittered away superior military capabilities, enabling the Soviets to narrow their defense gap, in some areas to outstrip us, and to move to cancel our lead entirely by the early Seventies.",Defense
cap_party_republican_2209,Republican,1968.0,2209,16,1698.0,28.0,"In a host of areas, advanced military research and development have been inhibited and stagnated by inexpert, cost oriented administrators imbued with a euphoric concept of Soviet designs.",Defense
cap_party_republican_2210,Republican,1968.0,2210,16,1698.0,24.0,A strange Administration preference for such second-best weaponry as the costly Navy F111-B (TFX) has deprived our armed forces of more advanced weapons systems.,Defense
cap_party_republican_2211,Republican,1968.0,2211,16,1610.0,17.0,Improvements in our submarines have been long delayed as the Soviets have proceeded apace with their own.,Defense
cap_party_republican_2212,Republican,1968.0,2212,16,1610.0,23.0,"Our anti-submarine warfare capabilities have been left seriously inadequate, new fighter planes held up, and new strategic weaponry left on the drawing boards.",Defense
cap_party_republican_2213,Republican,1968.0,2213,16,1610.0,20.0,This mismanagement has dangerously weakened the ability of the United States to meet future crises with great power and decisiveness.,Defense
cap_party_republican_2214,Republican,1968.0,2214,16,1604.0,18.0,All the world was respectful of America's decisive strategic advantage over the Soviets achieved during the Eisenhower Administration.,Defense
cap_party_republican_2215,Republican,1968.0,2215,16,1604.0,13.0,This superiority proved its worth in the Cuban missile crisis six years ago.,Defense
cap_party_republican_2216,Republican,1968.0,2216,16,1619.0,33.0,"But now we have had an augury of things to comeââ âÃa shameful, humiliating episode, the seizure of the USS Pueblo and its crew, with devastating injury to America's prestige everywhere in the world.",Defense
cap_party_republican_2217,Republican,1968.0,2217,16,1600.0,18.0,We pledge to include the following in a comprehensive program to restore the pre-eminence of U.S. military strength:,Defense
cap_party_republican_2218,Republican,1968.0,2218,16,1610.0,17.0,Improve our deterrent capability through an ocean strategy which extends the Polaris-Poseidon concept and accelerates submarine technology;,Defense
cap_party_republican_2219,Republican,1968.0,2219,16,1604.0,17.0,Redirect and stimulate military strength to encourage major innovations rather than merely respond belatedly to Communist advances;,Defense
cap_party_republican_2220,Republican,1968.0,2220,16,1603.0,10.0,Strengthen intelligence gathering and evaluation by the various military services;,Defense
cap_party_republican_2221,Republican,1968.0,2221,16,1610.0,29.0,"Use the defense dollar more effectively through simplification of the cumbersome, overcentralized administration of the Defense Department, expanded competitive bidding on defense contracts, and improved safeguards against excessive profits;",Defense
cap_party_republican_2222,Republican,1968.0,2222,16,1600.0,46.0,"Reinvigorate the nation's most important security planning organizationââ âÃthe National Security Councilââ âÃto prevent future haphazard diplomatic and military ventures, integrate the nation's foreign and military policies and programs, and enable our nation once again to anticipate and prevent crises rather than hastily contriving counter-measures after they arise.",Defense
cap_party_republican_2223,Republican,1968.0,2223,10,1007.0,9.0,"Our merchant marine, too, has been allowed to deteriorate.",Transportation
cap_party_republican_2224,Republican,1968.0,2224,10,1007.0,16.0,Now there are grave doubts that it is capable of adequate response of emergency security needs.,Transportation
cap_party_republican_2225,Republican,1968.0,2225,10,1007.0,21.0,The United States has drifted from first place to sixth place in the world in the size of its merchant fleet.,Transportation
cap_party_republican_2226,Republican,1968.0,2226,10,1007.0,17.0,"By contrast, the Russian fleet has been rapidly expanding and will attain a dominant position by 1970.",Transportation
cap_party_republican_2227,Republican,1968.0,2227,10,1007.0,12.0,Deliveries of new ships are now eight to one in Russia's favor.,Transportation
cap_party_republican_2228,Republican,1968.0,2228,10,1007.0,18.0,"For reasons of security, as well as of economics, the decline of our merchant marine must be reversed.",Transportation
cap_party_republican_2229,Republican,1968.0,2229,10,1007.0,19.0,We therefore pledge a vigorous and realistic ship replacement program to meet the changing pattern of our foreign commerce.,Transportation
cap_party_republican_2230,Republican,1968.0,2230,16,1698.0,21.0,"We will also expand industry-government maritime research and development, emphasizing nuclear propulsion, and simplify and revise construction and operating subsidy procedures.",Defense
cap_party_republican_2231,Republican,1968.0,2231,16,1604.0,24.0,"Finally, we pledge to assemble the nation's best diplomatic, military and scientific minds for an exhaustive reassessment of America's world-wide commitments and military preparedness.",Defense
cap_party_republican_2232,Republican,1968.0,2232,16,1604.0,23.0,We are determined to assure our nation of the strength required in future years to deter war and to prevail should it occur.,Defense
cap_party_republican_2260,Republican,1972.0,2260,16,1619.0,51.0,"There was Vietnamââ âÃso bloody, so costly, so bitterly divisiveââ âÃa war in which more than a half-million of America's sons had been committed to battleââ âÃa war, it seemed, neither to be won nor lost, but only to be endlessly foughtââ âÃa war emotionally so tormenting as almost to obliterate America's other worldly concerns.",Defense
cap_party_republican_2261,Republican,1972.0,2261,16,1602.0,18.0,"And yet, as our eyes were fixed on the carnage in Asia, in Europe our alliance had weakened.",Defense
cap_party_republican_2263,Republican,1972.0,2263,19,1921.0,17.0,"The isolation of the People's Republic of China with one-fourth of the world's population, went endlessly on.",International Affairs
cap_party_republican_2264,Republican,1972.0,2264,12,1200.0,15.0,"At home our horrified people watched our cities burn, crime burgeon, campuses dissolve into chaos.",Law and Crime
cap_party_republican_2265,Republican,1972.0,2265,13,1300.0,29.0,"A mishmash of social experimentalism, producing such fiscal extravaganzas as the abortive war on poverty, combined with war pressures to drive up taxes and balloon the cost of living.",Social Welfare
cap_party_republican_2266,Republican,1972.0,2266,1,101.0,15.0,"Working men and women found their living standards fixed or falling, the victim of inflation.",Macroeconomics
cap_party_republican_2267,Republican,1972.0,2267,13,1300.0,6.0,"Nationwide, welfare skyrocketed out of control.",Social Welfare
cap_party_republican_2278,Republican,1972.0,2278,7,700.0,7.0,from wanton pollution to vigorous environmental protection;,Environment
cap_party_republican_2279,Republican,1972.0,2279,19,1900.0,38.0,"We have moved far toward peace: withdrawal of our fighting men from Vietnam, constructive new relationships with the Soviet Union and the People's Republic of China, the nuclear arms race checked, the Mid-East crisis dampened, our alliances revitalized.",International Affairs
cap_party_republican_2280,Republican,1972.0,2280,19,1900.0,40.0,"So once again the foreign policy of the United States is on a realistic footing, promising us a nation secure in a full generation of peace, promising the end of conscription, promising a further allocation of resources to domestic needs.",International Affairs
cap_party_republican_2292,Republican,1972.0,2292,19,1900.0,12.0,This year we must choose between negotiating and begging with adversary nations.,International Affairs
cap_party_republican_2293,Republican,1972.0,2293,1,100.0,25.0,This year we must choose between an expanding economy in which workers will prosper and a hand-out economy in which the idle live at ease.,Macroeconomics
cap_party_republican_2295,Republican,1972.0,2295,1,105.0,12.0,This year we must choose between responsible fiscal policy and fiscal folly.,Macroeconomics
cap_party_republican_2306,Republican,1972.0,2306,19,1900.0,22.0,"When Richard Nixon became President, our country was still clinging to foreign policies fashioned for the era immediately following World War II.",International Affairs
