text,gt_event_type
One person was killed by unknown assailants in Shakargarh on Thursday.,ASSASSINATION
"Five people were gunned down by their three rivals on a dispute of \adda\"" posession.""",ASSASSINATION
Suspected militants entered the house of a pro-government tribal elder and vacated the inmates before planting an explosive device and blowing up the house. No casualties were reported.,TERRORISM
Amir Iqbal- who was the main suspect in the killing of PPP leader Begum Rehana Sarwar- was shot dead by unidentified men. \nBegum Rehana Sarwar was killed 4 year ago on a property dispute in Defence,ASSASSINATION
Miscreants fired a rocket on a governmetn slaughter house in Khar. No casualty was reported.,TERRORISM
An SI(Syed Akhtar Hussain Zaidi) died while ASI(Shoaib Ahmad Soomro) received bullet injuries by unknown assailants chasing them near office of Sui Southern gas on Wednesday,CONVENTIONAL_ATTACK_ON_GOV_FORCES
A militant commander Anwar and his deputy Sadiq were killed during a clash with security forces. Both militants belonged to Odigram area.,CONVENTIONAL_ATTACK_ON_GOV_FORCES
Suspected militants fired rockets and machine guns into the army brigade headquarters. No damaged was reported. The forces guarding the brigade retaliated and this continued for a few hours.,CONVENTIONAL_ATTACK_ON_GOV_FORCES
8 policemen were injured when terrorists on motorbikes attacked 3 police posts with hand grenades. The first attack was when a grenade was hurled on a Rescue 15 post in Topawala Square on the Circular road. 6 policemen were injured. ,GUERILLA_ATTACK_ON_GOV_FORCES
1 man was killed and 9 others were injured when a bomb exploded at Badami Bagh Bus Stand. The explosion took place outside a New Khan's Sadiqabad-bound bus. The bus was also damaged.,TERRORISM
Unidentified men shot dead an employee of the Agriculture Department. No further details given.,ASSASSINATION
A roadside remote-controlled bomb was detonated as a security convoy was passing by. Lt-Col Mohammad Yousaf and 5 soldiers were killed while 2 other soldiers were injured. ,GUERILLA_ATTACK_ON_GOV_FORCES
A cracker exploded in a garbage can near the building.,TERRORISM
"Following the death of a student in an accident, hundreds of students kept Lahore-Sargodha road blocked for about an hour and pelted stones at cars and buses.",VIOLENT_POLITICAL_DEMONSTRATION
Two powerful blasts ripped through the busy Moon Market in Allama Iqbal Town claiming at least 45 lives. The blast also caused a massive fire in the market which destroyed several shops and vehicles and also knocked out the electricity supply. According to the police the first blast took place outside a bank and the other near a police station and both took place within a few second of each other. The commisioner blamed India for the blasts but the law minister said militants from Waziristan were behind the attack. ,TERRORISM
"Following the rumor of an assassination attempt on the chief of the Sunni Tehrik in Pakpattan, a mini-bus was torched in Federal B area. The rumor turned out to be false. ",VIOLENT_POLITICAL_DEMONSTRATION
"In Nowshera, unidentified persons blew up an electricity tower. ",TERRORISM
"Scattered incidents of violence were witnessed in Karachi on the fifth day of violence, when an armed clash between two 'ethnically' motivated groups took place leaving at least half a dozen wounded in Block 4 of Gulshan-i-Iqbal. The police intercepted and brought the situation under control.",RIOT
"Salesman Imran- a resident of Ghausia street, Ravi Road- was found dead in a sack in a park. His body was riddled with bullets and burnt. The family said that they had no enmity with anyone. ",ASSASSINATION
The body of a 28-year old man who was shot dead four days ago by some unidentified people was found in a drum near Wahdat Road. Family members of the victim said that he had no enmity with anyone. Police said the murder could have been carried out after a dispute.,ASSASSINATION
Five people were killed and 21 others injured when unidentified gunmen fired at a food distribution (niaz) during the Zuljinnah procession of Moharram. The attackers could not be apprehended.,TERRORISM
"An explosion occurred near the office of the divisional superintendent of Railways. The explosion was caused by a locally-made bomb, and it could not be determined who was behind the attack.",TERRORISM
A woman and her friend were killed in the name of honour according to the tribal 'traditions' by the woman's father and brother.,ASSASSINATION
The bomb disposal squad managed to defuse a bomb planted near a venue where former chief minister Mohammad Akram Durrani was addressing a meeting. ,ASSASSINATION
"Three CD shops, located in different markets of Matani Bazaar, were blown up and completely destroyed. Owners of the shops told the police that they had not received any prior letters or calls for the closure of their businesses. This is the fourth incident of attacks on CD and video shops in the city.",TERRORISM
8 highly sensitive mines that had been planted along railway tracks were detected and defused by law enforcement agencies. This came after 2 bombs had exploded along railway tracks in the same area a couple of days ago. ,TERRORISM
A man died during shelling by Indian forces in Balakot village in Nakyal sector of Kotli district. Three other people were injured in the Goi village of Tatta Pani sector in the same district.,ATTACK_ON_STATE
"Armed motorcyclists shot and injured a padestrian, Malik Khizer Hayat. ",TERRORISM
"Residents of Razaabad and family members of a teenager who drowned in a pond demonstrated against Wasa (Water and Sanitation Authority). The demonstrators blocked the main road, burnt tyres and broke the windows of more than a dozen vehicles. The Razaabad Police have registered a case against two people who had obtained a stay order against the removal of the pond. ",VIOLENT_POLITICAL_DEMONSTRATION
"Two groups, one from the Sher-i-Bengal Muslim League and the other from the Pakistani Bengali Action Committee, exchanged hot words over the possession of an office which led to an exchange of fire. This led to the death of two people. One of the deceased was a member of the Sher-i-Bengal Muslim League while the other was a passer-by. The police later arrested one person allegedly involved in the firing. ",RIOT
A group of youth made an attempt to set a KTC bus on fire in Burns Road Area on Tuesday.,TERRORISM
"As soon as news of the violence at an MQM procession in Karachi, where 2 people were killed, reached Hyderabad, angry youngsters took to the streets and pelted vehicles and shops with stones in addition to damaging public property and firing in the air. Later, a police contingent showed up and tried to bring the situation under control. ",VIOLENT_POLITICAL_DEMONSTRATION
A man was shot and injured when unidentified men opened fire on him in Mehmoodabad.,ASSASSINATION
The harvesting of seasonal crops was badly disrupted as Indian forces continued shelling on the Pakistani border villages across the LoC.,ATTACK_ON_STATE
A man was killed and his wife amd daughter were injured when some people threw a hand grenade in their house while they were sleeping. The man was said to have no enemity with anyone.,TERRORISM
"A threatening call was received by FM 99's Producer News and Current Affairs, Ishfaq Joya, at his mobile phone. The caller introduced himself as an activist of the Anjuman Fidayan-i-Islam and said his Chief Abu Hureira had directed him to convey his message to the radio channel to leave Muzaffarabad to avoid any offence, as the activities of the channel, especially with \Save the Children\"" programme were suspicious.""",THREAT_OF_VIOLENCE
Unidentified gunmen attaked a bus of Attock cement factory killing three workers. The workers were returning to their homes in Karachi,TERRORISM
"Zahid Sanam, who was the vice chairman of Khanpur Zakat Committee, was gunned down at his front door allegedly by his opponents. ",ASSASSINATION
The decomposed body of an unidentified man was found in a manhole near a textile mill. ,ASSASSINATION
Two constables on a motorcycle were on their way to the Sindhi Hotel branch of the National Bank of Pakistan when they were intercepted and killed. ,ASSASSINATION
"The bullet-riddled body of a militant commander, Nazir Khan, was found. Khan had been accused of attacks on government officials and installations. ",ASSASSINATION
The body of an unidentified young man was found from a house in Sector 14/B in Mochko. His hands and legs were tied and he had been strangled. ,OTHER
"Police baton charged inmates at a prison after the prisoners had protested against the alleged 'excesses' of the jail administration. The baton charge left 18 inmates injured. The inmates also claimed that the jail authorities had demanded bribes from them and, upon their refusal to oblige, had tortured them. ",VIOLENT_POLITICAL_DEMONSTRATION
"Hundreds of residents of New Goth staged a rally against the civic authorities's failure to pump out drainage water from the area. The protestors burnt tyres and changed slogans against the Tehsil and District Nazims.  The Naib Nazim, Iqbal Dawood, rushed to the scene and ordered the water to be drained. ",VIOLENT_POLITICAL_DEMONSTRATION
"Muhammad Jan Ahmadzai-leader of Jamaat-i-Islami(Afghanistan) was gunned down  by unidentified person in Cherat Road, Pabbi on Thursday.",ASSASSINATION
Security personnel destroyed houses of five militants in Shabaddin area of Charbagh. Three bodies were found in Kabal and Barikot tehsils of the district-two from Akhund Kalley and one from Nawagai.,GOV_ATTACK_ON_NONSTATE_COMBATANTS
"Eight persons were killed when their rival party opened indiscriminate fire on them while they were being transported by the police. According to officials, the party had been taken into custody for allegedly killing the Ex-chariman union council.",TERRORISM
"A police party was attacked by a large number of men and women, who claimed that when the police raided their village and arrested two robbers, 'they did not observe the decency of the women folk'. ",VIOLENT_POLITICAL_DEMONSTRATION
Unidentified assailants fired eight rockets at the convoy of security forces when it was passing through Tatrani area in Kohlu district. The troops returned fired forcing the attackers to flee. One soldier was injured in the exchange of fire.,GUERILLA_ATTACK_ON_GOV_FORCES
"Official sources said militants opened indiscriminate fire on security personnel in the hilly area of Sangsilla in the Dera Bugti district. The security forces immediately took positions. In the exchange of fire, security men Mazullah, Mohammad Qamar and Naeem were injured, who were taken to the military hospital.",CONVENTIONAL_ATTACK_ON_GOV_FORCES
two policemen and a civilian was killed and three others including two policement were injured in a clash over a disputed piece of land in Ranwati police area in Sukkur. A police team had gone to the disputed site allegedly to hand over possession to one of the parties when the group present their attacked them with rocket.,RIOT
Two policemen were shot at and injured by four unidentified armed men in Green Town while they were on a routine patrol.,GUERILLA_ATTACK_ON_GOV_FORCES
"Unidentified persons opened fire indiscriminately on a jewellery shop in Ghotki, killing a 13-year-old boy and and injuring another person.  Police say the incident was caused by old enmity and the attackers intended to kill the proprietor of the shop, who escaped.",ASSASSINATION
"In the midst of a strike called by the MQM to protest against the 'extra judicial killing' of its workers in police custody, shooting incidents took place all over the city. A man was wounded in New Town.",TERRORISM
"The demolition squad of the Karachi Building Control Authority was attacked by a group involved in unauthorized construction on a privately owned land bearing survey No. 90-A, Khuldabad, Landhi.  ",TERRORISM
"In Korangi, Edhi volunteers found a bulet-riddled body near Mahal Cinema. His political affiliation could not be known. ",OTHER
"Amanat, who was a Rescue 1122 constable, was shot while he was travelling on a van by another passenger on the same van. Other passengers managed to overpower the assailant, identified as Farhan, and handed him over to the police. ",ASSASSINATION
Two memebers of the ATI were shot dead in a clash between two factions of the student body over the reorganization of the group. The exchange of fire spread panic on the campus.,RIOT
Prisoners in the Khairpur Jail staged a violent demonstration against non-provision of basic services.They pelted the police with stones.The police baron charged the protesters.,VIOLENT_POLITICAL_DEMONSTRATION
A man was shot dead by unidentified gunmen in his car.,ASSASSINATION
"The wave of 'ethnic' violence that affected Orangi town the previous day spread to other parts of the city when a man was on the rooftop of his house in the remit of Shahrah-i-Noor Jahan in North Nazimabad and was hit by a bullet. The police said he did not have political affiliation, however, the ANP spokesman claimed that he was the vice president of its Ward UC-2 in Orangi Town. ",ASSASSINATION
Cross-border firing by India in pooch district. Mohammad Rafique injured on Monday and Sofia received wounds on Tuesday.,ATTACK_ON_STATE
Some miscreants tried to detonate two bombs on an oil pipeline carrying oil to Punjab from Sindh. One bomb exploded while the other was defused.,TERRORISM
Several areas of Mohmand Agency were the site of a search operation by security forces as the offensive against militants in the region continued. Helicopter gunships were used to attack suspected militant hideouts. Several hideouts and 3 cars were destroyed in the operation. ,GOV_ATTACK_ON_NONSTATE_COMBATANTS
"a large number of textile workers staged a rally and blocked the traffic to protest low gas pressure, poor policy for textile mills, closure of second shift in mills and high tariffs of electricity and gas bills. They carried placards, shouted slogans and burnt tyres. police reached the spot, after negotiations the labourers dispersed.",VIOLENT_POLITICAL_DEMONSTRATION
Unknown armed men riding a motorcycle gunned down an afghan refugee identified as Molvi Yar Mohammad who was Pesh Imam in a mosque. The deceased had an enmity in Afghanistan which resulted in his assassination.,ASSASSINATION
"Four children were killed and seven people were injured when security forces pounded bases of Lashkar-i-Islam with shells and artillery gunfire. Tanks moved into the area and helicopters went into action.  Some people said that the people who's houses were damaged in the firing had no political affiliations, and that civilians were being caught up in the battle.",GOV_ATTACK_ON_NONSTATE_COMBATANTS
"Two more persons were killed and two others were injured in a clash between two groups of the Bugti tribe in a village in Jaffarabad, Balochistan as part of the on-going clash between the two groups.",RIOT
"Members of the the Lahore Bar Association (LBA), after barring the entry of the Chief Justice into the Lahore High Court, marched towards PMG Chowk to continue pressing for the transfer of D&SJ Zawwar Ahmad Sheikh. After trying to convince them, in vain, to not violate Section 144, the police fired tear gas and shots into the air to disperse the mob but the lawyers retaliated by pelting the police with stones and damaging their vehicle, forcing the police back. Lawyers also thrashed some cameramen from private news channels, accusing them of 'supporting the LHC chief justice and provincial administration'.",VIOLENT_POLITICAL_DEMONSTRATION
"shop of a faith healer was blown up by an unkown miscreant. 3 nearby shops were damaged as well as a rickshaw, however no casualties were reported.",TERRORISM
A 35 year old man was found dead on Railway Road in the Naulakha area. He had an injury to his head.,ASSASSINATION
A worker of the Muttahida Qaumi Movement was shot dead by two unidentified motorcyclists.,ASSASSINATION
"Jet fighters bombarded militant hideouts in different areas of Maond and Salarzai tehsils. However, no casualty was reported.",GOV_ATTACK_ON_NONSTATE_COMBATANTS
Teenager Imran was killed and 2 others were injured after they were attacked with knives by some people in Korangi.,ASSASSINATION
"Following a fresh wave of violence, Gullistan-i-Jauhar, Qasba Colony, Nazimabad, Lyari, Kharadar and Site Areas were paralyzed  by the incidents of intense fire by unknown men on Sunday.",TERRORISM
"Several people were injured when police resorted to baton-charge and tear gas shelling during an anti-encroachment campaign in Sialkot.  While shops were being demolished, a former MPA, Maulana Ghiasuddin, accompanied by several residents, wished to have a dialoque on the matter, however, the police began baton-charging and tear gas shelling. The Maulana and one of his colleague's were arrested and subjected to violence but later released. Shopkeepers went on strike in protest.",GOV_ATTACK_ON_CIVILIANS
Four civilians were killed and four others were injured in Indian Shelling from across the LoC in Hajeera Sector in the Dea Sheir Khan village of the Rawalakot District. ,ATTACK_ON_STATE
A man's body was found tortured and shot dead in the Old City area. The police could not ascertain the motive behind the killing and the man's identity could not be established.,OTHER
"Seven camps of Taliban were destroyed and five militants were injured in the air strikes in Sultanzai, Feroze Khel, Bezote and Sam areas of Orakzai Agency. Heavy bombardment by the jetfighters two bunkers and underground ammunition dumps were also blown up in Bezote area of Orakzai Agency along Kohat district. Twelve militants were killed in the air strikes.",GOV_ATTACK_ON_NONSTATE_COMBATANTS
"Jinnah', which is a local newspaper owned by property tycoon Malik Riaz, put up banners that questioned PML-N stalwart Chaudhry Nisar Ali Khan's income and property. Over 100 PML-N supporters arrived at the site and tried to pull down the banners which led to a brawl between supporters of both groups. The police, which was already present, tried to beat the rival sides back with batons while the latter threw stones and fired guns. Over a dozen people were arrested but no serious injuries were reported. ",RIOT
A school headmaster was shot dead allegedly by seven outlaws over a land dispute in karrianwala on Tuesday,ASSASSINATION
Bullet riddled bodies of two Afghan nationals wre found inside a house. The reason behind the killing could not be known.,ASSASSINATION
"The heads of two rival groups were shot dead over old enemity in Berriwala village. Chaudhary Muhammad Sidiq Tarar was first killed by the rival party, after which, in retaliation, the leader of the rival party himself was shot dead by the relatives of the first victim. ",RIOT
"Armed motorcyclsits opened fire at a car, killing one person on the spot and injuring 2 others. One of the two wounded victims succumbed to his injuries in the hospital. The police attributed the incident to old enmity between two tribes. ",ASSASSINATION
The SHO of Sariab Police station was killed along with two of his security guards when armed men attacked his vehicle while he was patrolling the Killi Shahnawaz area. ,ASSASSINATION
"A man was injured when a bomb went off in front of the office of the hospitals' medical superintendent. The explosion damaged the windowpanes of a nearby offices and wards, and also a newly renovated resource centre for children. Noone claimed responsibility for the attack, but it was learnt that a former resident of the union of paramedic staff had developed differences with the hospital management over the renovation of the resource centre. It was learnt that the officials of the health department had expelled members of the union from resource centre where they had established an office without permission.",TERRORISM
A bomb mounted on a bicycle exploded in a busy market killing one person and injuring at least 22 others.  This is the third bomb blast in Peshawar in the past four days.,TERRORISM
"The bullet-riddled body of a 32-year old man was found in a gunny bag  in the limits of the Bin Qasim police station, and a man was shot dead In his house in Peerabad. Awami National Party claimed that one of the victims was its worker, but the police said that the deaths were a result of personal enemity.",RIOT
Four persons including two children were killed when the house of Saed was attacked with handgrenades by unknown assailants in the Hangu District. The attackers managed o escape from the scene,TERRORISM
"Militants killed Ghani, who was a member of a peace committee, for raising a voice against them. Militants had warned the armed lashkar of FR Kohat against supporting security forces against the Taliban. ",ASSASSINATION
"A suicide bomber blew himself up inside the court of a senior judge in Quetta, killing 15 people and injuring 35 others. The provincial police officer said that attacks on government installations and personnel of law-enforcement agencies were a reaction to government's firm resolve to combat terrorism and sabotage activities in the country. Followup: Special police teams raided different places in Quetta and detained around 50 suspects, 25 of them Afghan nationals.  Followup: Police announced the arrest of an Afghan national involved in Quetta's suicide attack.",TERRORISM
"some members of a Deoband seminary, believed to now be activists of the now defunct Sipah-i-Sahaba objected to the holding of frequent Majlis in the Imambargah. They pelted the participants of the Majlis with stones and left 6 injured. In response some of the Majlis organisers resorted to aerial firing. it was the first incident of sectarian violence in 25 years.",RIOT
A paramilitary soldier was killed in a clash between local Taliban and Arang tribesmen in Uthmankhel area. The tribesmen were asking the Taliban to vacate the checkposts of paramilitary troops.,RIOT
Four people were killed and 10 others injured when Ghaibzai and Massyayzai tribes clashed against each other. The reason behind the clash was not mentioned in the report.,RIOT
the Taliban took control of the city of Mingora and laid siege to a place which housed 46 security personnel. An official said that this was a violation of the Swat peace agreement.,CONVENTIONAL_ATTACK_ON_GOV_FORCES
2 people were shot at and injured by unknown assailants in Korangi on Sunday.,ASSASSINATION
A 10 year old boy was injured in a landmine blast in the Dashat-i-Goran area of Dera Bugti. Police menawhile foiled attempts to blow up gas pipelines by defusing bombs.,TERRORISM
"Several workers of the Kissan Bachao Tehrik were injured when police resorted to baton-charge and tear gas shelling to control the situation of violence that arose when the workers  tried to halt vehicles and trains carrying supplies in various villages of the Silanwala tehsil. Three farmers sustained bullet injuries while several others were injured in the baton-charging in Chak 106-NB and surrounding areas. The farmers stopped a train near Ajnala and Chak Warrianchanwal, destroying milk adnd vegetables. They also pelted vehicles with stones that were driven by police. The Sargodha district magistrate narrated an incident on Sargodha road where over 150 people had blocked the road and beaten women and children of a bus, along with wasting milk of milkmen. To which the police resorted to baton-charge and tear gas shelling to disperse the crowd, however, the agitators pelted them with stones and began firing.",VIOLENT_POLITICAL_DEMONSTRATION
"The strife-hit areas of Karachi witnessed renewed violence, as a man was gunned down by armed men on a motorbike in Khuda ki Basti area. He was reportedly targeted due to his ethnic background as he did not belong to a political party.",ASSASSINATION
The nose and lips of a man were chopped off by two men in Mouza Chanderwali as they had suspected that the man had relations with a woman from their tribe. ,TERRORISM
Two people were murdered in a village near Nawabshah following the custom of karo-kari.,ASSASSINATION
"A crime reporter of the Urdu daily ' Sang-i-Meel', who was also an activist of the Punjabi Pukhtoon Ittehad was kidnapped, and killed in Block 17 of the Federal B area. Witnesses reported that unidentified men dragged his out of the car and shot him several times with an AK-47 rifle. ",ASSASSINATION
"As part of the violence on the second day of a two-day strike called by the Mohajir Qaumi Movement (MQM), protesters threw a 'cracker'  on the office of  ASP cantonment police station. ",VIOLENT_POLITICAL_DEMONSTRATION
"a former activist of the Mohajir Qaumi Movement-Haqiqi, Raees, was killed and two others were wounded when unidentified persons opened fire on them in Liaqatabad No.4 in the furniture market.",ASSASSINATION
"The Difah-i-Islam Mahaz, a 15-party Sunni Alliance held a protest rally to condemn the US-led war on Iraq when hundreds of activists marched towards Faisal Square and two constiuents of the alliance clashed over who would lead the demonstration. Three people were injured and the police did not intervene.",VIOLENT_POLITICAL_DEMONSTRATION
Asadullah Khan- resident of Shah Faisal Colony- was shot dead by unidentified armed men near the PAF base Faisal. He worked for Kashmir Press International. ,ASSASSINATION
A man was shot dead by two unidentified men near the Mari Shopping Centre.,ASSASSINATION
"Three rockets were fired on the house of Awami National Party leader Malik Ilyas in baghdada, near Punjab Regiment Centre. However, the rockets were misfired and hit nearcy houses.",TERRORISM
An unidentified woman was gunned down in Orangi. ,ASSASSINATION
Karachi witnessed the bloodiest day of the recent wave of violence as a young man's bullet-riddled body was found from Qasba Colony during the on-going violence. ,ASSASSINATION
Hundreds of telephones were disconnected in Quetta after a cabinet housing phone utility equipment was blown up in Huda area.,TERRORISM
The police defused a roadside bomb in Sambat area. No other detail was given.,TERRORISM
"an employee of the Punjab Civil Secretariat Muhammad Usman, a resident of Kacha Sanda,was gunned down by unidentified persons. He was the caretaker of the stationery store, S&GAD.",ASSASSINATION
The body of an unidentified man was found under the Native's Jetty Bridge.,OTHER
A police constable was gunned down outside his home in Rabbani Muhullah of Frontier Colony No.3.,ASSASSINATION
"MQM activist, Abdul Basit, was shot dead and his wife, Kiran was wounded when unidentified men on a motorbike opened fire right outside the former's house. Abdul Basit was a joint-incharge of the unit 9 of the MQM's organizational structure in Lyari Town.",ASSASSINATION
"As part of operations by Karachi Building Control Authority (KBCA), the KBCA squad came to raze an illegally constructed floors of a building in Bihar colony in Lyari town but were met with an angry mob that resisted and reportedly created a law and order situation. The KBCA squad had no option but to turn back.",VIOLENT_POLITICAL_DEMONSTRATION
A group of traders protested against the failure of the police to rid the area of crime.They burnt tyres and blocked the entrance of Hajipura police station.,VIOLENT_POLITICAL_DEMONSTRATION
"Militants attacked the security forces checkpost in Spinal Raghzai area. While sources claim that 2 soldiers died in the attack, militants claim to have killed 5 soldiers.",GUERILLA_ATTACK_ON_GOV_FORCES
"Mirza Aftab Ahmed, a school teacher, was found shot dead. He had been shot several times and his body was riddled with bullets. ",ASSASSINATION
"the people of the area, who were protesting against the firing of KDA  that injured a resident of Ziaul Haq Colony, lit a bonfire at Rashid Minhas road disrupting traffic between Gulshan Chowrangi and UBL Sprts Complex. following the firing the protesters dispersed and then remerged claiming that 2 residents had died. they pelted vehicles with stones and lit tyres on fire. they also damaged traffic signals and marriage halls located at Rashid Minhas road. the police fired tear-gas shells to disperse them. 5 miscreants were arrested for creating a law and order situation.",VIOLENT_POLITICAL_DEMONSTRATION
A bomb placed under a bridge on the Quetta-Taftan highway went off partially damaging the bridge. A spokesman for the Baloch Republican Army claimed responsibility for the attack.,TERRORISM
One person was killed and nine others were seriously injured when a bomb went off in Pasrur town planted under the seat of the bicycle on Sunday. Authorities told that the bomb was Indian made ,TERRORISM
"The Dera Bugti district chief of Jamaat-i-Islami, Amaanullah Bugti and two other men were killed and another was injured when their car was ambushed near Sui and armed men opened fire on them. The reason behind the killing was said to be an old tribal enmity.",ASSASSINATION
"A large number of lawyers and political and social activsts held a protest demonstration outside the Supreme  Court, demanding the reinstatement of Chief Justice Iftikhar Mohammad Chaudhary. The protesting lawyers beat two pro-government lawyers in the Supreme Court, and their colleagues outside the premise thrashed some persons allegedly belonging to an intelligence agency when they tried to creep into the protest rally wearing black coats.",VIOLENT_POLITICAL_DEMONSTRATION
Shabbir Ahmad killed his sister-in-law on suspicion of her bad character.,ASSASSINATION
A body was found in the Badhber area which appeared to have been dumped there after being killed by suspected militants. ,ASSASSINATION
"Taliban seiged a house in Dadukhel suspecting that some criminals were hiding in the house. In the ensuing shootout, three Talibans and four 'criminals' were killed.",OTHER
"Two rockets were fired from the Jandran mountains by terrorists and landed in an open space, causing no loss of life or any injuries. Officials claimed they were meant to target the FC checkpost but could not do so.",GUERILLA_ATTACK_ON_GOV_FORCES
A jatoi tribesman was gunned down by the Mahar tribesmen because of previous disputes between the two tribes. Tension has mounted in the area since,ASSASSINATION
"Two armed men on a motorbike shot and killed Qari Abdul Mateen, who was a prayer leader, and his associate Hafiz Usman. ",ASSASSINATION
"It was alleged by Aftab Ahmad Shaikh, the Deputy Governor of the MQM(A) Coordination Committee, that policemen in plain clothes had stopped MQM Coordination Committee member Begum M.G.Siddiqui and threatened her with 'dire consequences' if she didn't divulge certain information. This was reported in the context of the MQM(A)'s claim that the government and intelligence agencies were attempting to cruch the Mohajir community politically and economically. ",THREAT_OF_VIOLENCE
Two bomb were defused from the Talaab Sheikh Maula Bux area of Sialkot.,TERRORISM
"armed tribesmen attacked FC post in Pathar Nullah. The rockets exploded in open areas, causing no casualty or damage. FC personnel retaliated and fired rockets on positions af assailants.",GUERILLA_ATTACK_ON_GOV_FORCES
"Two policemen were shot dead in the Model Colony, Malir after two culprits opened fire on them when they signalled the suspicious car to stop. Shafi Rind, Malir town police officer stated that terrorism could not be ruled out. ",ASSASSINATION
Two tribesmen were killed in an armed clash between two groups of the Daher tribe. The reason for the clash was not reported.,RIOT
unidentified killers shot dead the private security guard of the Norwegian Embassy on 24-dec-06.,ASSASSINATION
"The bomb disposal squad defused a 10-Kg bomb planted at a girl's seminary, after locals informed the police about the presence of a suspicious container. ",TERRORISM
"Students of the Sindh Punjabi Students Association attacked Sindhi students, injuring several of them. The JSTPSF claimed that when some of their members went to the college to settle the dispute they too were attacked by the SPSA. ",TERRORISM
"A police constable was killed and three others were injured after an exchange of fire between two rival groups in the Satellite town area. Constable Abdullah was passing through the area along with other policemen when caught up in the cross fire. Policemen Mumtaz, Farman and Rehmatullah were injured in the incident.",RIOT
"Following the assassination of an activist of the MQM-H, other activists reached the district courts in Malir, ransacked a confectioner's shop and resorted to firing into the air, which left several people injured.  Incidents of firing were also reported from the areas of Saudabad, Khokhrapar and other parts of Malir. ",TERRORISM
"Militants attacked the house of tribal elder Yar Akbar with rockets for allegedly spying for security forces and political administration.The army, that was deployed in the area, rushed to the spot and engaged the militants in battle, forcing the assailants to retreat. ",TERRORISM
"A man was killed while four of his companions were wounded when their car was ambushed by unidentified  assailants in Shareefabad, Baldia Town. ",ASSASSINATION
Two people died while two others were injured in poll related clashes in Abbotabad.,RIOT
"Two explosions were heard from different parts of Quetta. However, the exactly location of the blasts could not be ascertained.",TERRORISM
Violence re-erupted between the IJT and PSF as both groups exchanged fire in National College. 1 18-year-old boy was caught in the crossfire and received injuries. ,RIOT
A vehicle carrying personnel of the Sibi Scouts hit the landmine in Dera Bugti killing one security man and injuring four others. The vehicle was also completely destroyed.,TERRORISM
"In North Waziristan Agency, militants fired six rockets at a paramilitary base near Mirali town. No other detail was given.",GUERILLA_ATTACK_ON_GOV_FORCES
"Unidentified men shot dead a vegetable seller- Muhammad Rafiq, from Malakand in NWFP- standing next to his pushcart. ",ASSASSINATION
A group of militants attacked a patrolling party of security forces on the Palai-Katlang road. In retaliation the troops gunned down four militants in the exchange of fire.,CONVENTIONAL_ATTACK_ON_GOV_FORCES
"Members of PSF and IJT exchanged fire on campus, causing damage to the car of a professor. The two groups have exchanged fire on several occasions during the last 3 days. ",RIOT
Two people were shot dead in Dak Ismail village in the Pabi area by their rivals on Tuesday. ,ASSASSINATION
"A youth Muhammad Asif, was shot dead by two unidentified motorcylists when he was coming out of  his house in Chak Sada. No other information was given.",ASSASSINATION
At least 7 Nato tankers were destroyed at a parking lot when a bomb planted on one of them exploded. The explosion caused a fire that engulfed and destroyed 6 other tankers. ,TERRORISM
"Two men were gunned down outside a tea shop near Shabir Chowk in New Karachi when armed men on motorcycles opened fire on them, killing them on the spot.",ASSASSINATION
"A student activist, Syed Wasif Aziz, President of the United Student Front and a member of the central executive committee of the Jamaat-i-Islami, was shot dead by unknown people on motorcycles.  It is not known who was behind the attack or what their motives were. ",ASSASSINATION
Election day violence claimed the lives of 2 people during clashes between rival groups.,RIOT
a man and a woman who had eloped were executed on a jirga's order in Kala Dhaka.,ASSASSINATION
Police continued a crackdown on PPP workers and leaders in Punjab to deter them from making arragements for the reception of Asif Ali Zardari. Atleast 70 activists were arrested. Most of the arrests were made in Rawlapindi.,GOV_ATTACK_ON_CIVILIANS
A student was killed after he stepped on an improvised explosive device outside a seminary in South Waziristan. Suspected militants had reportedly planted the device outside the seminary.,TERRORISM
"Following the assassination of senoir MQM member Farooq Baig that sparked anger among MQM workers, Karachi witnessed a number of arson attacks that the police claimed targeted mostly vehicles owned by 'people from a particular ethnic background'. A carpet showroom was set ablaze. ",VIOLENT_POLITICAL_DEMONSTRATION
Three people were killed and as many injured in a tribal clah. Several people were arrested. No further details were given.,RIOT
3 people were injured when unidentified persons opened fire in Sher Shah on Tuesday.,ASSASSINATION
A man was shot dead in North Karachi.,ASSASSINATION
Many PSF workers were said to have been injured in the second baton charge of the month of SP office premises. The PSF workers were protesting at alleged kidnappings of some Government Zamindar Science College students by local transporters.,VIOLENT_POLITICAL_DEMONSTRATION
15 civilians were killed and 12 others were injured during the shelling in Karo Dara. According to locals the security forces mistook a group of displaced people for militants and began shelling them. Police said only 4 people had been killed and 12 injured.,GOV_ATTACK_ON_NONSTATE_COMBATANTS
"Two unidentified men knocked on the door of Ashraf's house in Qaimkhani colony and held him at knife point. They then barged into the house and slit the throat of his wife, Bushra Khatoon, and fled. The motive behind the murder could not be ascertained.",ASSASSINATION
"Two police constables, Mohammad Asif and Jamal Baig, were shot dead by unidentified people at a police picket. ",CONVENTIONAL_ATTACK_ON_GOV_FORCES
A man and his wife fell victim to an old dispute over ownership of a plot of land. They were killed by their relatives.,RIOT
