source_id,source_split,source_row,source_dataset,source_target_mention,text,gt_stance_toward_trump
trump_train_2475,train,2475,mtsd,1.0,I have been treating the #IowaCaucus like a sporting event;that's how I roll.I predict #Trump2016 &amp; #HillaryClinton winners!Polls are shaky.,Support
trump_train_2476,train,2476,Kawintiranon,0.0,not everyone in oklahoma is welcoming the president's visit. HTTP,Oppose
trump_train_2477,train,2477,mtsd,1.0,#Hillary #donaldtrump will have supporters as long as hate of other his theme as drugs r 4drug addicts they 💜 the high forget it's bad,Oppose
trump_train_2478,train,2478,Kawintiranon,0.0,@USER make sure that sleepy joe biden has drugs test .that cnnn and nytimess fake news get some draper to its pervert and corrupt candidate joe biden. joe biden china puppet imagine a candidate with a humans trafficking son hunter biden,Support
trump_train_2479,train,2479,mtsd,1.0,"In new poll, I'll explain how many voters said they'd be scared if #DonaldTrump or #HillaryClinton won presidency live on @fox25news at 8:04",Neutral
trump_train_2480,train,2480,mtsd,1.0,"Does your candidate end events saying I love you, I love you all, America.\nWell, @realDonaldTrump does.#Trump2016 #hillaryclinton #tedcruz",Support
trump_train_2481,train,2481,Kawintiranon,1.0,"#democrats want the #boston bomber, radical serial rapists, etc to vote from prison... \n\ngood luck, #democratstheenemywithin\n\n#trump\n#trump2020\n#kag\n#kag2020\n#maga\n#maga2020\n#kag2020landslidevictory \n#democratsarecorrupt \n#democraticdebate \n#thefive \n@USER",Support
trump_train_2482,train,2482,Titling,1.0,@paulyandco Just tell them you miss them. Trump is president. We could all die tomorrow. Fear nothing.,Oppose
trump_train_2483,train,2483,mtsd,1.0,If repos cause #DonaldTrump to start 3rd Party - it is not Trump putting #HillaryClinton in - it is repo party doing it - per #LindseyGraham,Neutral
trump_train_2484,train,2484,Kawintiranon,0.0,@USER all but nicholas sandman was so great! the maga hat was a great ending #maga,Support
trump_train_2485,train,2485,mtsd,1.0,Why do I feel like I am going to wake up and find out current presidential candidates are just a kickass #SNL skit? #Trump2016 #Hillary2016,Oppose
trump_train_2486,train,2486,semeval,1.0,@ericbolling @GeraldoRivera @realDonaldTrump People who think like Geraldo are dangerous for America.,Oppose
trump_train_2487,train,2487,semeval,1.0,Conflict is a vehicle for change! Ask @realDonaldTrump Trump becoming a front runner. #USA #leadership,Support
trump_train_2488,train,2488,semeval,1.0,People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites,Support
trump_train_2489,train,2489,mtsd,1.0,"#Trump2016 Cruz said Reagan would never write checks to #democrat, does #Cruz know Reagan used to BE a democrat? So yes, #Reagan did.",Support
trump_train_2490,train,2490,Titling,1.0,NBC News: Third CEO Quits Trump Council After Charlottesville Remarks http://nbcnews 👍🏿,Oppose
trump_train_2491,train,2491,mtsd,1.0,#Cruz will be an unbending double talking idealog like #Obama just coming from the other direction. No give &amp; take. Stalemate. #Trump2016,Support
trump_train_2492,train,2492,mtsd,1.0,#DonaldTrump doesn't talk about plans for Americans at the podium in Michigan tonight but puts down #HillaryClinton &amp; #LindseyGraham,Oppose
trump_train_2493,train,2493,mtsd,1.0,Hmmm....I wonder if #Hillary had sex this morning for good luck? Y'all know goddamn well #TRUMP did! #TrumpTrain #iacaucus #IowaCaucus #p2,Support
trump_train_2494,train,2494,mtsd,1.0,"@realDonaldTrump Maybe she thinks that if Mafia bosses can run things from behind bars, she can, too. #HillaryForPrison2016 #Trump2016",Support
trump_train_2495,train,2495,Kawintiranon,1.0,@USER that was no moderator - he gave biden softballs and tried to set traps for trump. disgraceful!,Oppose
trump_train_2496,train,2496,Titling,1.0,@nytimes thanks #Donald. You've really fucked up global relations with your #Russiagate,Oppose
trump_train_2497,train,2497,Kawintiranon,1.0,@USER had you known would you have cared/watched? for me personally i don't give a rat's patooti with anything that any of the dems have to say. they are all bullshit artists and that's not for me. \n\n#trump2020 !\n#lawandorder\n🙏🇺🇸 ❤🇺🇸,Support
trump_train_2498,train,2498,mtsd,1.0,"Birds of a feather... #Cruz:\nMcCain: a \wacko bird\""\nBoehner: a \""jackass\""\nSenior GOP official: \"" a joke\""\n#DONALDTRUMP: a \""maniac\""\n#GOPDebate""",Oppose
trump_train_2499,train,2499,semeval,1.0,@meetthepress @ron_fournier @realDonaldTrump Typical Liberal Media. Trump has now evolved. He is now non Mexican Pro Life.,Oppose
trump_train_2500,train,2500,mtsd,1.0,"The fact that #DonaldTrump think his best attack against #HillaryClinton is to go after #BillClinton is a good sign, don't you think!",Neutral
trump_train_2501,train,2501,semeval,1.0,RT @reel_fisherman6: I think Donald would bring this country back to where we used to be,Support
trump_train_2502,train,2502,Kawintiranon,1.0,"today’s #democraticconvention is pretty awesome so far, and gives me hope. praying we can possibly piece back the destruction caused by trump and his administration these past 3+ years. goodness and common sense still exists. #votebluetosaveamerica #voteblue #bidenharris2020",Oppose
trump_train_2503,train,2503,constance,1.0,"Anybody got a count on how many times @realDonaldTrump has said \\""disaster\""\""? #debate #imwithher""",Oppose
trump_train_2504,train,2504,mtsd,1.0,If hardworking honest Americans turn out to vote in high numbers #Hillary2016 doesnt stand a chance. #Trump2016 #Rubio2016 #Cruz2016,Support
trump_train_2505,train,2505,mtsd,1.0,"#Greta, #DonaldTrump says he is not neg. on #TedCruz, but he keeps repeating his talking points about birth, &amp; possible problem. get real.",Oppose
trump_train_2506,train,2506,mtsd,1.0,"@Anomaly100 I heard someone shouting \HO HO HO!!\"" last night- #DonaldtRump was rehearsing his talking points for debate with #HillaryClinton""",Neutral
trump_train_2507,train,2507,mtsd,1.0,"If you're totally fine with more terror attacks, and an assault on the #2nd vote for #Hillary. #OhHillNo #Trump2016",Support
trump_train_2508,train,2508,mtsd,1.0,#DonaldTrump Could Be FAKE #BernieSanders~Just #Hillary Gone Hysterical~No Change JUST Muddling into Collapse #msnbc #foxnews #nyt #wsj #cnn,Oppose
trump_train_2509,train,2509,semeval,1.0,"Anyone who is against @realDonaldTrump 4 president, has no clue of his success and the potential of greatness he can do 4 us.",Support
trump_train_2510,train,2510,mtsd,1.0,"Every time #Cruz claims the #GOPe prefers #Trump over him, remind yourself who they were gunning to take out tonight.\n\n#Trump2016 #TCOT #GOP",Support
trump_train_2511,train,2511,mtsd,1.0,"Boooooo #DonaldTrump! and Look @ #ChrisChristie #TedCruz these are your petulant children Your playground bullies, chumps playing the dozens",Oppose
trump_train_2512,train,2512,mtsd,1.0,Dumos shaking in their boots. #DonaldTrump reckoning force for adversity. #BarackObama and #HillaryClinton will not be able to save dumos.,Support
trump_train_2513,train,2513,mtsd,1.0,@irritatedwoman I worry that #Cruz will be equally as divisive as #Obama. #Rubio not enough experience. Vote #Trump2016 no more politicians,Support
trump_train_2514,train,2514,mtsd,1.0,"1200 Americans surveyed; despite losing 14 &amp; 28 points, Hillary &amp; Trump still lead in Iowa #DonaldTrump #HillaryClinton",Neutral
trump_train_2515,train,2515,Kawintiranon,0.0,@USER mr. president!\ni have yet to see the #dscabal be a truly good judge of character...they don't have to be. all they need to do is follow their #dsplaybook and lure their victims into a bad situation...later using blackmail on them. they will usually do whatever they ask!\n#maga HTTP,Support
trump_train_2516,train,2516,semeval,1.0,Really respect @realDonaldTrump for giving up #TheApprentice to make way for his #campaign #AmericaNeedsThis #GodBlessedAmerica,Support
trump_train_2517,train,2517,mtsd,1.0,Unless something unforseen happens we could very well be looking at a #DonaldTrump vs #HillaryClinton presidential ticket.,Neutral
trump_train_2518,train,2518,mtsd,1.0,#DonaldTrump acts like #crybaby when criticized Give him a #hankie #media keeps him going All about #money for them #HillaryClinton isBest,Oppose
trump_train_2519,train,2519,Titling,1.0,“The rally is its own genre of performance” – @SmithInAmerica on Trump's neverending campaign.,Neutral
trump_train_2520,train,2520,mtsd,1.0,It is past time that we root out witches &amp; warlocks. Burn them or intern them. #Trump2016 #PaulRyan #RepublicansAreStupid #FoxNews #TedCruz,Neutral
trump_train_2521,train,2521,Titling,1.0,@infinity1120 @GoldyHarpTrout @Cincinnati__Kid @bearwoofie @Jillibean557 @Julien_Assange @JoeTurner212 @realDonaldTrump No. Big majority in the military support Trump and understand the dead end the globalists have planned for us.,Support
trump_train_2522,train,2522,Titling,1.0,"@nytopinion @JuliusKrein So, he agreed with Trump's policies, overlooked the access Hollywood tape, unfazed by the Russia narrative, but critizing Antifa was 2much",Oppose
trump_train_2523,train,2523,mtsd,1.0,I've always wondered why the Wizard gave #TedCruz a brain. He never uses it....then again neither does #DonaldTrump,Oppose
trump_train_2524,train,2524,Kawintiranon,1.0,when it comes to voting for president of the united states you are voting for policy over personality. you are not voting for who you think you would be friends with. you may not like trump but his policy blows away joe biden’s and that is far more important #debates2020,Support
trump_train_2525,train,2525,Titling,1.0,@J_A_Maher @POTUS @FoxNews &amp; the @washingtonpost did it's job all or true. You blindly defend Trump &amp; justify it lying or comparing it to what you think abt others☺,Oppose
trump_train_2526,train,2526,mtsd,1.0,THE DEMOCRAT PARTY GAVE AWAY THIS ELECTION FROM BEING COERCED BY THE CLINTON MACHINE. #TRUMP HILLARY IS UNELECTABLE. #TRUMP2016 #TEDCRUZ2016,Support
trump_train_2527,train,2527,Kawintiranon,0.0,why is @USER famous? wow another cringe-worthy musical number at the #demconvention.,Neutral
trump_train_2528,train,2528,Kawintiranon,0.0,bernie passionately touting his own cred as an old-school progressive and pointing out what a poseur biden is. #demdebate,Neutral
trump_train_2529,train,2529,mtsd,1.0,#YouAreInDenialIf U think there is any difference btwn #HillaryClinton and #DonaldTrump U cannot trust either one to keep their promises.,Oppose
trump_train_2530,train,2530,semeval,1.0,@realDonaldTrump we need someone like you who won't back down to ANYONE or ANYTHING,Support
trump_train_2531,train,2531,constance,1.0,"A vote for #Trump, a misogynistic racist bigot, is a vote for Caiaphas...",Oppose
trump_train_2532,train,2532,Kawintiranon,1.0,@USER yes sir 🙏🏻🇺🇸🙏🏻🇺🇸🙏🏻🇺🇸 thank you #4moreyears #trump2020 #maga,Support
trump_train_2533,train,2533,Kawintiranon,0.0,remember to educate your white friends about uncle tom #rnc2020,Neutral
trump_train_2534,train,2534,mtsd,1.0,'France Closes Borders' &lt; Tres Bien! You may want to keep it that way. Let's do same TODAY in USA. \n#Trump2016 #TedCruz2016 #ParisAttacks,Support
trump_train_2535,train,2535,Titling,1.0,@ForeverReagan No this is all because of the current President of the United States Donald J Trump. These are his supporters.,Oppose
trump_train_2536,train,2536,mtsd,1.0,@ArktinenJenkki &amp;just btw would u rather a #DonaldTrump or a #HillaryClinton ?!come on there has to be a silver lining be it Clinton/sanders,Oppose
trump_train_2537,train,2537,Titling,1.0,Nothing is more #fake than Trump's second attempt to criticize the white supremacists. And nothing more #rude than his attack on the press.,Oppose
trump_train_2538,train,2538,semeval,1.0,.@realDonaldTrump should've kept his mouth shut & not run for Pres. He is making the biggest fool out of himself. He's fired,Oppose
trump_train_2539,train,2539,mtsd,1.0,Americans have a tough choice this time - lying liberals or certified bigots ... #politics #election2016 #trump2016 #Hillary2016,Oppose
trump_train_2540,train,2540,mtsd,1.0,"Interesting, only #foxnews poll shows #DonaldTrump beating #HillaryClinton. All others show her beating the Donald.",Neutral
trump_train_2541,train,2541,Titling,1.0,@JoanneBannister Must wake up early to see the next person to be #fired by the #Donald. Never a dull moment with this administration. #Scaramucci had to go.,Neutral
trump_train_2542,train,2542,mtsd,1.0,Hillary presidency in a nutshell: If you disagree with her (about anything) you will be labeled a sexist. #Hillary2016 #Trump #Trump2016,Support
trump_train_2543,train,2543,mtsd,1.0,"I will never vote for #CRUZ because he thinks we need \immigration reform\"" instead of enforcement. #CRUZersRLosers #Trump2016""",Support
trump_train_2544,train,2544,mtsd,1.0,"#HillaryClinton says \Hell No\"" she won't apologize for unsubstantiated accusation that #ISIS uses #DonaldTrump statements to recruit. CNN""",Neutral
trump_train_2545,train,2545,Kawintiranon,1.0,i’m pretty sure if people actually think joe biden is their candidate and not trump then no debate is really going to change that. the entire establishment and psychos are voting for biden. the people who want to save america is voting for trump. cut and dried.,Support
trump_train_2546,train,2546,Titling,1.0,So Bannon said either Trump does what Bannon wants or he'll go to war with Trump.🤔,Oppose
trump_train_2547,train,2547,Kawintiranon,0.0,"lousiana... social distancing, cool background and love the sunglasses. #biden2020",Oppose
trump_train_2548,train,2548,semeval,1.0,@ChristieC733 YES DONALD U R 100% CORRECT' as long as u stay the coruse and don't pander to GOP U GOT MY VOTE,Support
trump_train_2549,train,2549,Kawintiranon,0.0,watching the #demdebate is like listening to a convalescent home squabble..\n\nhardly bearable,Neutral
trump_train_2550,train,2550,mtsd,1.0,DEMOCRATS:\n\nObama: Aids Islamic Terror\nHillary: Allows Ambassador to die\nKerry: Gives Iran nukes\nPelosi: An imbecile\n\n#Trump2016 #Cruz2016,Support
trump_train_2551,train,2551,mtsd,1.0,If #Hillary2016 has support from establishment GOP what does that tell you? there IS NO DIFFERENCE! Be brave. Vote for the ppl. #Trump2016,Support
trump_train_2552,train,2552,mtsd,1.0,@oscartistic bye have a good life #Trump2016 #Rubio2016 #Cruz2016 and i would rather vote for #Bernie2016 than #Hillary2016 hillary=idiot,Oppose
trump_train_2553,train,2553,mtsd,1.0,I guarantee you #DonaldTrump that #TedCruz won't copy ur support of eminent domain &amp; Bloomberg breaking term limit laws in NYC like Castro,Neutral
trump_train_2554,train,2554,semeval,1.0,@realDonaldTrump Some people just want to be president. Others want to MAKE AMERICA GREAT AGAIN!,Support
trump_train_2555,train,2555,Kawintiranon,1.0,steven rogers @USER unleashes live right now about @USER on the cbj military hero show \n\nwatch the military show now ⏬\nHTTP\n\n@USER @USER @USER @USER @USER\n\n#military #conservative #trump2020 #maga HTTP,Support
trump_train_2556,train,2556,mtsd,1.0,"While the American public continues to bash #DonaldTrump for his stupid remarks, #BarackObama &amp; #HillaryClinton is getting away with murder.",Oppose
trump_train_2557,train,2557,semeval,1.0,Donald Trump for president? I can dig it.,Support
trump_train_2558,train,2558,Kawintiranon,1.0,@USER @USER ✅ followed as well! fb #trump2020 #protect2a,Support
trump_train_2559,train,2559,Kawintiranon,0.0,@USER @USER quick question...are we going with #maga again this year?\n\ni was thinking using #maga again would be a sign of failure for an incumbent...like what has he done the past 4 yrs if he's using the same #maga slogan again.\n\nlet us know.\n\nthanks.,Support
trump_train_2560,train,2560,constance,1.0,RT @DanScavino: Jesse Jackson on @realDonaldTrump - when he donated space for the Rainbow/Push Coalition. #DebateNight,Support
trump_train_2561,train,2561,Kawintiranon,1.0,@USER @USER @USER yes. a very sad day for america among many since trump stole office.,Oppose
trump_train_2562,train,2562,Titling,1.0,@RogerJStoneJr @brianstelter Most of Trump's base couldn't get into Bedminster as well. Are you calling them riff-raff? Uh-oh.,Oppose
trump_train_2563,train,2563,Titling,1.0,@thehill Trump has done more good for AMERICA than any president since Reagan. Especially Obama the Muslim! You have been brainwashed by liberals.,Support
trump_train_2564,train,2564,Kawintiranon,1.0,@USER is owning the stage tonight! i would love to see her take on trump! #demdebate #presidentwarren,Oppose
trump_train_2565,train,2565,Titling,1.0,WaPo: Bannon Feels Trump Is 'Revolutionary Figure on World Stage' - Breitbart,Support
trump_train_2566,train,2566,constance,1.0,"RT @onlxn: GIULIANI: Sexual assault talk respahnse video, take 1! TRUMP: \\""Look, people... relax, OK?\""\"" GIULIANI: We nailed it! CONWAY: Try again""",Oppose
trump_train_2567,train,2567,Titling,1.0,@BiglyPrez Donald you did worse by getting in the with Russia Long before Obama became president of the United States you need to start your mess,Oppose
trump_train_2568,train,2568,Kawintiranon,0.0,long live carpe! #qanon HTTP,Support
trump_train_2569,train,2569,mtsd,1.0,"#GOP #DonaldTrump #TedCruz #JebBush #MarcoRubio #MikeHuckabee dumber than babies, racist as Lester Maddox, murderous as John Wayne Gacy.",Oppose
trump_train_2570,train,2570,Kawintiranon,1.0,"@USER @USER i think @USER is looking in the wrong place for comrades. the russians are working for the #trump campaign, with full knowledge of the #gop . our intelligence community has said so.",Oppose
trump_train_2571,train,2571,mtsd,1.0,"Every time #DonaldTrump says #HillaryClinton doesn't have \Strength &amp; Stamina\"" to be president I hear \""WOMAN\""! &amp; it pisses me off!\n#maddow""",Oppose
trump_train_2572,train,2572,semeval,1.0,@soxsher @Lrihendry @realDonaldTrump Please make it right again!,Support
trump_train_2573,train,2573,Kawintiranon,1.0,soooooooooo tiktok can get deleted like that.... but the kkk can stay???? 🤔 #tiktokbanned #dumptrump,Oppose
trump_train_2574,train,2574,mtsd,1.0,#Cruz and #DonaldTrump. Two circle jerks that have no idea what the America people want. We don't like either of you!,Oppose
trump_train_2575,train,2575,mtsd,1.0,#Hillary is the worse #Democratic candidate in years We cannot hand her the #WhiteH with a Nationally unalectable candidate #Trump2016 #GOP,Support
trump_train_2576,train,2576,mtsd,1.0,"#DonaldTrump #TedCruz &amp; #BenCarson have led most #GOP polls..but when real votes are cast, the nominee will end up being Rubio or Bush",Neutral
trump_train_2577,train,2577,mtsd,1.0,If #DonaldTrump can be 1 or 2 in #Iowa then he wins #NewHampshire that sets up a battle with #TedCruz in the south. Where does Rubio win?,Neutral
trump_train_2578,train,2578,constance,1.0,RT @billyeichner: Donald Trump thinks SNL is doing a hit job on HIM? Imagine how Toonces the Driving Cat feels!,Oppose
trump_train_2579,train,2579,Kawintiranon,1.0,"@USER @USER he may know the details inside and out(i'm doubtful of that) but sean would present the information in a way that is most flattering to trump, and omit any information contrary to that narrative. i wouldn't trust anything he says without reviewing all the details myself.",Oppose
trump_train_2580,train,2580,Titling,1.0,@JenDeplorable #pimppotus\n#FakePresident\n#Trump⛳🏌\nloves you &amp; wants to grab your privates,Oppose
trump_train_2581,train,2581,mtsd,1.0,I wish I knew more about #TedCruz . I want to be happy about the dent in #DonaldTrump 's ambitions but not sure if the new guy's any better!,Oppose
trump_train_2582,train,2582,constance,1.0,"RT @tracysefl: Roughest conversation I had yesterday was w/Iraq vet w/PTSD, who said, \\""We do blame ourselves&#8211;wrongly. It's part of our struggle.\""\"" FU Trump.""",Oppose
trump_train_2583,train,2583,Kawintiranon,1.0,"@USER @USER hard pass , the only back harris has is her own, and clearly it's getting worn out being used to get jobs since she can't win a election. she hates the poor, she lies, she want's to be a dicktaker, oops dictator, so i will be voting #trump2020 bcuz i love my country.",Support
trump_train_2584,train,2584,Kawintiranon,1.0,@USER this guy looks like the joker. no photoshop. #trump2020 HTTP,Neutral
trump_train_2585,train,2585,mtsd,1.0,@OutnumberedFNC I've said for 30yrs #Hillary habitual liar is nothing less than #LiberalProgressivesocialist piece of #DogDung #Trump2016,Support
trump_train_2586,train,2586,constance,1.0,"RT @elizabethforma: Nope, @realDonaldTrump: the only things that keep your mind racing at night are your next racist, sexist tweets & disgusting lies.",Oppose
trump_train_2587,train,2587,mtsd,1.0,"While watching #DonaldTrump closed captioned, #TedCruz said at moderators \I may have to leave the stage.\"" Maybe he go to #Trump? #GOPDebate""",Support
trump_train_2588,train,2588,Kawintiranon,0.0,.@USER @USER @USER @USER @USER @USER @USER @USER huge fail choosing to insert constant commentary instead of showing us the dnc feed in its entirety. many rural americans count on broadcast tv! #dnc2020 #dncconvention,Neutral
trump_train_2589,train,2589,Kawintiranon,1.0,@USER you know how many thousands of people die a year from fast food to cigarettes or over-prescribed medication? no one needs your fear spreading nonsense. #maga #maga2020 #trump2020,Support
trump_train_2590,train,2590,mtsd,1.0,#DonaldTrump going after #BillClinton is a mistake. \nIt'll only remind us of what #HillaryClinton had to put up with. \nShe's a saint!,Oppose
trump_train_2591,train,2591,mtsd,1.0,I knew #donaldTrump would never win the IA caucus. Congrats #TedCruz I was worried that Hilary would have to run against that a hole,Oppose
trump_train_2592,train,2592,Kawintiranon,1.0,"dear president trump,\n*** nobody likes you! ***\n#imvotingforjoe #vote #voteblue #votebidenharris2020 #votebluetosaveamerica #bidenharris2020 #bidenharris HTTP",Oppose
trump_train_2593,train,2593,Kawintiranon,1.0,@USER @USER @USER @USER @USER @USER buckle up heehaw!!\n#trump2020 #trump2020landslide HTTP,Support
trump_train_2594,train,2594,Kawintiranon,0.0,@USER the uk spamming bbc news on facebook #saveourchildren ... the uk waking up!! HTTP,Neutral
trump_train_2595,train,2595,Kawintiranon,1.0,"@USER your absolutely right brit and here's your answer. they would have to be a true patriot to our usa the constitution/ bill of rights just like our potus trump and family and millions of americans that will re-elect our potus, take the house, keep the senate &amp; roll on #maga",Support
trump_train_2596,train,2596,Kawintiranon,1.0,"@USER every poll i have seen says trump won. however, everyone around me thinks neither won.",Oppose
trump_train_2597,train,2597,semeval,1.0,I like many entries in the 2016 Presidential race; but no one is more accomplished than Donald Trump. His cabinet will be full.,Support
trump_train_2598,train,2598,Kawintiranon,0.0,"@USER vote out every #republican - local, state &amp; federal. #voteblue2020 #votebluenomatterwho #votebluetosaveamerica #voteblue HTTP",Oppose
trump_train_2599,train,2599,Titling,1.0,Shoulda been the 1st group 2 resign! Member of Trump's Evangelical Advisory Board resigns over 'conflict in values',Oppose
trump_train_2600,train,2600,mtsd,1.0,"It's absurd for the panel to suggest independents will reject #Trump2016, in favor of a lying, corrupt #HillaryClinton. #FNS #FoxNewsSunday",Support
trump_train_2601,train,2601,Kawintiranon,0.0,"what’s going on at the #dnc2020 today? tony bettack joins the show from inside the convention hall. also, the son of the president, @USER joins @USER &amp; @USER at 4:50 on wisconsin’s afternoon news, right after bucks basketball on wtmj! HTTP",Neutral
trump_train_2602,train,2602,Titling,1.0,"@Alysson Yeah, think it may have been him, he said Dr Trump lol",Oppose
trump_train_2603,train,2603,Kawintiranon,0.0,"@USER @USER johnny, how is it that a fiscal conservative, principled, catholic man can support a socialistic, communistic , pro-abortion candidate and platform? did you fall and hit your head? did @USER hurt your little feelings?\n\n@USER = anarchy and communism #maga",Support
trump_train_2604,train,2604,mtsd,1.0,"I'm amazed that #GOP is so scared of #DonaldTrump, they fear if he's the nominee #HillaryClinton will win. Is the @GOP this stupid?",Neutral
trump_train_2605,train,2605,mtsd,1.0,Hey #Cruz Feller - I'm not takin a cotton to your slick talkin - So be git downtrail a piece afore I put the dogs on your ass! - #Trump2016,Support
trump_train_2606,train,2606,Kawintiranon,0.0,a billionaire attacking a guy for owning a summer cabin #demdebate #demdebates #fckbloomberg,Neutral
trump_train_2607,train,2607,Titling,1.0,Another Advisory Council To Trump Is Falling Apart - BuzzFeed News,Oppose
trump_train_2608,train,2608,mtsd,1.0,"Obama is not alone trying to destroy America: the Democrat Party, almost to a man, is fully complicit. #Trump2016 #Cruz2016 #ParisAttack",Support
trump_train_2609,train,2609,mtsd,1.0,@VanityFair just the thing America needs. Palin explaining things for Trump. Way to go people! #USElection #Trump2016 #Hillary2016,Oppose
trump_train_2610,train,2610,Titling,1.0,"Making things \Great Again\"" huh #Donald?? 🤦🏾‍♂️ #wtf 🙏🏾 up for #Charlottesville! Check out the…""",Oppose
trump_train_2611,train,2611,Titling,1.0,@YouTube Army of God unite behind President Trump.,Support
trump_train_2612,train,2612,mtsd,1.0,"#DonaldTrump reneges his earlier statement that #TedCruz doesn't have the temperament to be president. \He's got a wonderful temperament.\""""",Neutral
trump_train_2613,train,2613,Kawintiranon,1.0,r.i.p 💀 nfl 🏈 it's over 😆\nHTTP\n🤡🤪🤡🤪🤡🤪🤡🤪\n#nfl #trumprally #trump2020 #maga #maga2020 #lol #trumprallynevada #trumptrain #trump2020landslide HTTP,Support
trump_train_2614,train,2614,mtsd,1.0,#HillaryClinton lies so bad now #BernieSanders caught lying disease from her! He's a major Pinocchio. #Trump2016 keeping it real.,Support
trump_train_2615,train,2615,semeval,1.0,@TMZ trump a guy born with a silver spoon up his ass who has never done a hard days work in his life #DumpTrump #YoureFired,Oppose
trump_train_2616,train,2616,constance,0.0,She is on her game #ImWithHer,Oppose
trump_train_2617,train,2617,Titling,1.0,Angry Trump says Russia ties at ‘very dangerous low’,Neutral
trump_train_2618,train,2618,semeval,1.0,IF Trump could build the WALL it would provide jobs & also B a tourist attraction & pay 4 itself LEGALS arent the ones offended!,Support
trump_train_2619,train,2619,Kawintiranon,1.0,"@USER with another great one that chould be the #trump2020 anthem. well done, bryson. keep'em coming! #magasteppin #maga #kag #joebidenisaracist \n\nHTTP",Support
trump_train_2620,train,2620,Kawintiranon,0.0,the 👏🏻 iran 👏🏻 deal 👏🏻 wasn’t 👏🏻 working 👏🏻\n\n#democraticdebate #demdebate,Neutral
trump_train_2621,train,2621,Kawintiranon,0.0,@USER @USER obviously a huge misunderstanding about what getting covid-19 means. they are ignoring the fact that permanent injury or death are possibilities. \n#rnc2020 #gopcorruptionovercountry,Neutral
trump_train_2622,train,2622,mtsd,1.0,@rushlimbaugh #Cruz said yrs ago his life goal was #POTUS so by default he's just another career #Politician to never trust #Trump2016,Support
trump_train_2623,train,2623,mtsd,1.0,"\Hooray trump lost!\""\n\""Great! Who won!\""\n\""A slightly more extreme pro-life bloke\""\n\""Bugger.\""\n#Trump2016 #TedCruz #IowaCaucus""",Oppose
trump_train_2624,train,2624,Kawintiranon,0.0,“we have buried the putrid corpse of liberty” – @USER #makeamericagreatagain,Neutral
trump_train_2625,train,2625,Kawintiranon,0.0,every #joebiden answer:\n“number 1... number 2... number 2... period. #demdebate #berniesurge #hellnojoe #bernie2020 #bernieorbust2020 #notmeus,Neutral
trump_train_2626,train,2626,constance,1.0,RT @Nate_Cohn: Americans totally split on whether --Trump *was* lying about birtherism --Trump changed his mind --Trump is *now* lying,Oppose
trump_train_2627,train,2627,mtsd,1.0,cooler heads prevail- #IowaPoll is fixed we know it and all others put #cruz still unable to break out of the mid teens.. #Trump2016,Support
trump_train_2628,train,2628,Titling,1.0,"@Lydiad1957 @funder @realDonaldTrump Or as they will call it, tRump Day.",Oppose
trump_train_2629,train,2629,mtsd,1.0,#GOPDebate think what #Trump2016 is saying that #Cruz2016 should get a court writ saying he's eligible - debate over BEFORE general election,Neutral
trump_train_2630,train,2630,Titling,1.0,California sues the Trump administration over 'sanctuary city' funding threat,Oppose
trump_train_2631,train,2631,Kawintiranon,1.0,"@USER thing is, they're ready to \oppose tyranny\"" when trump loses. they'll be out with their guns wreaking havoc. really bad things are coming to the us in november.""",Neutral
trump_train_2632,train,2632,semeval,1.0,@GreggJarrett @FoxNews @GeekGirl2u @realDonaldTrump will do fine with legal Latino voters. #MakeAmericaGreatAgain,Support
trump_train_2633,train,2633,mtsd,1.0,"If the election were today, #HillaryClinton would beat #DonaldTrump 47-40% and #BernieSanders would beat Trump 51-38%.\nh/t @QuinnipiacPoll",Neutral
trump_train_2634,train,2634,Titling,1.0,I love the header above the @Newsweek banner. TRUMP is the unnatural disaster!,Oppose
trump_train_2635,train,2635,Kawintiranon,1.0,"@USER @USER biden did it his own way. didn’t get into a shouting match with him. trump was a rude, insubstantial showman just as expected.",Oppose
trump_train_2636,train,2636,Kawintiranon,1.0,this is truth. #alllivesmatter #unbornbabylivesmatter #trump2020\n'pure evil – it's borderline satanic': black media man hammers dems HTTP,Support
trump_train_2637,train,2637,mtsd,1.0,"#TeaParty #Hillary People racing out of stores for the better deal. Shop owners upset; slander newcomer, vilify those who leave #Trump2016",Support
trump_train_2638,train,2638,Kawintiranon,0.0,@USER \n\nreminder of what your cult leader did\nkids/babies in cages\nguess your head is up his ass so far you can't see\n\n#votetedout\n#votebluetoendthisnightmare \n#votebluetosaveamerica HTTP,Oppose
trump_train_2639,train,2639,mtsd,1.0,@photo4art @AppSame \n#HillaryClinton will leave us in the lurch just like she left them hang in Benghazi. \n#Trump2016,Support
trump_train_2640,train,2640,mtsd,1.0,"Shorter #DonaldTrump: #TedCruz, don't call out RINO back-stabbers like McConnell, make nice, make deals... .@glennbeck .@PatandStu",Neutral
trump_train_2641,train,2641,Kawintiranon,1.0,"@USER the groundbreaking peace deal between israel and uae has paved the way for peace in the middle east, brokered by @USER. \n\nthey said he'd start wars.\n\n#trump2020 #trumplandslidevictory2020 #maga #maga2020 \n\n HTTP",Support
