source_fid,source_event_id,source_claim,source_claim_raw,text,gt_protest_claim
StZ_20110118_GSSUED_846,StZ_20110118_GSSUED_846_1,900.0,infrastructure,"Der Politikdidaktiker Andreas Brunold sprach sich ebenfalls gegen das Projekt aus. Er sagte, der Bahnhof sei das Herz der Stadt, nicht das von Europa. UEber sein Schicksal sollten die Bürger entscheiden. Stuttgart 21 tauge als Beispiel für den Politikunterricht. Der Lernzprozess sei für die Bürgergesellschaft nicht hoch genug einzuschätzen.",Infrastructure
StZ_20110121_GBBS_205,StZ_20110121_GBBS_205_1,900.0,infrastructure,Stuttgart-21-Gegnerinnen,Infrastructure
StZ_20110125_SSZUE_323,StZ_20110125_SSZUE_323_1,900.0,infrastructure,"Vor den 6500 Teilnehmern (die Polizei sprach von weniger als 3000 Demonstranten) rief der frühere Leiter der Bachakademie, Andreas Keller, in Anspielung an Pressetexte der Bahn dazu auf, für einen \""Rückbau\"" der jetzigen Landesregierung zu kämpfen",Infrastructure
StZ_20110125_SSZUE_323,StZ_20110125_SSZUE_323_2,900.0,infrastructure,"Parolen skandiert, Lieder gesungen",Infrastructure
StZ_20110130_WGSSGS_348,StZ_20110130_WGSSGS_348_1,900.0,infrastructure,Baustopp von Stuttgart 21,Infrastructure
StZ_20110130_WGSSGS_348,StZ_20110130_WGSSGS_348_1,900.0,infrastructure,"\""Stuttgart 21 steht für eine falsche, überholte, menschenverachtende und skandalöse Politik",Infrastructure
StZ_20110130_WGSSGS_348,StZ_20110130_WGSSGS_348_1,900.0,infrastructure,Ein Bahntunnel ist in Offenburg wichtiger als in Stuttgart,Infrastructure
StZ_20110131_LRGDB_460,StZ_20110131_LRGDB_460_1,900.0,infrastructure,"\""Besseres Essen in der Mensa\",Infrastructure
StZ_20110131_LRGDB_460,StZ_20110131_LRGDB_460_1,900.0,infrastructure,Saubere Toiletten in den Schulen,Infrastructure
StZ_20110131_LRGDB_460,StZ_20110131_LRGDB_460_1,900.0,infrastructure,"Das viele Geld für den Stuttgarter Tiefbahnhof wäre in der Bildung besser aufgehoben, sagte eine der studentischen Sprecherinnen",Infrastructure
StZ_20110201_DVIHI_394,StZ_20110201_DVIHI_394_1,900.0,infrastructure,Einige der S 21-Gegner,Infrastructure
StZ_20110207_BRGMP_215,StZ_20110207_BRGMP_215_1,900.0,infrastructure,für einen Ausbau des Nahverkehrs,Infrastructure
StZ_20110207_BRGMP_215,StZ_20110207_BRGMP_215_1,900.0,infrastructure,Stuttgart 21 bremst aus,Infrastructure
StZ_20110209_DEVAEG_1025,StZ_20110209_DEVAEG_1025_1,900.0,infrastructure,"Hejo, leistet Widerstand, gegen das Milliardengrab im Land",Infrastructure
StZ_20110220_WMG_162,StZ_20110220_WMG_162_1,900.0,infrastructure,Let'S21 putz - weg den alten Mief,Infrastructure
StZ_20110220_WMG_162,StZ_20110220_WMG_162_2,900.0,infrastructure,Bürger für Stuttgart 21,Infrastructure
StZ_20110318_BUELFD_164,StZ_20110318_BUELFD_164_1,900.0,infrastructure,für das Projekt; Stuttgart 21,Infrastructure
StZ_20110318_BUELFD_164,StZ_20110318_BUELFD_164_1,900.0,infrastructure,Befürworter von S 21,Infrastructure
StZ_20110318_BUELFD_164,StZ_20110318_BUELFD_164_1,900.0,infrastructure,Kopfbahnhöfe zu Durchgangsbahnhöfen umrüsteten,Infrastructure
StZ_20110320_TG_550,StZ_20110320_TG_550_1,900.0,infrastructure,gegen S 21,Infrastructure
StZ_20110320_TG_550,StZ_20110320_TG_550_1,900.0,infrastructure,gegen das umstrittene Bahnprojekt Stuttgart 21,Infrastructure
StZ_20110320_TG_550,StZ_20110320_TG_550_1,900.0,infrastructure,kritisierten die Landesregierung scharf wegen Stuttgart 21,Infrastructure
StZ_20110320_TG_550,StZ_20110320_TG_550_1,900.0,infrastructure,unsinnige Bahnprojekt,Infrastructure
StZ_20110417_GRDSZ_142,StZ_20110417_GRDSZ_142_1,900.0,infrastructure,"S-21-Gegner rufen die SPD zur \""Einsicht\"" auf",Infrastructure
StZ_20110417_GRDSZ_142,StZ_20110417_GRDSZ_142_1,900.0,infrastructure,Gegner des Bahnprojekts Stuttgart 21,Infrastructure
StZ_20110417_GRDSZ_142,StZ_20110417_GRDSZ_142_1,900.0,infrastructure,das Aus für den unterirdischen Durchgangsbahnhof,Infrastructure
StZ_20110417_GRDSZ_142,StZ_20110417_GRDSZ_142_1,900.0,infrastructure,"Während die Grünen Stuttgart 21 stoppen wollen, befürwortet die SPD das Projekt. Die Demonstranten riefen die SPD zur \""Einsicht\"" auf",Infrastructure
StZ_20110421_ZHHEG_994,StZ_20110421_ZHHEG_994_1,900.0,infrastructure,"Augen auf, Herr Ramsauer: Stuttgart 21 ist eh schon tot",Infrastructure
StZ_20110503_BGGUER_375,StZ_20110503_BGGUER_375_1,900.0,infrastructure,"das Projekt nach dem Stresstest und einer aktualisierten Kostenschätzung den von Bahn-Chef Rüdiger Grube auf maximal 4,5 Milliarden Euro festgesetzten Finanzrahmen sprengen und die Landesregierung keinen weiteren Cent beisteuern werde",Infrastructure
StZ_20110503_BGGUER_375,StZ_20110503_BGGUER_375_1,900.0,infrastructure,"drohte der Bahn mit einem \""heißen Sommer\"", sollte der Bau- und Vergabestopp nicht bis zu dem angekündigten Volksentscheid eingehalten werden",Infrastructure
StZ_20110503_BGGUER_375,StZ_20110503_BGGUER_375_1,900.0,infrastructure,Prüfung der Verfassungsmäßigkeit der finanziellen Zuschüsse von Land und Stadt für Stuttgart 21,Infrastructure
StZ_20110513_WLWBK_643,StZ_20110513_WLWBK_643_1,900.0,infrastructure,die Bahn halte sich nicht an den Baustopp,Infrastructure
StZ_20110513_WLWBK_643,StZ_20110513_WLWBK_643_1,900.0,infrastructure,die Bahn hat ihr Versprechen vom Baustopp gebrochen,Infrastructure
StZ_20110621_BDINN_672,StZ_20110621_BDINN_672_1,900.0,infrastructure,die Schönheit des Südflügels referierte und die geplante Zerstörung des Baudenkmals anprangerte,Infrastructure
StZ_20110711_TGUDK_562,StZ_20110711_TGUDK_562_1,900.0,infrastructure,gegen das Bahnprojekt,Infrastructure
StZ_20110711_TGUDK_562,StZ_20110711_TGUDK_562_1,900.0,infrastructure,"die hohen Kosten des Projekts, die von der Bahn längst nicht alle offengelegt worden seien",Infrastructure
StZ_20110711_TGUDK_562,StZ_20110711_TGUDK_562_1,900.0,infrastructure,"\""oben bleiben\",Infrastructure
StZ_20110727_PVZSS_796,StZ_20110727_PVZSS_796_1,900.0,infrastructure,am umstrittenen Bahnhofsprojekt durch Anrufung der Gerichte zu stoppen,Infrastructure
StZ_20110727_PVZSS_796,StZ_20110727_PVZSS_796_1,900.0,infrastructure,gegen die Arbeiten zur Grundwasserentnahme,Infrastructure
StZ_20110727_PVZSS_796,StZ_20110727_PVZSS_796_2,900.0,infrastructure,die Bauarbeiten,Infrastructure
StZ_20110727_PVZSS_796,StZ_20110727_PVZSS_796_2,900.0,infrastructure,Bahn will in der Stuttgarter Innenstadt den Grundwasserspiegel absenken,Infrastructure
StZ_20110727_PVZSS_796,StZ_20110727_PVZSS_796_2,900.0,infrastructure,befürchten durch die Absenkung des Grundwasserspiegels Schäden an der Vegetation im Stuttgarter Schlossgarten,Infrastructure
StZ_20110810_DSSSND_513,StZ_20110810_DSSSND_513_1,900.0,infrastructure,S-21-Gegner,Infrastructure
StZ_20120320_GWWP_164,StZ_20120320_GWWP_164_1,900.0,infrastructure,ob der umstrittene Tiefbahnhof tatsächlich effektiv genug sein werde,Infrastructure
StZ_20120328_GUAFG_230,StZ_20120328_GUAFG_230_1,900.0,infrastructure,gegen die Umleitung von Güterzügen auf die Gäubahn-Trasse,Infrastructure
StZ_20120328_GUAFG_230,StZ_20120328_GUAFG_230_1,900.0,infrastructure,Bahnlärm,Infrastructure
StZ_20120328_GUAFG_230,StZ_20120328_GUAFG_230_2,900.0,infrastructure,Die Umleitung 'verursacht bei uns Anwohner gesteigerte Unruhe,Infrastructure
StZ_20120328_GUAFG_230,StZ_20120328_GUAFG_230_2,900.0,infrastructure,den Nachtfahrplan zu ändern,Infrastructure
StZ_20120328_GUAFG_230,StZ_20120328_GUAFG_230_2,900.0,infrastructure,"Vorfahrtregelung, die das besonders laute Abbremsen der Güterzüge vor Gefällstrecken und Kurven unnötig macht",Infrastructure
StZ_20120417_NUEADJ_620,StZ_20120417_NUEADJ_620_1,900.0,infrastructure,"den Rückkauf des Strom-, Wasser und Gasnetzes und den Betrieb durch die Stadt",Infrastructure
StZ_20120417_NUEADJ_620,StZ_20120417_NUEADJ_620_1,900.0,infrastructure,"die Stadt die Netze für Strom, Gas, Wasser und Fernwärme von der Energie Baden-Württemberg (EnBW) erwirbt und von 2014 an allein betreibt",Infrastructure
StZ_20120417_NUEADJ_620,StZ_20120417_NUEADJ_620_1,900.0,infrastructure,hundertprozentig kommunalen Stadtwerken,Infrastructure
StZ_20120417_NUEADJ_620,StZ_20120417_NUEADJ_620_1,900.0,infrastructure,Netzrückkauf,Infrastructure
StZ_20120417_NUEADJ_620,StZ_20120417_NUEADJ_620_1,900.0,infrastructure,Rekommunalisierung der Energieversorgung,Infrastructure
StZ_20120423_PGF_293,StZ_20120423_PGF_293_1,900.0,infrastructure,gegen den geplanten Bau des Rosensteintunnels,Infrastructure
StZ_20120423_PGF_293,StZ_20120423_PGF_293_1,900.0,infrastructure,Rosensteintunnel - nein danke,Infrastructure
StZ_20120423_PGF_293,StZ_20120423_PGF_293_1,900.0,infrastructure,stadtweites Tempolimit auf 30 oder 40 Stundenkilometer,Infrastructure
StZ_20120423_PGF_293,StZ_20120423_PGF_293_1,900.0,infrastructure,Aufgabe der Pläne für den Rosensteintunnel,Infrastructure
StZ_20120423_PGF_293,StZ_20120423_PGF_293_1,900.0,infrastructure,Der Königsweg heißt Entschleunigung,Infrastructure
StZ_20120423_PGF_293,StZ_20120423_PGF_293_1,900.0,infrastructure,Der Verkehr muss langsamer werden,Infrastructure
StZ_20120423_PGF_293,StZ_20120423_PGF_293_1,900.0,infrastructure,geißelte das Regierungspräsidium für seine anhaltende Untätigkeit,Infrastructure
StZ_20120611_DBAHD_325,StZ_20120611_DBAHD_325_1,900.0,infrastructure,"gegen die Sparpläne des SWR protestieren. Diese sehen, wie berichtet, eine Kürzung des Kulturprogramms um 25 Prozent vor",Infrastructure
StZ_20120611_DBAHD_325,StZ_20120611_DBAHD_325_1,900.0,infrastructure,Dieser Kulturabbau steht nach Ansicht des Fördervereins im Widerspruch zum Kulturauftrag des öffentlich-rechtlichen Rundfunks,Infrastructure
StZ_20120611_DBAHD_325,StZ_20120611_DBAHD_325_1,900.0,infrastructure,"Die beiden Orchester sind einzigartig in Deutschland, deshalb hoffen wir, dass beide erhalten bleiben und wir eine Fusion verhindern können",Infrastructure
StZ_20120626_SB_269,StZ_20120626_SB_269_1,900.0,infrastructure,Kombination aus K 21 und S 21,Infrastructure
StZ_20120626_SB_269,StZ_20120626_SB_269_1,900.0,infrastructure,die städtebaulichen Träume von einem weitgehend überbauten Gleisfeld ohnehin Makulatur,Infrastructure
StZ_20120626_SB_269,StZ_20120626_SB_269_1,900.0,infrastructure,"die 'Höhlenarchitektur' von S 21, die Kosten sowie die Herangehensweise",Infrastructure
StZ_20120626_SB_269,StZ_20120626_SB_269_2,900.0,infrastructure,"Deutschen Bahn, Eckart Fricke, und fragten nach dem in der Schlichtung geforderten S-Bahn-Notfallkonzept",Infrastructure
StZ_20120710_KADTM_215,StZ_20120710_KADTM_215_1,900.0,infrastructure,Kritik an der Tunnelplanung,Infrastructure
StZ_20120710_KADTM_215,StZ_20120710_KADTM_215_1,900.0,infrastructure,erheblichen Sicherheitsmängel im geplanten Fildertunnel,Infrastructure
StZ_20120710_KADTM_215,StZ_20120710_KADTM_215_1,900.0,infrastructure,"in Stuttgart Tunnels gebaut werden, bei denen ein antriebsloser Zug nicht mehr herauskommt, sondern in einer Wanne am tiefsten Punkt stehen bleibt",Infrastructure
StZ_20120710_KADTM_215,StZ_20120710_KADTM_215_1,900.0,infrastructure,"Brandschutzhilfeleistungsgesetz in Baden-Württemberg bereitet ihm Sorgen, weil es nicht vorsieht, dass die Feuerwehr bei einer Gefahr 'eigenmächtig' im Bahnbereich tätig werden darf, sondern auf den Bahneinsatzleiter warten muss. 'So geht wertvolle Zeit für die Brandbekämpfung und die Rettung der Fahrgäste verloren', sagte Böhmer und appellierte an Landesinnenminister Reinhold Gall",Infrastructure
StZ_20120710_KADTM_215,StZ_20120710_KADTM_215_1,900.0,infrastructure,aus Sicherheitsgründen generell gegen den Bau langer Tunnels.,Infrastructure
StZ_20120919_GBBBS_161,StZ_20120919_GBBBS_161_1,900.0,infrastructure,"Die Parkschützer wollen mit ihren Protestaktionen auf die ihrer Ansicht nach 'illegitimen Bauarbeiten und die weitere Stadtzerstörung in Stuttgart' aufmerksam machen, so deren Sprecher Matthias von Herrmann",Infrastructure
StZ_20121017_SEAIB_429,StZ_20121017_SEAIB_429_1,900.0,infrastructure,gegen die Räumung des Schlossgartens durch die Polizei,Infrastructure
StZ_20130115_KWSAEE_208,StZ_20130115_KWSAEE_208_1,900.0,infrastructure,gegen den Bau des Tief- und für den Erhalt des Kopfbahnhofs,Infrastructure
StZ_20130122_EFDRH_1017,StZ_20130122_EFDRH_1017_1,900.0,infrastructure,"30 Bäume mit der Begründung fällen lassen, man brauche den Platz für die Einrichtung der Stuttgart-21-Baustelle. An die Aktion samt Polizeieinsatz haben am Abend laut Polizei 1400 Teilnehmer der Montagsdemonstration mit ihrem Marsch zum Tunnelportal erinnern",Infrastructure
StZ_20130204_GZGV_598,StZ_20130204_GZGV_598_1,900.0,infrastructure,Abriss des Südflügels,Infrastructure
StZ_20130226_ZDEZU_663,StZ_20130226_ZDEZU_663_1,900.0,infrastructure,"Hauptvorwurf besteht darin, dass die EU-Subvention ausdrücklich für eine Maßnahme zur Leistungssteigerung des Hauptbahnhofs beantragt und genehmigt worden sei. Nach Ansicht der Projektgegner aber werde die Leistungsfähigkeit des Tiefbahnhofs mindestens ein Drittel unter der des bestehenden Bahnhofs liegen",Infrastructure
StZ_20130416_DFPRC_613,StZ_20130416_DFPRC_613_1,900.0,infrastructure,für den Erhalt des Kopfbahnhofs,Infrastructure
StZ_20130429_SPUEAD_648,StZ_20130429_SPUEAD_648_1,900.0,infrastructure,Ausbau der U 13 nach Hausen,Infrastructure
StZ_20130429_SPUEAD_648,StZ_20130429_SPUEAD_648_1,900.0,infrastructure,"eine höhere Lärmbelästigung, sollte die Stadtbahn künftig am Rand der Siedlung vorbeifahren",Infrastructure
StZ_20130429_SPUEAD_648,StZ_20130429_SPUEAD_648_1,900.0,infrastructure,"sehen sie Kinder gefährdet, die in der Nähe der Gleise spielen",Infrastructure
StZ_20130429_SPUEAD_648,StZ_20130429_SPUEAD_648_1,900.0,infrastructure,"Bedenken, dass sich der Autoverkehr von der Rappach- in die Giebelstraße verlagern könnte",Infrastructure
StZ_20130429_SPUEAD_648,StZ_20130429_SPUEAD_648_1,900.0,infrastructure,gegen den Ausbau der Stadtbahn,Infrastructure
StZ_20130605_OTLS_131,StZ_20130605_OTLS_131_1,900.0,infrastructure,sie leiden sehr unter Lärm und Abgasen,Infrastructure
StZ_20130718_URAENS_595,StZ_20130718_URAENS_595_1,900.0,infrastructure,Bau von 32 Wohneinheiten,Infrastructure
StZ_20130816_SGUES_735,StZ_20130816_SGUES_735_1,900.0,infrastructure,ein altes Haus an der Tuttlinger Straße abgerissen und durch zwei neue Gebäude ersetzt werden soll,Infrastructure
StZ_20130912_SGKOK_139,StZ_20130912_SGKOK_139_1,900.0,infrastructure,Bürgerbegehrens zu Stuttgart 21,Infrastructure
StZ_20130912_SGKOK_139,StZ_20130912_SGKOK_139_1,900.0,infrastructure,die Mischfinanzierung von S 21 durch die Beiträge der Stadt und des Landes Baden-Württemberg verfassungswidrig sei,Infrastructure
StZ_20131122_FKWBE_539,StZ_20131122_FKWBE_539_1,900.0,infrastructure,gegen ein Bauvorhaben an der Tuttlinger Straße 22,Infrastructure
StZ_20131122_FKWBE_539,StZ_20131122_FKWBE_539_1,900.0,infrastructure,Zwei 14 Meter hohe Neubauten sollen ein schmales Einfamilienhaus ersetzen,Infrastructure
StZ_20131204_SGFVD_707,StZ_20131204_SGFVD_707_1,900.0,infrastructure,gegen den Tunnelanstich für die Unterquerung des Neckars,Infrastructure
StZ_20131204_WTWRU_703,StZ_20131204_WTWRU_703_1,900.0,infrastructure,Unsere Stadt stirbt - Demo für den Erhalt der kulturellen Vielfalt,Infrastructure
StZ_20131205_GBSSSB_802,StZ_20131205_GBSSSB_802_1,900.0,infrastructure,"dass 'heute klar geworden ist, dass der Widerstand nicht aufhören wird, so lange der Wahnsinn S 21 nicht beendet wird",Infrastructure
StZ_20131213_DKGDL_827,StZ_20131213_DKGDL_827_1,900.0,infrastructure,"Bitte sorgen Sie dafür, dass sämtliche Ausnahmegenehmigungen sofort zurückgenommen werden, keine weiteren erteilt werden und mindestens die Nacht- und Sonntagsruhe eingehalten wird', heißt es weiter im Brief",Infrastructure
StZ_20131214_DLA_1099,StZ_20131214_DLA_1099_1,900.0,infrastructure,'Baustopp selber machen' steht auf einem der großen Transparente,Infrastructure
StZ_20131214_DLA_1099,StZ_20131214_DLA_1099_3,900.0,infrastructure,"Einige Demonstranten versuchen beim Start die Polizeiabsperrung zu durchbrechen, um sich dem Konvoi in den Weg zu stellen",Infrastructure
StZ_20131227_BRKMF_421,StZ_20131227_BRKMF_421_1,900.0,infrastructure,Konkret wehren sie sich aber gegen zwei unterschiedliche Bauprojekte an der Tuttlinger Straße,Infrastructure
StZ_20131227_BRKMF_421,StZ_20131227_BRKMF_421_2,900.0,infrastructure,"Sie stört, dass das Haus an der Tuttlinger Straße 131 abgerissen werden soll. An dieser Stelle sollen zwei Häuser gebaut werden",Infrastructure
SZ-20140110-GUEPPF-360,SZ-20140110-GUEPPF-360_1,900.0,infrastructure,eine neue Woba,Infrastructure
SZ-20140307-KMFDG-780,SZ-20140307-KMFDG-780_1,900.0,infrastructure,Warenhaus auf dem Alten Leipziger Bahnhof,Infrastructure
SZ-20140307-KMFDG-780,SZ-20140307-KMFDG-780_1,900.0,infrastructure,dieses große Projekt nicht zuzulassen,Infrastructure
SZ-20140314-SMDBF-160,SZ-20140314-SMDBF-160_1,900.0,infrastructure,Wiedereröffnung des Fernsehturms,Infrastructure
SZ-20140412-DGKNUE-165,SZ-20140412-DGKNUE-165_1,900.0,infrastructure,"für eine Sanierung im Bestand, also ohne Verbreiterung der Straße, ein",Infrastructure
SZ-20140415-DZMWI-798,SZ-20140415-DZMWI-798_1,900.0,infrastructure,"Drei Initiatoren, die Stadträte Jens Matthis, Tilo Kießling und André Schollbach, treiben ihr Bürgerbegehren für eine städtische Wohnungsbaugesellschaft weiter voran",Infrastructure
SZ-20140419-MGKNUE-201,SZ-20140419-MGKNUE-201_1,900.0,infrastructure,gegen Königsbrücker-Ausbau,Infrastructure
SZ-20140419-MGKNUE-201,SZ-20140419-MGKNUE-201_2,900.0,infrastructure,die Königsbrücker aus ihrer Sicht nicht vierspurig ausgebaut werden sollte,Infrastructure
SZ-20140513-PBBR-80,SZ-20140513-PBBR-80_1,900.0,infrastructure,Gegen den Bau eines Parkplatzes auf dem ehemaligen Loschwitzer Festplatz,Infrastructure
SZ-20140520-PFNBU-215,SZ-20140520-PFNBU-215_1,900.0,infrastructure,"Die Bewohner der Radeberger Vorstadt setzen sich weiter dafür ein, dass ihr Stadtteil grüner wird.",Infrastructure
SZ-20140520-PFNBU-215,SZ-20140520-PFNBU-215_1,900.0,infrastructure,Die Bürgerinitiative Östliches Preußisches Viertel hat nun eine Petition für den Erhalt der Alleen gestartet.,Infrastructure
SZ-20140607-EPPPZ-171,SZ-20140607-EPPPZ-171_1,900.0,infrastructure,"waren die Banner \""Verzockte Landesbankmillionen darfst Du mit Eintrittsgeld belohnen\"" und \""Zugeschlossen eins-zwei-drei, Bürgerwille einerlei\"" in der Orangeriestraße betroffen.",Infrastructure
SZ-20140623-PZLDD-157,SZ-20140623-PZLDD-157_1,900.0,infrastructure,für mehr Verständnis gegenüber Partys junger Leute,Infrastructure
SZ-20140623-PZLDD-157,SZ-20140623-PZLDD-157_1,900.0,infrastructure,mehr Raum für Subkultur forderte und gegen die Kriminalisierung von Partyveranstaltern demonstrierte,Infrastructure
SZ-20140625-KAELSN-612,SZ-20140625-KAELSN-612_1,900.0,infrastructure,Unsere Gartenanlage soll für TU-Bildungscampus geopfert werden! Nein,Infrastructure
SZ-20140625-KAELSN-612,SZ-20140625-KAELSN-612_1,900.0,infrastructure,um zu bleiben,Infrastructure
SZ-20140715-LPWA-664,SZ-20140715-LPWA-664_1,900.0,infrastructure,Bürger und Politiker wollen den Umbau an den Böschungen stoppen,Infrastructure
SZ-20140715-LPWA-664,SZ-20140715-LPWA-664_1,900.0,infrastructure,wollten zuletzt das Abbaggern verhindern,Infrastructure
SZ-20170323-PFEDW-84,SZ-20170323-PFEDW-84_1,900.0,infrastructure,für Erhalt des Waldspielplatzes,Infrastructure
SZ-20170323-PFEDW-84,SZ-20170323-PFEDW-84_1,900.0,infrastructure,Stadt will die Sozialpädagogenstellen auf dem Waldspielplatz am Albertplatz streichen. Dagegen gibt es heftigen Widerstand,Infrastructure
SZ-20170901-PBSSSU-433,SZ-20170901-PBSSSU-433_1,900.0,infrastructure,bitte schließt unsere Schule nicht,Infrastructure
SZ-20170901-PBSSSU-433,SZ-20170901-PBSSSU-433_1,900.0,infrastructure,NUS ist Muss,Infrastructure
SZ-20170901-PBSSSU-433,SZ-20170901-PBSSSU-433_1,900.0,infrastructure,drohende Schließung der NUS,Infrastructure
SZ-20170901-PBSSSU-433,SZ-20170901-PBSSSU-433_1,900.0,infrastructure,dass die Schule geschlossen wird,Infrastructure
SZ-20170915-SOG-187,SZ-20170915-SOG-187_1,900.0,infrastructure,gegen Globus,Infrastructure
SZ-20171016-UFENP-595,SZ-20171016-UFENP-595_1,900.0,infrastructure,für einen neuen Pirnaischen Platz,Infrastructure
SZ-20171016-UFENP-595,SZ-20171016-UFENP-595_1,900.0,infrastructure,den Pirnaischen Platz umzugestalten,Infrastructure
SZ-20171027-UGG-325,SZ-20171027-UGG-325_1,900.0,infrastructure,gegen die Errichtung eines 8 000-Quadratmeter-Markts,Infrastructure
WESKU00020170517ed3800oe1,WESKU00020170517ed3800oe1_1,900.0,infrastructure,gegen den Abriss ihrer Häuser.,Infrastructure
WESKU00020170517ed3800oe1,WESKU00020170517ed3800oe1_1,900.0,infrastructure,gegen den Abriss ihrer Häuser,Infrastructure
WESKU00020170517ed3800oe1,WESKU00020170517ed3800oe1_1,900.0,infrastructure,"Sie forderte, die Siedlungen unter eine sogenannte \nErhaltungssatzung zu setzen, um den Abriss zu verhindern.",Infrastructure
WESKU00020170517ed3800oe1,WESKU00020170517ed3800oe1_1,900.0,infrastructure,"Für die Siedlung Am Sacksdamm gibt es keinen Bauplan, da könnten \nentsprechende Kriterien entwickelt werden",Infrastructure
WESKU00020170517ed4r005ib,WESKU00020170517ed4r005ib_1,900.0,infrastructure,für die Beibehaltung der alten \nLinienführung,Infrastructure
WESKU00020170517ed5c000er,WESKU00020170517ed5c000er_1,900.0,infrastructure,gegen die Bordell-Pläne,Infrastructure
WESKU00020170518ed1k00jhh,WESKU00020170518ed1k00jhh_1,900.0,infrastructure,für mehr Polizei,Infrastructure
WESKU00020170518ed1k00jhh,WESKU00020170518ed1k00jhh_1,900.0,infrastructure,die durchgängige Besetzung\n des Vegesacker Polizeireviers,Infrastructure
WESKU00020170518ed1k00jhh,WESKU00020170518ed1k00jhh_1,900.0,infrastructure,für eine 24-Stunden-Besetzung\n des Reviers an der Kirchheide,Infrastructure
WESKU00020170518ed1k00jhh,WESKU00020170518ed1k00jhh_1,900.0,infrastructure,Stattdessen fordert er zusätzliche \nBeamte.,Infrastructure
WESKU00020170518ed1k00jhh,WESKU00020170518ed1k00jhh_2,900.0,infrastructure,für eine durchgängige Öffnung des Polizeireviers in \nVegesack,Infrastructure
WESKU00020170619ed6j0002p,WESKU00020170619ed6j0002p_1,900.0,infrastructure,für den Erhalt der Rennbahn,Infrastructure
WESKU00020170621ed6l0006a,WESKU00020170621ed6l0006a_1,900.0,infrastructure,Bürger wollen Dorfschule retten,Infrastructure
WESKU00020170621ed6l0006a,WESKU00020170621ed6l0006a_1,900.0,infrastructure,"Nach Angaben von \nMitinitiator Harald Rühl unterzeichneten bereits am ersten Tag der \nAktion rund 130 Unterstützer, die gegen den Abriss des historischen \nGebäudes sind.",Infrastructure
WESKU00020170621ed6l0006a,WESKU00020170621ed6l0006a_2,900.0,infrastructure,"Um die Rettung der 155 Jahre alten Dorfschule Burgdamm zu unterstützen, hat sich jetzt eine Bürgerinitiative\n gebildet.",Infrastructure
WESKU00020170621ed6l0006a,WESKU00020170621ed6l0006a_2,900.0,infrastructure,Nehmen Sie den Identitätsverlust in unserem \nViertel nicht hin!,Infrastructure
WESKU00020170621ed6l0006a,WESKU00020170621ed6l0006a_2,900.0,infrastructure,"Sie fordert alle politischen Entscheidungsträger \nauf, dem Willen der Bevölkerung gerecht zu werden und die Verwaltung \""an\n diesem instinktlosen Verhalten\"" zu hindern.",Infrastructure
WESKU00020170621ed6l0006a,WESKU00020170621ed6l0006a_2,900.0,infrastructure,"Es geht um die kollektive \nErinnerung an das alte Burgdamm, lassen Sie sich diese nicht von \nPolitikern und Verwaltungskräften rauben, die nicht hier wohnen",Infrastructure
WESKU00020170706ed76000bu,WESKU00020170706ed76000bu_1,900.0,infrastructure,Gefahren auf der Straße,Infrastructure
WESKU00020170706ed76000bu,WESKU00020170706ed76000bu_2,900.0,infrastructure,gefährlichen \nSituationen,Infrastructure
WESKU00020170706ed76000bu,WESKU00020170706ed76000bu_2,900.0,infrastructure,"Zahlreiche Auto- und Radfahrer missachten regelmäßig auf der Lahnstraße\n die Rechts-vor-links-Regel,",Infrastructure
WESKU00020170706ed76000bu,WESKU00020170706ed76000bu_2,900.0,infrastructure,Umgestaltung der Straße,Infrastructure
WESKU00020170706ed76000bu,WESKU00020170706ed76000bu_2,900.0,infrastructure,Hochpflasterung \ngegen die Geisterfahrer,Infrastructure
WESKU00020170911ed9b000do,WESKU00020170911ed9b000do_1,900.0,infrastructure,Buslinien so zu lassen wie sie sind,Infrastructure
WESKU00020170918ed9i000cs,WESKU00020170918ed9i000cs_1,900.0,infrastructure,die eine Personalaufstockung im Horner Polizeirevier an der Lilienthaler\n Heerstraße fordert,Infrastructure
WESKU00020170918ed9i000cs,WESKU00020170918ed9i000cs_1,900.0,infrastructure,"\""Der\n Abzug von Beamten einhergehend mit einer weiteren Einschränkung der \nÖffnungszeiten ginge spürbar zulasten des Bürgerservices. Wer \nbeispielsweise eine Anzeige erstatten will, müsste dafür lange Wege bis \nin die Vahr auf sich nehmen\",Infrastructure
WESKU00020170918ed9i000cs,WESKU00020170918ed9i000cs_2,900.0,infrastructure,"\""Polizeireform stoppen\",Infrastructure
WESKU00020170927ed9r000an,WESKU00020170927ed9r000an_1,900.0,infrastructure,Bedenken,Infrastructure
WESKU00020171005eda5000ek,WESKU00020171005eda5000ek_1,900.0,infrastructure,Planungssicherheit,Infrastructure
WESKU00020171005eda5000ek,WESKU00020171005eda5000ek_1,900.0,infrastructure,ihm der Kauf des Bunkers an der Hans-Böckler-Straße\n möglichst rechtssicher und zeitnah ermöglicht wird,Infrastructure
WESKU00020171005eda5000ek,WESKU00020171005eda5000ek_1,900.0,infrastructure,"einen festen, \nsicheren Raum",Infrastructure
WESKU00020171005eda5000er,WESKU00020171005eda5000er_1,900.0,infrastructure,den Charakter ihres \nWohnquartiers zerstört,Infrastructure
