text,gt_protest_type
"From Huntsville to Mobile, Birmingham to Montgomery, thousands of Alabamians gathered Sunday in protest of the state’s new abortion law, widely considered the most restrictive in the country.\n\n“I think this size shows us that people are mad,” said Megan Skipper, one of the organizers for the Montgomery rally. “And we are the majority and that abortion rights are human rights and that’s what we want for the state of Alabama.”\n\nThe law, signed by Gov. Kay Ivey last week, includes no exceptions for cases of rape and incest, outlawing all abortions except when necessary to prevent serious health problems for the woman. Though women are exempt from criminal and civil liability, the new law punishes doctors for performing an abortion, making the procedure a Class A felony punishable by up to 99 years in prison. The law won’t go into effect for six months, though supporters and opponents expect it to be blocked by federal courts.\n\nOpponents of the bill began organizing protests and rallies late last week. After a rally in Montgomery was announced for Sunday, organizers in other cities planned their rallies for the same day.\n\nMontgomery\n\nMontgomery’s March for Reproductive Freedom began Sunday at the Court Square Fountain.\n\n“We never planned for it to be this big,” said Megan Skipper of Montgomery, one of the organizers. “But I think this size shows us that people are mad. And we are the majority and that abortion rights are human rights and that’s what we want for the state of Alabama.”\n\nCrowd cheering for woman who told story of being rape victim who had an abortion. #alpolitics pic.twitter.com/7uEdd0CNHN — Mike Cason (@MikeCasonAL) May 19, 2019\n\nThe crowd cheered speakers from the American Civil Liberties Union, Planned Parenthood, Yellowhammer Fund and other organizations, as well as those sharing their personal experiences.\n\n“We shouldn’t be having to have a protest about this,” said Anna Belle May, 20, of Prattville, who said it was her first time at a protest. “There’s separation of church and state for a reason, and we’re bringing the church into the Legislature.”\n\nBirmingham\n\nIn Birmingham, a crowd of 2,000 joined the “March for Reproductive Freedom,” which began and ended Kelly Ingram Park and included a rally.\n\nSarah Dillie, an OBGYN, marched alongside other doctors in white coats to protest the ban’s criminalization of doctors who perform abortions.\n\n“I am here because doing my job should not be criminalized. I don’t think I should be called a felon for doing something that is part of comprehensive women’s healthcare.\n\nLibby Rich speaks out about having an illegal abortion in Alabama pre Roe v Wade. She had to go in front of three male doctors who would decide if she could have a “therapeutic abortion.” pic.twitter.com/JLAw7I8i27 — Abbey Crain (@AbbeyCrain) May 20, 2019\n\nMarchers walked around Kelly Ingram Park yelling “my body, my choice” and “hey hey, ho ho, abortion bans have got to go.”\n\nHuntsville\n\nHuntsville police estimated as many as 1,000 attendees at the “My Body, My Choice” rally at Butler Green park in Huntsville on Sunday afternoon.\n\n“We are gathering because we do not support what is happening right now,” said organizer Megan Eller. “This is not the Alabama I know, and I’m mad because of how Alabama is being portrayed to the rest of the world. I refuse to be a part of that.”\n\nHuntsville police just told me up to 1,000 have turned out for the #stoptheban #abortion rally in Huntsville Alabama pic.twitter.com/XncLhJMaqK — Anna Claire Vollers (@acvollers) May 19, 2019\n\nThe rally was originally scheduled for the Courthouse Square but was later moved after more than 1,000 RSVP’d to the event on Facebook.\n\nA few anti-abortion protesters showed up and were heckled by some of the pro-abortion rights protesters.\n\nDuring the rally, protesters chanted “my body my choice” and “this is what democracy looks like.”\n\nMobile\n\nMobile hosted two rallies, kicking off the weekend with a Saturday rally in Bienville Square and a march around downtown Mobile.\n\n“It’s important for us to bring the community together,” said Katherine Brown, an organizer for the rally, which was hosted by the Mobile Bay Green Party and the Alabama Coalition for Reproductive Rights. A similar rally and march were held Sunday.\n\n“People are upset,” she said. “People are hurt. They feel they have not been heard.”\n\nElsewhere\n\nIn the Shoals, protesters gathered at the post office in Florence for a Shoals-area March For Reproductive Freedom rally.\n\nA rally in Anniston is planned for Tuesday at 5 p.m. at the corner of Highway 202 and Noble Street.\n\nHigh school students from Auburn are organizing a “Stand Up, Let Your Voices Be Beard” rally at the State Capitol next Saturday at 10:30 a.m.",PROTEST
"Students gathered in the Tower Friday and chanted phrases such as “Abusive professors deserve to die!” and “Kick out abusive creeps!” during the second Sit-In for Student Safety.\n\nAround 20 students called for the firing of English associate professor Coleman Hutchison and Sahotra Sarkar, integrative biology and philosophy professor, who were both found guilty of sexual misconduct by the University. The protestors also requested a campuswide email explicitly naming the professors and a University apology for employing professors guilty of misconduct.\n\nA 2018 University investigation found Hutchison violated UT’s sexual misconduct policy after making sexual comments to students and failing to disclose a relationship with a graduate student.\n\nSarkar was suspended for one semester in 2017 after a University investigation found he violated UT’s Title IX policies by making inappropriate comments to students, according to the Austin American-Statesman. Hutchison and Sarkar did not respond to requests for comment before publication.\n\nAround 60 students previously held a sit-in in the Tower on Oct. 25, where they requested the University acknowledge allegations of sexual misconduct in a campuswide email and release a report of all professors found guilty of sexual misconduct by UT.\n\nDuring Friday’s protest outside the provost’s office, students posted signs on the walls outside of the provost’s office, the president’s office, the accused professors’ offices and around the Tower. Protest organizer Annie Flores said she was dissatisfied with the University’s response and wanted to see them take action.\n\n“Words are just words,” psychology sophomore Flores said. “We would like to see these people fired. We’re the second wealthiest university (in the nation). We can afford to fire a couple of professors who abuse students.”\n\nIn a campuswide email sent Thursday, UT President Gregory Fenves said the University would be forming a task force and hiring outside experts to review sexual misconduct policies. Fenves said the University also approved three additional investigators for the Office for Inclusion and Equity.\n\nThe protest was originally planned to be outside of Fenves’ office, but Flores said the door was locked. University spokesperson Shilpa Bakre said the University typically locks the offices during a protest.\n\n“The University respects students' freedom of speech and right to protest,” Bakre said in a statement. “Consistent with University rules and federal law, interior offices can be locked so that the business of running the University can continue during protests.”\n\nNeuroscience senior Jessica Meza said it was important for her to get involved in the protest because of her and her friends' experiences with “creepy” professors. She said the University has been slow to respond to cases like these due to their “priority of profits” and “research” over the safety of students.\n\n“At a systematic level, the University has failed (students) time and time again,” Meza said. “We have to stop looking to them to make the change. People who have been oppressed and exploited have to go out there and fight for that change.”\n\nHazel Kent, theatre and dance sophomore, said she joined today’s sit-in because of how prevalent sexual misconduct is on campus.\n\n“I want the University to apologize to us, and I want them to take responsibility for the choices they’ve made,” Kent said. “It’s not hard to just look at the faces of your students and say ‘I’m sorry for what we’ve done to you.’”",PROTEST
"Marching for solidarity in Montpelier to stand up for the LGBTQ community.\n\nBritt and Renée Davies-Hallow, from Williston, brought their 10-month-old daughter, Ellie. They want to show her what love means for their family.\n\n“Hate is something that you learn. So, we want her to be exposed to the love early,” Renée Davies-Hallock said.\n\nNearly 250 people took to the streets of the capital city, according to the Montpelier Police Department. The event coincided with around 60 sister marches happening nationwide for Pride Month.\n\nRachel Desilets is one of the march organizers from the Rainbow Umbrella of Central Vermont political action group, part of the an LGBTQIA Alliance. She says it’s important to get people involved in the movement while they’re young.\n\n\n\n“They can then take on the baton and move forward with it because as the rest of us are aging someone is going to have to continue this work,” Desilets said.\n\nAs Vermonters gather on the steps of the statehouse, they’re also here to remember and honor the victims of the pulse nightclub shooting, which happened nearly a year ago.\n\nFor Keith Goslant, a member of Rainbow Umbrella, June 12th is a night that sticks with him everyday. He and his friends have visited Orlando and spent time at the Pulse Nightclub.\n\n\n\n“It could have been us,” Goslant said.\n\n49 people lost their lives in the Orlando shooting.\n\n“We could have been standing in that bar. I could have been the person texting their mother saying, I love you, but I’m not going to survive,” Goslant said.\n\nTheir names were read allowed as people walked up to the statehouse steps.\n\n\n\n“And to that list… we add the name of Amos Beede,” Goslant said.\n\nA moment taken to remember Amos Beede, a transgender man beaten to death last year in Burlington. 15-year-old Kai Morse held one of the names, remembering one of those lost.\n\n\n\n“Because I was doing this they wouldn’t be forgotten by anybody,” Morse said.\n\nComing together to see how far they’ve come and where they’re going.\n\n\n\n“Increased visibility and a voice to the LGBT community. So has the next session opens up… they’re ready to run with the agenda,” Rachel Desilets said.\n\nGovernor Phil Scott couldn’t attend the march today, but in a statement he said he voted in favor of marriage equality and continues to be a supporter.\n\n“As Governor, I will do everything I can to protect all citizens, and safeguard the human rights of all people. At this time of national discord, Vermont can present a united voice urging kindness, commitment to community, and fierce dedication to equal rights and justice,” Gov. Scott said in a statement.",MARCH
"SAN CLEMENTE (CBSLA) – Eight people were arrested during a protest Thursday morning in San Clemente against California’s coronavirus stay-at-home order.\n\nAn estimated 200 people took part in the protest, which began around 9 a.m. near the San Clemente Pier and was organized by the group “Reopen California.”\n\nAn Orange County Sheriff’s Department spokesperson told CBSLA that four people were initially arrested after they appeared to have trespassed onto a fenced off parking lot and committed vandalism by removing the fence and signage of the parking lot.\n\n“Unfortunately, despite numerous warnings prior to the event, some individuals chose to commit unlawful activity,” the sheriff’s department said in a statement. The charges for those arrested include failure to disperse, trespassing, and resisting arrest.\n\nEarly Thursday morning, prior to the demonstration, O.C. Sheriff Don Barnes tweeted that he had learned some of the demonstrators intended to be arrested.\n\n“It has come to my attention that individuals protesting in San Clemente this morning have the intention of committing unlawful acts with the intent of being arrested,” he wrote. “We always have and always will protect First Amendment rights.”\n\nA little before 11 a.m., deputies told the remaining protesters that they were now part of an “unlawful assembly,” and if they did not disperse, they could be subject to arrests. After several warnings, even more people were taken into custody.\n\nRELATED: Seal Beach To Allow Beach Access On Weekends\n\nRELATED: Ventura County To Allow Additional Businesses To Reopen Wednesday\n\nThis is the latest in a series of demonstrations in Orange County over the past month against the lockdown orders. The protesters argue that the significant job losses brought on by the pandemic and ensuing stay-at-home orders should spur city, county and state leaders to reopen.\n\nCalifornia is currently in phase two of Gov. Gavin Newsom’s four-phase reopening plan. Nearly all retailers and restaurants have been allowed to reopen for curbside pickup. In L.A. pet grooming businesses and car washes were also allowed to reopen this week. Beaches, golf courses and trails have reopened.\n\nHair and nail salons, however, remain closed, and have petitioned officials to allow them to reopen. They fall under stage three of Newsom’s plan, which also includes gyms, movie theaters and sporting venues without fans.",PROTEST
"What to Know Rallies and a march were held across Manhattan Wednesday as women across the nation skipped work for \Day Without a Woman\""\n\nThe goal is to \""spotlight the indispensable role women play in the daily functions of life in all of society\"" in tangible or intangible ways\n\nThe Center for American Progress estimated that if all paid women took off on March 8 it would cost the U.S. $21 billion in GDP\n\nThousands showed up to march and demonstrate at \""Day Without a Woman\"" gatherings across the city Wednesday, part of a nationwide one-day strike to show women's impact on the American economy.\n\nThe first demonstration of the day saw about 1,000 people gathered on Fifth Avenue in the shadow of Trump Tower to demonstrate on International Women's Day. Women dressed in red brandished picket signs throughout the crowd, some with feminist icons like Rosie the Riveter accompanied by messages like \""You can't do it without us\"" and others with the female gender symbol. Some men joined the rally as well.\n\nThirteen people were arrested at the Columbus Day protests, including Palestinian-American activist Linda Sarsour and fellow Women's March organizer Tamika Mallory. All were issued desk tickets for disorderly conduct and released.\n\nLater in the evening, hundreds of people, including several parents and children, began to march from Washington Square Park to Zuccotti Park.\n\n\""We all kind of banded together as a day to celebrate women and enlighten people to the fact that women of all minorities are not equal yet,\"" said Alexis Hewitt.\n\nBusiness owner Lauren Avend said, \""We employ a lot of women, we have a lot of friends who are mothers, and we think that women should have a lot more of a voice.\""\n\nThousands across the country have signaled their support and interest online and to employers. Organizers are encouraging women to wear red in solidarity and to spend money only at small women- and minority-owned businesses Wednesday.\n\nFor some, participating in the rallies is a way to uplift marginalized communities and facilitate much-needed social change.\n\n\""I'm here because I've always been a feminist, to be a champion for more marginalized communities, and to do more for our whole country in the face of a big threat,\"" Queens resident Domenique Osborne said as she held an anti-Trump sign at the Columbus Circle protest.\n\nOthers said demonstrating is essential because, almost two months into President Trump's term, they are concerned about women's rights hanging in the balance.\n\n\""I'm here as a demonstration of solidarity. Equal rights for all is just a fundamental truth,\"" said Washington Heights resident Gilbert Smith. \""We still have such a long way to go to recognize that and make it a reality.\""\n\n\""We just wanted to keep the momentum going since the woman's march in reaction to Trump's election,\"" said demonstrator Lindsey Montague. \""We just have a lot of concerns about the administration's agenda.\""\n\nThe New York City Council Women's Caucus met on the steps of City Hall at noon to eat brown-bag lunches and discuss women's issues like health care, education, child care and sexual violence.\n\nMany of the women demonstrating stayed home from work or left work early as part of the strike. But staying home from work was challenging for some, and others participated creatively.\n\nMichaela Balderston said at Zuccotti Park, \""I don't consider myself on strike. I think you can kind of do or make it what you want. For me, that was going to work, and we ordered lunch from a woman-owned business and then came out at 4 to the rally, and we're walking now.\""\n\n\n\nRestaurants throughout the city are demonstrating in their own ways. One restaurant owner, the Wren's Mark Gibson, asked male employees to cover shifts for female colleagues who planned to strike and wear red in support. Another restaurateur said she would donate proceeds from her eatery's sales of a signature cocktail and appetizer to Kirsten Gillibrand's Off the Sidelines, a nonprofit that helps women run for office.\n\nFor those who choose not to report to their jobs despite possible consequences, Davis said, “It’s up to each individual woman to decide how she’s willing to strike, and to take into consideration the risks she wants to take.”\n\n\""A Day Without a Woman\"" is the first national action by organizers since the nationwide marches held the day after President Donald Trump's inauguration. They drew millions of women onto the streets to protest misogyny, inequality and oppression.\n\nThe Women's March on Washington alone drew as many as a half a million people from across the country on Jan. 21. A simultaneous march in New York City drew 400,000 people.""",MARCH
"UNION SQUARE, Manhattan — Protesters at what was called the NYC Emergency Antiwar Protest say they want everyone out of Syria including Russia and the US, Jihad and Assad.\n\nDozens chanted: \Russia out, US out, jihad out, Assad out!\""\n\nMore than 300 attended a Union Square rally that was first announced on Facebook.\n\nProtesters said they are against this latest U.S. attack on a poor country that has been attacked so many times before.\n\n\""The point of this demonstration is to build an antiwar movement to pressure the U.S. government to withdraw all of American forces abroad,\"" Daniel Cione, Students for Justice spokesman, told PIX11.\n\nMany of those protesting say they reject Washington and President Trump's latest war and they demand that the trillions they say is spent on war be used instead for what they call the people's needs, like jobs, housing, health care, reproductive rights and daycare.\n\n\""We're here because we stand in solidarity with the people of Syria,\"" Zara Vinola, a member of the National Alliance for Filipino concerns, told PIX11.\n\nFrom Union Square, dozens of protesters took to the streets. They were on the move throughout lower Manhattan with the NYPD standing by, warning of arrests if they tried to block traffic.\n\n\""The U.S. had no right to interfere in Syria,\"" Nerdeen Kiswani, a member of NYC Students for Justice in Palestine told PIX11.""",PROTEST
"Itemizer-Observer\n\nDALLAS — On the afternoon of June 10, people lined the four corners of Ellendale Avenue and Main Street to protest racial injustice in the wake of the death of George Floyd while in custody of Minneapolis police officers. Protesters received support from drivers who honked their horns and some who held closed fists out of their windows as they drove past. Others who did not approve revved their engines and gave protesters a different hand gesture.\n\nThose at the protest said a fairly small amount of people reacted negatively to the crowd at the intersection. At 5 p.m., the group marched down Main and Jefferson streets to the Polk County Courthouse, where protest organizers and speakers gave speeches about racial injustice and how to change it.\n\n“We are going to end racism,” said a speaker, a black man who grew up in Mississippi. “I’ve been beaten by the police so many times I can’t even count. I’m all broken up by it, but yet I still stand here and yet I still fight.”\n\nA small group of people waited for the protest at the courthouse, and began shouting “all lives matter” as people gathered to hear speakers.\n\nCity officials said the protest remained peaceful for the duration, and Dallas officials and police officers mingled in the crowd. Dallas Police Chief Tom Simpson posted a statement in support of the event, and its message on Facebook, the day before.\n\n“Myself and City Manager Brian Latta have been in touch with the event coordinator, and fully support their right to express their viewpoints and share their important message,” Simpson wrote. “The majority of the participants in this event are local residents — your friends and neighbors — who care deeply about ending racism and improving the reputation of our community.”\n\nSimpson said that Dallas must work as a whole to change the perception of the community that stems from a tolerance of racism in the past.\n\n“Sadly, racism still exists throughout our country and we have to acknowledge that persons with this belief system likely reside in our area,” Simpson said. “Our ongoing task is to continuously and vigorously support equal rights for everyone.”\n\nLatta, who interacted with protesters during the march, said he was pleased with the community’s reaction to the gathering.\n\n“I was happy to see the Dallas community support our citizens’ right to assembly and free speech,” Latta said.",PROTEST
"Around 80 protesters gathered on Sproul Plaza on Thursday afternoon to demand that charges be dropped against a student who was arrested during a campus protest in March and another student who alleges she has been charged by the campus.\n\nStudents from various campus organizations as well as some UC workers, faculty and other community members marched to California Hall where they called on Chancellor Nicholas Dirks to drop charges against John Penilla and Kristian Kim, who are demonstrators with the Student Labor Committee.\n\n“They are getting punished for … standing up and doing something to benefit society,” said City Councilmember Kriss Worthington who attended the protest.\n\nPenilla was arrested at a protest March 2 in Zellerbach Hall for disobeying police officers’ orders and resisting arrest, and he faces criminal charges for misdemeanor trespassing and misdemeanor battery.\n\nThe Student Labor Committee has, with a labor union representing UC workers, organized several protests in recent months calling on the campus to insource its subcontracted workers.\n\nAfter taking part in several similar protests, Kim alleged the campus Office of Student Conduct charged her for unauthorized conduct, obstruction of university activities, disorderly conduct and failure to comply.\n\nAccording to Adam Ratliff, communications manager for student affairs, after a student has been informed with a violation of the Code of Student Conduct, they have the opportunity to resolve the issue through a meeting with a conduct coordinator or a hearing. Associate Vice Chancellor and Dean of Students Joseph Greenwell would then make the final decision.\n\nCampus spokesperson Dan Mogulof said he could not speak about the specific case to protect students’ privacy but said that student action has historically been influential when it draws broad support across the campus community.\n\nStudents organizing is “an important part of student life” and an “honored part of our tradition,” Ratliff said.\n\nCampus junior and Student Labor Committee member Christian Alejandre said the protest also aimed to bring continued attention to the workers that are in the process of being insourced by the campus.\n\n“(Workers’) experience is a violent experience greater than jumping on the stage in Zellerbach Hall,” said campus sociology professor and co-chair of the Berkeley Faculty Association Michael Burawoy at the protest, citing the March incident that led to Penilla’s arrest.\n\nThe campus decided to officially insource some of its subcontracted staff March 18 after more than a year of demonstrations.\n\n“Students have the power to make change on this campus,” Penilla said, adding that his experience with arrest has increased his determination to organize.\n\nCity Council will vote in its next meeting on whether to send a letter to the Alameda County District Attorney requesting charges against Penilla be dropped.\n\nContact Haruka Senju and Hannah Lewis at [email protected].",PROTEST
"ASHEBORO — Two rallies. One peaceful. One passionate.\n\nThe peaceful was a Unity Walk held in the Memorial Park area. The passionate was a Silver Valley Redneck Revolt rally held at the 1909 Historic Courthouse in downtown Asheboro Saturday.\n\nBoth groups were responding to an announcement posted on The Loyal White Knights chapter of the Ku Klux Klan’s website in early March that the group was planning a rally and a “cross lighting” today at a private farm in the Asheboro area,. The group is reportedly based in Pelham — an unincorporated community about 40 miles north of Burlington, near the Virginia line.\n\nThough the Klan meeting was not a public one, just the KKK’s presence stoked response from the community.\n\nThe Unity Walk began at 10 a.m. at Memorial Park on South Church Street with about 60 young and old, black and white supporters. Under police escort, the walk started and ended at the park, circling the large block bounded by Church, Armfield, Park and Lanier streets.\n\nAimee Pippin organized the event.\n\n“My daughter told me about it,” Pippin said. “It was shocking to us that they (the KKK) still feel comfortable to come here. We don’t believe in it and felt like someone needed to do something. We can’t keep going down that road; it’s been over 100 years but nothing has changed.\n\n“It’s also very important to come out as a community and support peace, love and unity instead of hate. I think it is important to stand up for love and diversity and that is why we are here.”\n\nBill Donnan and Ellen Greer of Franklinville participated in the Unity walk.\n\n“I am doing this in support against discrimination,” Donnan said. “My personal feelings are that any KKK march is offensive and I am participating in this walk as a counterpoint.”\n\nGreer added that they wanted to be at the walk in support of like-minded people.\n\nMarcy Freed and Art Gilbert of Trinity came to the Unity walk as well.\n\n“I think this is something you need to stand up against,” Gilbert said. “They need to know that they are not welcome here and the only way to stop them is by public awareness.”\n\nFreed said that they had been to a rally against the Klan in Pelham.\n\n“Silence equals death,” she said. “If you don’t show up, it means you are for them. My friends say if you ignore them, they will go away. I don’t think so since they are still here.”\n\nThe second event was organized by a political organization called the Silver Valley Redneck Revolt, part of a larger group that has more than 20 chapters in the United States. On the group’s Facebook page, today’s event was described as a counter demonstration. Their page also said that the event is being held to “publicly denounce the Klan, their beliefs, and show that we will not back down.”\n\nAccording to Redneck Revolt, whose members and supporters wore red bandanas to the rally, the term Redneck was popularized after the coal mine wars in the 1920s when black, white and immigrant laborers stood together to fight the mine bosses for better working conditions. Miners wore red bandanas during the battle of Blair Mountain in an armed insurrection against their oppressors.\n\nAbout 90 supporters showed up to chant slogans such as “No Trump, no KKK, no fascist U.S.A.” and carrying signs reading “Your Ideology Belongs in the Trash.”\n\nBeth Cantrell of High Point attended the Redneck Revolt rally although she is not a part of the group.\n\n“I think for many years I have been lulled to sleep at the thought of anti-semitism having a presence here,” she said. “The KKK are a living embodiment of hatred and genocide.\n\n“The Klan practices a perversion of my faith.”\n\nRick Alston lives in Durham. An African American, he drove to Asheboro to support the rally against the KKK.\n\n“It’s time to help people in the community,” he said. “We want them to know that there is still hope out there.”\n\nMitch Maden is one of the organizers of the Redneck Revolt rally.\n\n“We represent a coalition of people across the state, both rural and local,” he said. “We are at a place where we recognize that the community is not a safe place. It is 2017 and they are still burning crosses and gaining traction in our state. We have to protect ourselves against the sh*t they spit at us. They are mobilizing in our community and folks across the country are waking up.\n\n“We are here to be a presence in the community where they are trying to organize.”\n\nThe rally began with chants and speeches in front of the 1909 Historic Courthouse on Worth Street. Then participants marched to the Asheboro Municipal Building on Church Street, walking down Sunset Avenue.\n\nThe city of Asheboro had a large police presence in the downtown area but both rallies ended peacefully.",MARCH
"PDX protesters tell Trump: 'No one is above the law'\n\nLocal leftists in Portland are worried President Trump will fire special prosecutor Robert Mueller.\n\nPORTLAND, Ore. (KOIN) -- More than 1,000 demonstrators gathered along the waterfront in downtown Portland as part of a nationwide rally called #NoOneIsAboveTheLaw.\n\nThe nationwide rally comes one day after President Trump fired Attorney General Jeff Sessions and appointed Sessions' chief of staff as the acting Attorney General Matthew Whitaker. Many people see this as an attempt to undercut the ongoing investigation by Robert Mueller into Russian interference in the 2016 election.\n\nMany held signs calling for Whitaker to recuse himself from overseeing the investigation, which he has been critical of.\n\n\It's the only way we are going to find out the truth,\"" demonstrator Anne Kenlon said. \""Clearly, there is a lot of corruption in this administration. Clearly there is a lot of self-interest being enacted for the law and that just can't happen.\""\n\nIn Portland as in other cities nationwide, the protesters are voicing their displeasure over the firing of Sessions and want Congress to protect the Mueller investigation.\n\n\""The GOP in particular took an oath to protect the constitution and they are not so this is the alternative,\"" said protester Kathleen McAuliffe.\n\nSen. Ron Wyden stopped by the demonstration to cheer on the crowd and remind them of this:\n\n\""No one is allowed to trample on the constitution,\"" Wyden said. \""Donald Trump is worried that Bob Mueller is writing an objective report about the abuses of his administration.\""\n\nKOIN 6 News is a media partner of the Portland Tribune.""",PROTEST
"CLICK HERE if you’re having a problem viewing the photos on a mobile device.\n\nOAKLAND — Nearly a fortnight after the killing of George Floyd at the hands of Minneapolis police officers, thousands continued to meet Sunday to participate in protests supporting police accountability and the Black Lives Matter movement.\n\nOutside city halls and police departments, as well as in quieter suburban neighborhoods, many met to hold signs, chant slogans and walk, bike or drive.\n\nNewark police estimated about 200 people came out in peaceful protest between 10:30 and 11:30 a.m. to walk along Newark Boulevard between Lafayette and Thornton avenues, with officers conducting traffic control.\n\nIn the Rossmoor retirement community, a silent vigil from noon to 1:30 p.m. organized by the Rossmoor Advocates for Diversity drew about 500 people, many of whom held signs and waved at cars that honked along Golden Rain Road.\n\n“We’d like to make Rossmoor a more welcoming, inclusive and diverse community,” vigil co-organizer Aki Rasmussen said Sunday.\n\nWhile some contemplated a wagon laden with flowers and photos of George Floyd and Breonna Taylor, others visited a table to share signatures for a petition to ask Walnut Creek police to rule out use of a choke-hold maneuver while arresting people.\n\nAround 2:30 p.m., Lafayette police said a peaceful protest began at Lafayette Plaza and marched along Mt. Diablo Boulevard. A crowd of hundreds gathered at a park at Moraga Road and Mt. Diablo Boulevard, spilling into at least one boulevard lane by 3:25 p.m.\n\nRelated Articles Three police officers injured as protesters clash with Trump supporters in San Francisco\n\nStatue of ex-Gov. Pete Wilson removed after policies criticized\n\nBay Area man who attacked Virginia protesters avoids federal prison\n\nOakland joins Portland in suing Trump administration over use of federal agents at protests\n\nPolice: Five arrested in connection with toppling Junipero Serra statue in Marin County In Oakland, a kids’ march began at 2 p.m. and drew hundreds of families to Children’s Fairyland at Lake Merritt, with parents and children holding hands and marching along long stretches of Grand Avenue and Lakeshore Boulevard.\n\nClose to Oakland police headquarters, another group of protesters gathered around 1:45 p.m., marching up the Broadway off-ramp toward Interstate 880 but encountering several California Highway Patrol officers blocking their path.\n\nIn Milpitas, protesters marched around 2 p.m. during a Black Lives Matter peaceful protest organized by My Roots Are Rich. Milpitas Police Chief Armando Corpuz spoke to a crowd of over a thousand.\n\nIn Alameda, dozens of residents expressed their feelings about the May 23 arrest of a man dancing in the street by gathering Sunday afternoon at Oak and Central streets before walking over to police headquarters for an impromptu dance party.\n\nOther groups planned additional separate gatherings, including a cyclists gathering at 5:30 p.m. at Frank Ogawa Plaza before a 6 p.m. ride along a 15-mile route visiting memorial sites and East Bay BART stations, a car caravan through East Oakland in honor of DuJuan Armstrong and a vigil at 7 p.m. at the Lake Merritt Amphitheater honoring recent victims of police brutality.\n\nWe've just learned there's going to be a family-friendly march this Sunday at 2 p.m. starting at our Big Shoe, and going around Lake Merritt! It's in solidarity with the San Francisco Kids Peace March and in support of #BlackLivesMatter. Join the #oaklandkidsmarch! via @jenamigx pic.twitter.com/xAql6AjXtp — Children's Fairyland (@FairylandCA) June 5, 2020\n\nPeaceful Protest Will Take Place on Sunday June 7, 2020 in Milpitas. #MilpitasPD is in contact with the organizer and will have officers helping to ensure that the participants have the ability to safely march. https://t.co/Yy71e0a9xs — Milpitas Police (@MilpitasPD) June 7, 2020\n\nRide in solidarity today, two invitations from @APTPaction 3:30pm and East Bay Bike Party 5:30pm pic.twitter.com/6UGUr1JRBw — Bike East Bay (@BikeEastBay) June 7, 2020\n\nONGOING: Northbound I-880 Jackson St and Broadway On Ramps Remain Closed Due Protest Activity in Oakland. https://t.co/ITRwoLsl4h — 511 SF Bay (@511SFBay) June 7, 2020\n\nOAKLAND PROTEST: A large crowd gathered outside police headquarters. They blocked traffic on Broadway. CHP was standing by, in case they tried to march onto 880. Instead, the group decided to have a big dance party @KPIXtv pic.twitter.com/pWZuRvTfRb — Betty Yu (@BettyKPIX) June 7, 2020\n\nAPD stands for Alameda Public Dance today, folks pic.twitter.com/4Q5Hc5vcUZ — Jeremy C. Owens (@jowens510) June 8, 2020\n\nCheck back for updates.Contact George Kelly at 408-859-5180.",PROTEST
"Hundreds marched against the anti-'sanctuary cities' bill that many say could tear immigrant families apart.\n\nOn Mother's Day, more than a hundred protesters march from Austin City Hall to the Governor's Mansion in protest of Senate Bill 4 — the anti-\sanctuary cities\"" bill that critics say could tear families apart. Posted by The Texas Observer on Sunday, May 14, 2017\n\nOn Mother’s Day in Austin, hundreds of demonstrators marched from City Hall to the Governor’s Mansion in protest of Senate Bill 4, the anti-“sanctuary cities” bill that critics say will tear immigrant families apart. The protest, billed as “Madres de Texas en la Lucha,” came one week after Governor Greg Abbott signed the controversial law.\n\nProtesters marched with signs reading “sin papeles, sin miedo,” “brown skin is not probable cause,” and “a mama’s place is in the resistance.”\n\n“Because of politicians like Greg Abbott and Dan Patrick, mi mamá and millions of others are living in fear of being rejected, kicked out of the communities that they helped build,” said Berenice Ramirez Campos, a student activist with Jolt Texas, a Latino activist group.\n\nSB 4, which goes into effect September 1, will allow police to ask people who’ve been detained — not just arrested — to prove citizenship, and also threatens to jail law enforcement officials who limit cooperation with federal immigration agents.\n\nOn Sunday, Austin City Council Members Delia Garza and Greg Casar told the crowd that they declared May 14, 2017 “Texas Moms Fight Back Day.”\n\n“This Mother’s Day is different because it feels like a dark cloud has descended on us from the Texas Capitol,” said Garza. “But I promise we will not back down from this fight we deeply believe in.”\n\nCritics have compared SB 4 to Arizona’s infamous “show me your papers” legislation, which was partially struck down by the U.S. Supreme Court. Civil rights groups have promised to challenge the law.\n\nTexas Attorney General Ken Paxton has filed his own preemptive lawsuit which he hopes will lead to a federal court declaring SB 4 constitutional. The suit names various Travis County and City of Austin officials, including Garza and Casar.""",PROTEST
