text,target,gt_stance,target_short
@realDonaldTrump Everyone is afraid to put a plan on the table for fear they'll be called a racist...America deserves better,Donald Trump,FAVOR,Trump
Get the truth from Trump! @realDonaldTrump,Donald Trump,FAVOR,Trump
@NachoQuesado @kevinsnebula @iconogasmic @Anarkitteh @alaindebotton Your Fired! #yourfired #UpWithTrump,Donald Trump,FAVOR,Trump
@ericbolling :).  Sorry for the kidding but had to do that.  Darn autocorrect.,Donald Trump,NONE,Trump
"@1Viperbabe where do these ppl get the idea theycan controlthe ppl,organization,individual,whomever,ppl can't stomp down ppl.",Donald Trump,NONE,Trump
Greece is our future.  Pay attention.  #GreekCrisis,Donald Trump,NONE,Trump
Dick Bove joins @ericbolling now to discuss the Greece financial crisis. #Hannity,Donald Trump,NONE,Trump
@realDonaldTrump  Just registered to Vote Today so I can contribute to help #MakeAmericaGreatAgain #Honesty,Donald Trump,FAVOR,Trump
@realDonaldTrump You are the trump card of my heart.,Donald Trump,FAVOR,Trump
@realDonaldTrump I'm RTing every tweet you post! Go get em Mr. Trump- you're reigniting the fire of the American Spirit- FIGHT!,Donald Trump,FAVOR,Trump
"@JimGaffigan No truth to the rumor that Trump said today ""Did I say Mexicans? I meant Bill Cosby."" #Cosby",Donald Trump,NONE,Trump
Is it to early to start wearing shirts and sporting a bumper sticker?,Donald Trump,NONE,Trump
"Silence is golden, yes, but when silence is all there is...it is way too loud! ~john tarter #tcot",Donald Trump,NONE,Trump
@realDonaldTrump: We have got to take our country back. It's time! Win it Mr. Trump,Donald Trump,FAVOR,Trump
Who among us has never defamed an entire country on nat'l television while declaring candidacy for president? #perspective,Donald Trump,AGAINST,Trump
Maybe #KathrynSteinle should have been wearing a rainbow T-Shirt.... The public would be more outraged.,Donald Trump,NONE,Trump
@OutFrontCNN @CNN u cant lift sanctions & then slap then back on right away. Who's that foolish? Or deceitful? #IranTalks,Donald Trump,NONE,Trump
"@RealDonaldTrump I feel the truth when Mr. Trump speaking, people need to understand who really cares about America",Donald Trump,FAVOR,Trump
Liberals do not like that @realDonaldTrump is moving up in the polls. #MakeAmericaGreatAgain #TheGreatWallofMexico,Donald Trump,FAVOR,Trump
@liberaltreason @msnbc maybe all the politically correct pansies out there will move to a different country if Trump gets in!!!:),Donald Trump,FAVOR,Trump
@LindaSuhler The smear campaign from RINO Headquarters --> @GOP  has begun.,Donald Trump,NONE,Trump
Liberal view of #Christianity: Interpret the Bible like the Constitution & keep religion at Church. #CCOT #TCOT #PJNET #NRA,Donald Trump,NONE,Trump
#Obama intervenes on behalf of #Greece = Hello #drachma  Socialism = equality of misery  #tcot #pjnet,Donald Trump,NONE,Trump
@JebBush and @marcorubio cannot speak their minds b/c they are paid 2 keep things pc. @realDonaldTrump ANSWERS TO NO ONE!,Donald Trump,FAVOR,Trump
"@realDonaldTrump is the only candidate who has in no way, shape or form been brainwashed by the pc police.",Donald Trump,FAVOR,Trump
"Donald J. Trump, I am voting for you to be our next ""El Presidente""! #trumpforpresident",Donald Trump,FAVOR,Trump
"If a liberal brings up Immigration, hit em with the ""TRUMP"" card! #trumpforpresident #Trump #tcot",Donald Trump,FAVOR,Trump
@dramamiine well you have the right to your opinion and I have the right to not listen to it. Have a great day!,Donald Trump,NONE,Trump
No wonder they don't listen to us.  It must get awfully loud inside the echo chamber.  @ESPN @NBC @Macys @NASCAR,Donald Trump,NONE,Trump
@realDonaldTrump u talk a big bigoted talk & yet use illegals @ your new DC prop.Thank GD u being POTUS isn't viable! #trumpsucks,Donald Trump,AGAINST,Trump
"Are people deaf to the word illegal? I'm all  for LEGAL Immigration. Need a new label  ""Illegal Crossings"". Take note",Donald Trump,NONE,Trump
"I'm developing my own version of Arya's kill list, but for asshole celebrities #BillCosby #PaulaDeen #JaredFromSubway #GOT",Donald Trump,NONE,Trump
"UncommonState: RT Commoncorediva: Title 1 funds/Title 9 funds, IDEA funds...all being distorted 2 serve the CCSS Agenda! #PJ...",Donald Trump,NONE,Trump
@ophidianpilot @NewAmericanMag All the Congressmen/women should be criticizing the lack of security in this Country!,Donald Trump,NONE,Trump
@realDonaldTrump Making America a Nationalism society,Donald Trump,FAVOR,Trump
@realDonaldTrump your directness & honesty has moved you to the top of my list 4 #President2016! #TRUMPTRUTH,Donald Trump,FAVOR,Trump
Muslim community chips in to help rebuild burned down churches #AllPeopleMatter #Globalist/ElitesVsThePeople,Donald Trump,NONE,Trump
Can #nikkireed & #iansomerhalder stop fucking in public for 1 day. doing nothing for his image #attentionwhore he's worse than,Donald Trump,NONE,Trump
I get SO HEATED seeing treasonous libtards defending Ed Snowden. He is a TRAITOR and should be hung. #tcot #tlot #ccot,Donald Trump,NONE,Trump
On #education @JohnKasich has no clue.. High standards only work if the kids do their work and their parents make sure of it.,Donald Trump,NONE,Trump
@realDonaldTrump gonna be on @greta show right now! #greta #TrumpIsRight,Donald Trump,FAVOR,Trump
Liberals are winning the battle of the mind by indoctrinating low IQ & youth of #America through #MSM & social media,Donald Trump,NONE,Trump
"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists.",Donald Trump,FAVOR,Trump
@realDonaldTrump keep it up Trump we love you #MakeAmericaGreatAgain #BoycottMacys #boycottnbc,Donald Trump,FAVOR,Trump
#greta Trump is absolutely on fire right now! He is a good man with a great family. He is the medicine this country needs!,Donald Trump,FAVOR,Trump
AngryNIdaho: ScottGrafRadio THAT'S WHAT THEY WANT YOU TO BELIEVE! #lamestream #chemtrails #TYRANNY #staywoke #JadeHelm,Donald Trump,NONE,Trump
Greece.... Bernie Sanders school of economics #greta,Donald Trump,NONE,Trump
Just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #America,Donald Trump,AGAINST,Trump
@realDonaldTrump  Some people just want to be president.  Others want to MAKE AMERICA GREAT AGAIN!,Donald Trump,FAVOR,Trump
"Unlike Obama, @realDonaldTrump doesn't need a teleprompter.",Donald Trump,FAVOR,Trump
"@GOP If you can not debate Trump, you should not be running for president. #backurbase.",Donald Trump,FAVOR,Trump
@GoAngelo it's obvious Macy's and NBC and ESPN and ... are chokers. #Trumpisassclown,Donald Trump,AGAINST,Trump
bow my head  #FreeChelsea #FreeHamond #all prisoners of the state!,Donald Trump,NONE,Trump
"#Boycott @TravelOregon Support @sweetcakesbakes If you don't want to bake the cake, you shouldn't be forced to. #freedom",Donald Trump,NONE,Trump
@_George_Lopez__ says there may be enough AMERICAN Racists to Elect Trump as President. I think he's right. Take back America,Donald Trump,AGAINST,Trump
@realDonaldTrump I hope and pray you get the nomination. America needs a man with a backbone! And one that can't be bought!,Donald Trump,FAVOR,Trump
@Radiocop @DrLefever Low Info Voters are still clueless to the fundamental transformation Obama said he would inflict. #tcot,Donald Trump,NONE,Trump
@realDonaldTrump I don't care what @NASCAR says! I dont care what the liberals at @espn say.. Keep Speaking The TRUTH!!,Donald Trump,FAVOR,Trump
"@mailandguardian There goes the Latino vote, Donald Dumb!!",Donald Trump,AGAINST,Trump
Now Coke believes in unicorns along with the libs #WakeUpCocaCola #TedCruz2016 #TheRightBrigade,Donald Trump,NONE,Trump
THE @realDonaldTrump **MAKING TWO FEES INSTEAD OF ONE**  WE NEED A WINNER IN THE WHITE HOUSE AGAIN  #MakeAmericaGreatAgain !!,Donald Trump,FAVOR,Trump
"@conservacuck unfortunately the melting pot concept has been replaced by balkanization, now it's division not diversity #tcot",Donald Trump,NONE,Trump
"LOOKS LIKE LIBREALS OUR AFTER @Paula_Deen AGAIN,,  THANK GOD FOR @realDonaldTrump",Donald Trump,FAVOR,Trump
The line between innovation and effrontery becomes evident through consequence. #CultureShift #awaken #rise #AriseChurch,Donald Trump,NONE,Trump
@exjon @bjcowan1970 AMERICAN companies won't make them anymore,Donald Trump,NONE,Trump
"We are now witnessing possibly the most disastrous attempt to run for presidency ever, courtesy of @realDonaldTrump #Fail",Donald Trump,AGAINST,Trump
@realDonaldTrump is the most repulsive narcissist on the planet.,Donald Trump,AGAINST,Trump
@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence!,Donald Trump,FAVOR,Trump
@RNRLouisiana @willie_mays24 @RNROklahoma  THIS kind of open defiance is what is needed but on a massive scale #tcot #LNYHBT,Donald Trump,NONE,Trump
Donald Trump is the man of all men,Donald Trump,FAVOR,Trump
@lybr3 @MarcATL76 #Programmed ppl are so damn STUCK ON BS! Clinton is free walking behind a rope! BARS ARE NEEDED! PLZ!,Donald Trump,NONE,Trump
@GovernorPerry @realDonaldTrump not true Perry! Don't count on me or anyone in my family for a vote. You need to stop being PC.,Donald Trump,AGAINST,Trump
The Left > It's only a Law if we like it - It can be ignored if we don't like it.,Donald Trump,NONE,Trump
The .@nyse doesn't just halt all trades ... What's up #grexit #ChinaMeltdown #tcot #nationaldebt,Donald Trump,NONE,Trump
The gift that keeps on giving. #makeitstop,Donald Trump,AGAINST,Trump
@realDonaldTrump You have the heart of a lion! Let's make America great again!,Donald Trump,FAVOR,Trump
"Yo DEMOCRATS, #NYSE Halted-Down. Just another ""CRISIS"". What ya gonna do to NOT LET IT GO TO WASTE???????????????",Donald Trump,NONE,Trump
@realDonaldTrump  WE WANT TRUMP! WE WANT TRUMP! WE WANT TRUMP!!! #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump
"@GloriaAllred is a media whore, but I'm rooting for her and her clients against 'alleged' drug-rapist #BillCosby #tcot",Donald Trump,NONE,Trump
People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites,Donald Trump,FAVOR,Trump
@FoxBusiness I would have to say that #NYSE would never admit a hack.,Donald Trump,NONE,Trump
RT veriphile: Follow #Patriot -->  TheresaMurrano.  Thanks for following!!  #Truth #Liberty #Justice #2A #ProLife #IStandWit...,Donald Trump,NONE,Trump
@NBCNews political correctness is killing the country! The Don is telling the truth!,Donald Trump,FAVOR,Trump
I want to know @realDonaldTrump's thoughts on the #NYSE issue. #finance,Donald Trump,NONE,Trump
#ExtremistProgressives are so #Focused on their #Agenda that they believe a #Inanimate #FlagKills but #MultitimeDeporteesDont,Donald Trump,NONE,Trump
@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear,Donald Trump,FAVOR,Trump
"@realDonaldTrump A man who isn't afraid to speak the truth is a man who I'll vote for! Take it home, Mr. Trump! #FuturePresident",Donald Trump,FAVOR,Trump
@SuzieQt154320: Just Curious Do You Follow @HahnAmerica Or @Montel_Williams?,Donald Trump,NONE,Trump
"@BillKristol GOP, Dems & Media are all scared of Trump. I am thoroughly enjoying the hand-wringing and hysterical name calling.",Donald Trump,FAVOR,Trump
"Wow Quote ""try getting it out, you don't even know what you're talking about but go ahead, try getting it out "" smh #msnbc",Donald Trump,NONE,Trump
#Trump is ruining a party quicker than the police! #gop,Donald Trump,AGAINST,Trump
@whitewolf2226 @mjgranger1 @BurdenoFreedom that's right I agree w/u girl,Donald Trump,NONE,Trump
"@msnbc @chefjoseandres good riddance to bad rubbish,",Donald Trump,NONE,Trump
@HillaryClinton lies again She WAS subpoenaed! She violated law etc! #RedNationRising,Donald Trump,NONE,Trump
@chevesligon @laurakfillault we have white newlywed mothers being shot by 5x deported illegals!! Cruz knows what is it!,Donald Trump,NONE,Trump
"@veriphile; Just Curious, Do You Follow @Montel_Williams?",Donald Trump,NONE,Trump
Republicans. The party that rewards racial hatred and bigotry with a front-runner status for the Presidential nomination.,Donald Trump,AGAINST,Trump
@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH!,Donald Trump,FAVOR,Trump
@ErinBurnett #cnn WHY WOULD IT HURT @realDonaldTrump TO SAY SOME ILLEGAL IMMS RAPE? @JOHN_WALSH JUST SAID IT'S TRUE @OutFrontCNN,Donald Trump,FAVOR,Trump
he was getting divorced & filing bankruptcies @robin182zz #Trump #bankrupt #Election2016,Donald Trump,AGAINST,Trump
Get over to #CNN #AC360 @realDonaldTrump going live in minutes.,Donald Trump,NONE,Trump
@businessinsider @billpostmus most libtard states are f'd up here #mepolitics #tcot,Donald Trump,NONE,Trump
"@weknowwhatsbest White parents warn their kids about cops too: ""If you're stopped by cops, be respectful & do what they say.",Donald Trump,NONE,Trump
Blessed is the nation whose God is Lord. Psalm 33:12,Donald Trump,NONE,Trump
@ac360 @ananavarro @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump,Donald Trump,FAVOR,Trump
Trump's comments show he cannot be taken seriously. The fact he's polling high shows the party should not be taken seriously.,Donald Trump,AGAINST,Trump
@andersoncooper #AC360 @ac360 @ananavarro < WHY IS YOUR HISPANIC LATINO ASS SAYING @realDonaldTrump SAID DISGRACEFUL THINGS?,Donald Trump,FAVOR,Trump
Donald Trump please shut the eff up forever! To think I liked your men's suits at Macy's! You suck! #andersoncooper #CNN,Donald Trump,AGAINST,Trump
@andersoncooper #AC360 @ac360 @ananavarro <WHY ARE YOU LATINO-HISPANIC DEFENDING #LATINO #HISPANIC RAPISTS? @realDonaldTrump,Donald Trump,NONE,Trump
@RNRWestVirginia @RedNationRising Please go away Pataki.,Donald Trump,NONE,Trump
"If you live in a Trump building, congratulations on that decision",Donald Trump,FAVOR,Trump
"Donald Trump has me ""L-ing my A O.""  This dude is nuts I highly recommend watching the #CNN interview.  He is entertaining.",Donald Trump,AGAINST,Trump
I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident,Donald Trump,AGAINST,Trump
Will be watching @AC360 again tomorrow to watch @realDonaldTrump interview continuation. #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump
"Making matters worse, NBC canceling Apprentice replacing with Mind of Mencia reruns #comedycentral #NBC",Donald Trump,NONE,Trump
.@realDonaldTrump is the real deal folks. He tells the truth. Get used to it!,Donald Trump,FAVOR,Trump
After every @realDonaldTrump interview I watch I get more pumped up for November 2016 when this country can be made great again.,Donald Trump,FAVOR,Trump
@sbrenn01 @marklevinshow What diversity? Conservatives are racist. I am one. I love Trump.,Donald Trump,FAVOR,Trump
",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns.",Donald Trump,AGAINST,Trump
@realDonaldTrump is the ONLY candidate with BALLS!!!!!,Donald Trump,FAVOR,Trump
Hey montel: shut the fuck up! How does that grab you?,Donald Trump,NONE,Trump
"@Montel_Williams , ex 2bit talk show host, talking shit about @realDonaldTrump . Fuck off montel!! @cnn.",Donald Trump,FAVOR,Trump
Why is the media giving the Donald so much airtime?The guy evades questions just like any other politician.Disaster. GOP trouble,Donald Trump,AGAINST,Trump
@meetthepress @ron_fournier @realDonaldTrump Typical Liberal Media. Trump has now evolved. He is now non Mexican Pro Life.,Donald Trump,AGAINST,Trump
@EWDolan #DoubleBlindJepordy What is you keep my wife out of the GOP Primary and I'll keep your wives out of it too!  #Bam!,Donald Trump,NONE,Trump
No you see Donald Trump was saying Mexican immigrants are all *rappists* like with the hip hop y'all  #Trump,Donald Trump,FAVOR,Trump
People: Donald Trump is a man who can lead this country into the future.,Donald Trump,FAVOR,Trump
What are your favorite conservative blog sites and why?  #tcot #RedNationRising #CulturalRot,Donald Trump,NONE,Trump
"@realDonaldTrump they may be dumping you now, but when you're president they'll be begging for your business.",Donald Trump,FAVOR,Trump
@realDonaldTrump Don't let the @GOP tell you how to run!  #America doesn't need another politician.  #MakeAmericaGreatAgain only,Donald Trump,FAVOR,Trump
"@realDonaldTrump You have our backs, and we have yours. You have my vote. Boycotting anyone who opposes your patriotism. We need",Donald Trump,FAVOR,Trump
"Would seem to me, if we can ban the Confederate flag we can ban the burning or stomping on Old glory! But that is OK!",Donald Trump,NONE,Trump
@realDonaldTrump keep it up Mr Trump-when the Dems and Repubs are attacking-you know your doing it right! #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump
"RNC Chairman pleads with Trump to tone it down. I say, Ramp-it-up",Donald Trump,FAVOR,Trump
"@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain",Donald Trump,FAVOR,Trump
@Reince & GOP You built that  ----->,Donald Trump,NONE,Trump
"@realDonaldTrump is just saying what most are thinking, you have to give him credit #Trump4POTUS",Donald Trump,FAVOR,Trump
"@theblaze American ppl are prolife, anti #Obamacare, pro #bordersecurity pro traditional marriage. Where has that gotten us.",Donald Trump,AGAINST,Trump
Apparently #Trump values riches so much he can't afford values. #Trumpelstiltskin,Donald Trump,AGAINST,Trump
@NBCNews @realDonaldTrump or the white house!! #trumpforpresident,Donald Trump,FAVOR,Trump
@protectedspeech It's pretty obvious who the real racists are.,Donald Trump,AGAINST,Trump
"WE Love Mexicans,WE Respect your Work Ethic,Your Love of Family,Your Loyalty,Your FOOD &Your Love Of God! Lets ALL Get JOBS,VOTE",Donald Trump,AGAINST,Trump
I hate it when percent try to out-bitter each other. #UniteBlue,Donald Trump,AGAINST,Trump
.@DannyZuker   With ONE speech @realDonaldTrump managed to financially screw himself.  Imagine what he can do for us as POTUS!,Donald Trump,AGAINST,Trump
Mainstream media should not be giving Donald Trump airtime. Focus on real issues.,Donald Trump,AGAINST,Trump
I wonder if Trump is at the Mexico soccer game in Chicago? I hear he has a lot of supporters there,Donald Trump,AGAINST,Trump
@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump
Trump is a Non-Establishment candidate.  I like it!  #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump
"@Reince @SharonDay @realDonaldTrump @tedcruz @JebBush Wshgton Cartel, incompetent GOP leaders support losers like Romney, McCain!",Donald Trump,AGAINST,Trump
Politicians are destroying America. We need more people like @realDonaldTrump  to run for office,Donald Trump,FAVOR,Trump
Oh my if Hillary Clinton wins the U.S is going to fall apart,Donald Trump,NONE,Trump
In Oregon 15 yr olds arent allowed to drive but they can have a sex-change operation withOUT parental consent. When will we,Donald Trump,NONE,Trump
So #Memphis will dig up #NathanBedfordForrest but #BillCosby keeps his star on the Hollywood Walk of Fame? #LiberalLogic,Donald Trump,NONE,Trump
"You can ""try"" to take my #ConfederateFlag down & you will successfully fail to do so.",Donald Trump,NONE,Trump
"@BretBaier #CandidateCasino #Trumps the real deal, hand him the wheel, he can drive &make the climb to take #US up the hill. Vote",Donald Trump,FAVOR,Trump
The Sheriff of #SFO is a total idiot.  #FollowTheLaw #SanctuaryCity,Donald Trump,NONE,Trump
@ouchinagirl @TrumpNY2016 @GOP TRUMP FOR PRESIDENT AS HE DOESN'T MINCE WORDS!!!!,Donald Trump,FAVOR,Trump
@gpacja @TexanJustin @JebBush @Isikoff @realDonaldTrump you're an awful person. Free speech. I'll pray for you're soul.,Donald Trump,AGAINST,Trump
Congrats to the @GOP for having @realDonaldTrump in first place amongst its 2016 candidates. #GOP2016 #Jeb2016 #walker2016,Donald Trump,FAVOR,Trump
"@realDonaldTrump Sir, i just want you to know that you'll be the greatest President of this Generation!",Donald Trump,FAVOR,Trump
Confederate flag removed.  Now what will the racists complain about? #tcot,Donald Trump,NONE,Trump
@realDonaldTrump we need you in office.. Keep doing what your doing. #VoteTrump #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump
"@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb!",Donald Trump,FAVOR,Trump
@thehill it's called an ad hominem attack & it's used by people who know they can't win on the merits we r onto u congressman,Donald Trump,NONE,Trump
"just want to give a big #shoutout to my #1 man these days, @realDonaldTrump  Get 'er done, big guy!!",Donald Trump,FAVOR,Trump
@realDonaldTrump is the only candidate who has the backbone to get our #country back on the #rightpath,Donald Trump,FAVOR,Trump
And America wants to protest a silly flag but lets pro athletes get away with shit like that,Donald Trump,NONE,Trump
@EmmittSmith22 Who cares about you judging? You run wiith an inflated animal skin for entertainment. More time for brain surgury?,Donald Trump,NONE,Trump
Hey guise. Any recommendation for a good taco place in midtown? #Trump,Donald Trump,NONE,Trump
@VLActionFund @Reince The same #RNC LOSERS that thought Romney & Palin were good choices needs to be THANKFUL Trump came along,Donald Trump,FAVOR,Trump
I'll believe it when I see it. #BringBackOurUranium,Donald Trump,NONE,Trump
Hillary: -Assad is a reformer -Putin is re-settable -Libya Jihadist are allies -Iran not building Nukes -Strom is right #tcot,Donald Trump,NONE,Trump
Federal funds are cutoff if states dont bend to blood alcohol laws.Why should #sanctuarycities be different? #WhiteGenocide #tcot,Donald Trump,NONE,Trump
"In addition to sanctuary cities, I'm done with Walmart too.",Donald Trump,NONE,Trump
. @realDonaldTrump American was great until you embarrassed us all to death,Donald Trump,AGAINST,Trump
@ericbolling @FoxNews I'll be there!! Who's on the panel?,Donald Trump,NONE,Trump
@soxsher @Lrihendry @realDonaldTrump  Please make it right again!,Donald Trump,FAVOR,Trump
"#LGBT are evil monsters that want to ban being straight, molest children, and destroy the family structure! #SDCC #UFC189",Donald Trump,NONE,Trump
@ericbolling @GeraldoRivera @realDonaldTrump People who think like Geraldo are dangerous for America.,Donald Trump,AGAINST,Trump
@realDonaldTrump needs to learn when to stop talking. You are making it worse Donald... so much worse.,Donald Trump,AGAINST,Trump
@CNNPolitics @jaketapper @GovernorPerry @SaraMurray Not enough.,Donald Trump,NONE,Trump
Serious question that came up at dinner--is @realDonaldTrump's craziness just signs of early-onset Alzheimer's?,Donald Trump,AGAINST,Trump
Jeb - Just how much 'TRUTH' does that $118 million you've raised buy?   America isn't 'BUYING' your #Elite #Establishment crap -,Donald Trump,NONE,Trump
"@KarenMonsour12 Thanks Karen, love this idea!",Donald Trump,NONE,Trump
Guys I'm not feeling well so no #Hannity tweeting for me tonight. Not sure if I'll do #CashinIn in the morning either. Sorry.,Donald Trump,NONE,Trump
@seanhannity Rick Santorum Quit talking like a politician get mad the AMERICAN PEOPLE are MAD as hell,Donald Trump,NONE,Trump
@AnnCoulter @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him.,Donald Trump,FAVOR,Trump
@majicmahon @seanhannity @RickSantorum Hillary's brand of  experience we do not need!,Donald Trump,NONE,Trump
@moonlightnstars @RichardFLopes @edmontalbans you're right and I didn't vote for Obonzo and not voting for #Hillary,Donald Trump,NONE,Trump
@realDonaldTrump ' It takes great bravery to stand up to your enemies but even more to stand up to your friends' we need you,Donald Trump,FAVOR,Trump
Pllitical correctness stifles truth in favor of discomfort and fear. Get over yourselves & deal with reality.,Donald Trump,NONE,Trump
Why is it wrong when Trump is stating facts about illegal immigrants??? He is 100% Right,Donald Trump,FAVOR,Trump
That Time Trump Spent Nearly $100000 On An Ad Criticizin US Foreign Policy In 1987 #america #DonaldJTrump #foreignpolicy,Donald Trump,AGAINST,Trump
RT veriphile: FF #Patriot --> Phil1863.  Thanks for following back!!  #Truth #Liberty #Justice #ProLife #ProIsrael #2A #Rise...,Donald Trump,NONE,Trump
"@gerfingerpoken2 @BeagleGuy13  I think it was the ""Black lives don't matter to Black lives Flag",Donald Trump,NONE,Trump
@luzcarolinarov @damian_becker Right-wing idiots in the US are capable of anything. Including voting for extreme racist,Donald Trump,AGAINST,Trump
Watching what Donald Trump said about Mexicans was shocking! Let's not give this appalling man a platform.,Donald Trump,AGAINST,Trump
"They blew up the trade centers to cover their destructive trails, and paved the way for more death, war, and mind control.",Donald Trump,NONE,Trump
@realDonaldTrump we all want you as the next president !! You tell it has it is and not as a spineless politician!,Donald Trump,FAVOR,Trump
@RSherman_25 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump,Donald Trump,FAVOR,Trump
@JoeyBats19 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump,Donald Trump,FAVOR,Trump
Trump's outlandish statements is political strategy. No one can be that stupid. #GOP #Strategy,Donald Trump,AGAINST,Trump
"@RMConservative @DagnyRed ,P.C. is out of control,stop being offended ,we are a country of free thinkers,#1A",Donald Trump,NONE,Trump
"@tedcruz And, #HandOverTheServer she wiped clean + 30k deleted emails, explains dereliction of duty/lies re #Benghazi,etc #tcot",Hillary Clinton,AGAINST,Clinton
Hillary is our best choice if we truly want to continue being a progressive nation. #Ohio,Hillary Clinton,FAVOR,Clinton
"@TheView I think our country is ready for a female pres, it can't ever be Hillary",Hillary Clinton,AGAINST,Clinton
I just gave an unhealthy amount of my hard-earned money away to the big gov't & untrustworthy IRS. #WhyImNotVotingForHillary,Hillary Clinton,AGAINST,Clinton
@PortiaABoulger Thank you for adding me to your list,Hillary Clinton,NONE,Clinton
Hillary can not win. Here's hoping the Dems offer a real candidate like Warren. #Warren2016,Hillary Clinton,AGAINST,Clinton
"Respect FOR the law and respect BY the law Yes, needed desperately.  #BaltimoreRiots",Hillary Clinton,NONE,Clinton
I don't want to be appointed to an Ambassador post.,Hillary Clinton,NONE,Clinton
"#StopHillary2016 @HillaryClinton if there was a woman with integrity and honesty I would vote for such as woman president, NO",Hillary Clinton,AGAINST,Clinton
@HillaryClinton End lawless #ClintonFoundation. Jail Butcher of #Benghazi. #Arrest rapist #BillClinton. #HillaryClinton,Hillary Clinton,AGAINST,Clinton
"Use your brain, keep Hillary out of the White House.Clinton2016",Hillary Clinton,AGAINST,Clinton
@HillaryClinton Hillary pandering with her logo. #ClintonFoundationscandal #ClintonCash,Hillary Clinton,AGAINST,Clinton
"@readyforHRC @HillaryClinton #HillaryClinton, the US presidency is a testament to the success of #women their role in the world",Hillary Clinton,FAVOR,Clinton
@CiaraAntaya cuz you know I'm such a feminist,Hillary Clinton,NONE,Clinton
2 million bogus followers on Twitter @HillaryClinton #WhyImNotVotingForHillary,Hillary Clinton,AGAINST,Clinton
@lindasuhler : My name is Rebecca and my grandmother immigrated to Sunnybrook Farm. @twitchyteam,Hillary Clinton,NONE,Clinton
Where's the campaign store is the real question? I am ready to buy some Hillary gear,Hillary Clinton,FAVOR,Clinton
"It's a miracle, suddenly #Democrats don't mind having someone who voted for war.",Hillary Clinton,AGAINST,Clinton
@smileitsalicia @greekgummybear2 now i can live in peace,Hillary Clinton,NONE,Clinton
Hillary doesn't want to put anyone in prison anymore. Obviously worried about her own future.,Hillary Clinton,AGAINST,Clinton
The only way I support Hillary was if Elizabeth Warren ran or Karl Marx was running #2016 #Clinton2016,Hillary Clinton,AGAINST,Clinton
@HomeOfUncleSam @ScotsFyre @RWNutjob1 @SA_Hartdegen She's too old to understand the internet...that she can be fact checked.,Hillary Clinton,AGAINST,Clinton
Because Communist Breadlines are not my thing! #NoHillary #WhyImNotVotingForHillary,Hillary Clinton,AGAINST,Clinton
"@HillaryClinton bad wife, bad role model for women, bad lawyer, bad First Lady, bad Senator, horrible Secretary of State.",Hillary Clinton,AGAINST,Clinton
"Everything Hillary touches ends up being a scam, a lie, a cover-up, or a failure. William L. Just who we want as president.",Hillary Clinton,AGAINST,Clinton
Yes HRC subject 2 dbl standard Smh Come on @billclinton @HillaryClinton U Knew @ClintonFdn Donations Would b Scrutinized; Spun!,Hillary Clinton,AGAINST,Clinton
#Hillary to stop for #pizza today to garner the #Italian vote. #MSM is worthless. #libertynothillary #HillNo,Hillary Clinton,AGAINST,Clinton
I want America to great again #WhyImNotVotingForHillary,Hillary Clinton,AGAINST,Clinton
"March 8, 2016 Ohio is holding our Primaries! The date is subject to change. #Ohio #OurChampion",Hillary Clinton,NONE,Clinton
@RIGHTZONE @WethePeoplePets Let's hope the VOTERS remember! #HillNo,Hillary Clinton,AGAINST,Clinton
Hillary Clinton has not driven a car since 1996. #clintonfakerealityshow,Hillary Clinton,AGAINST,Clinton
"@NaughtyBeyotch @TheRealMadman23  Don't care for #Fiorina, but it seems she taking the #sexist gut punches by the #media. #MSM",Hillary Clinton,NONE,Clinton
"@FoxNews @marthamaccallum @BillHemmer whose the opportunist now, #NoHillary2016",Hillary Clinton,AGAINST,Clinton
