source_row,source_date,source_country,text,gt_attack_type
20263,2018-11-30,Israel,"11/30/2018: A Jordanian assailant armed with a hammer assaulted two Israeli port employees at the Eilat port in Eilat, Southern, Israel. Three people, including the two employees and a bystander, were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to a Jordanian national, identified as Taher Khalaf. The specific motive is unknown; however, sources suspected that the attack was \nationalistically-motivated.\""""",Unarmed Assault
20264,2018-11-30,Saudi Arabia,"11/30/2018: Assailants shelled a residential area in Samtah, Jazan, Saudi Arabia. Two civilians were injured. No group claimed responsibility for the incident; however, sources attributed the attack to Houthi extremists.",Bombing/Explosion
20265,2018-11-30,India,"11/30/2018: Assailants abducted 10 construction employees and set fire to at least 14 construction vehicles in Etapalli, Maharashtra, India. The hostages were released the following day on December 1, 2018. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists.",Hostage Taking (Barricade Incident)
20266,2018-11-30,United Kingdom,"11/30/2018: Assailants set fire to a vehicle owned by Derry City on Rathmore Crescent, Londonderry, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",Facility/Infrastructure Attack
20267,2018-11-30,Thailand,"11/30/2018: Assailants opened fire on Abdullateh Yanya in Kasang, Bannang Sata, Yala, Thailand. Yanya, a local subdistrict head, was killed in the attack and an assailant was killed in an ensuing clash. No group claimed responsibility; however, sources attributed the attack to Runda Kumpulan Kecil (RKK).",Assassination
20268,2018-11-30,Afghanistan,"11/30/2018: An explosive device targeting a civilian vehicle detonated in Shinwari, Parwan, Afghanistan. Two civilians were killed in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
20269,2018-11-30,Nigeria,"11/30/2018: Assailants attacked a military base in Arege, Abadam, Borno, Nigeria. One soldier was killed and seven others were injured in the incident. No group claimed responsibility; however, sources attributed the attack to the Al-Barnawi faction of Boko Haram, also known as the Islamic State West Africa Province (ISWAP).",Armed Assault
20270,2018-11-30,India,"11/30/2018: Assailants threw a petrol bomb near the residence of A R Mahalakshmi, the Bharatiya Janata Party (BJP) state women’s wing president, in Teppakulam, Tamil Nadu, India. There were no reported injuries. No group claimed responsibility for the incident.",Assassination
20271,2018-11-29,India,"11/29/2018: A pressure bomb detonated in Kakri Forest, Chhattisgarh, India. At least one police officer, identified as Assistant Constable Renu Bhaskar, was injured in the blast. No group claimed responsibility for the attack.",Assassination
20272,2018-11-27,Afghanistan,"11/27/2018: Assailants fired projectiles intending to target a military convoy in Nad Ali district, Helmand, Afghanistan. Two civilians were killed and 14 others were injured when the projectiles hit civilian residences. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Bombing/Explosion
20273,2018-11-30,Afghanistan,"11/30/2018: Assailants attacked a military convoy in Moshki, Qarabagh, Ghazni, Afghanistan. At least five assailants, two soldiers, and three civilians were killed and seven people were injured in the attack. The Taliban claimed responsibility for the incident.",Unknown
20274,2018-11-30,Afghanistan,"11/30/2018: Assailants attacked a police outpost in Parchawi, Helmand, Afghanistan. Seven police officers were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Unknown
20275,2018-11-30,Niger,"11/30/2018: Assailants opened fire on Tera police station in Tera, Tillaberi, Niger. A customs official was killed in the attack. No group claimed responsibility for the incident.",Armed Assault
20276,2018-11-30,Sri Lanka,"11/30/2018: Assailants attacked a police check post in Vavunathivu, Eastern, Sri Lanka. Two police officers, identified as Dinesh Ganesh and Niroshan Indika, were killed in the attack. Rasanayagam Saravanandan, a former member of the now defunct Liberation Tigers of Tamil Eelam (LTTE), claimed responsibility for the incident.",Armed Assault
20277,2018-12-01,Somalia,"12/01/2018: An explosive device detonated targeting a tax official's vehicle in Wedow, Banaadir, Somalia. Four people, including the tax official and three bodyguards, were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
20278,2018-12-01,India,"12/01/2018: An explosive device detonated on a passenger train in Harisinga, Assam, India. Three people were injured in the blast. The All (Baksa District) B.F.D.N Sangodan claimed responsibility for the incident.",Bombing/Explosion
20279,2018-12-01,Philippines,"12/01/2018: Assailants opened fire on Moro National Liberation Front (MNLF) members in Kibudoc, North Cotabato, Philippines. Three MNLF members were killed and three others were injured in the attack. Additionally, one other member was reported missing. No group claimed responsibility for the incident.",Armed Assault
20280,2018-11-30,Mexico,"11/30/2018: Assailants threw a grenade at the United States (US) consulate on Calle Progreso 175 in Guadalajara, Mexico. There were no reported casualties in the blast. No group claimed responsibility for the incident; however, sources suspected the involvement of the Jalisco New Generation Cartel (CJNG).",Bombing/Explosion
20281,2018-12-01,Yemen,"12/01/2018: Assailants stormed the Dar as Salam hospital and held dozens of administrative and medical staff hostage in Hudaydah, Al Hudaydah, Yemen. At least 12 nuns and 42 patients were detained in the attack. The outcome of the incident is unknown. No group claimed responsibility; however, sources attributed the attack to Houthi extremists.",Hostage Taking (Barricade Incident)
20282,2018-12-01,Yemen,"12/01/2018: Security forces identified and shot down an explosives-laden drone in Marib, Yemen. Houthi extremists (Ansar Allah) claimed responsibility for the attack.",Bombing/Explosion
20283,2018-12-01,Nigeria,"12/01/2018: Assailants attacked an army base in Buni Gari, Gujba, Yobe, Nigeria. At least eight soldiers and 10 assailants were killed in the incident. The Al-Barnawi faction of Boko Haram, also known as the Islamic State West Africa Province (ISWAP), claimed responsibility for the attack.",Armed Assault
20284,2018-12-01,Nigeria,"12/01/2018: Two suicide bombers were stopped by Civilian Joint Task Force (CJTF) members at a checkpoint and one detonated their device in Maiduguri, Borno, Nigeria. Five CJTF members were injured and the two assailants were killed in the blast. No group claimed responsibility; however, sources attributed the attack to the Al-Barnawi faction of Boko Haram, also known as the Islamic State West Africa Province (ISWAP).",Bombing/Explosion
20285,2018-12-01,Chile,"12/01/2018: Assailants set fire to four forest machinery trucks between Collipulli and Curaco, Araucania, Chile. There were no reported casualties in the attack. Mapuche extremists claimed responsibility for the incident and alluded to the situation of Camilo Catrillanca. Mapuche extremists claimed responsibility for the incident and alluded to the situation of Camilo Catrillanca.",Facility/Infrastructure Attack
20286,2018-12-01,Cameroon,"12/01/2018: Assailants abducted seven people, including traditional ruler Semh Mbinglo, from Kumbo, North-West, Cameroon. Mbinglo was released the following day on December 2, 2018, but the fate of the remaining six hostages is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to separatists.",Hostage Taking (Kidnapping)
20287,2018-12-01,Libya,"12/01/2018: Assailants opened fire on Special Deterrence Forces in Souq al-Juma, Tripoli, Libya. One Deterrence member, Fadhl Yunus Fadhl, was killed and one civilian was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Shura Council of Benghazi Revolutionaries.",Armed Assault
20288,2018-12-01,Indonesia,"12/01/2018: Assailants abducted 25 Istaka Karya construction workers from a camp in Nduga, Papua, Indonesia. The hostages were marched to the Karunggame River, where they were kept overnight. The following day, December 2, 2018, they were marched to Puncak Kabo hill, where the assailants opened fire on the workers. At least 14 workers were killed while the other 11 hostages pretended to be dead. Upon attempting an escape, the 11 victims were spotted and the assailants caught and slit the throats of five more hostages. Four of the remaining hostages made it safely to a TNI outpost while the other two hostages were reported missing. The Free Papua Movement (OPM-Organisasi Papua Merdeka) claimed responsibility for the attack. The specific motive is unknown; however, sources noted that the attack took place one day after Papua's independence day.",Hostage Taking (Kidnapping)
20289,2018-12-01,Afghanistan,"12/01/2018: Assailants attacked an unknown number of checkposts in Andkhoy district, Faryab, Afghanistan. This was one of two related attacks on checkposts in Faryab on this date. At least 11 assailants and seven security forces were killed, while 24 assailants and 11 security forces were injured across both attacks. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Armed Assault
20290,2018-12-01,Afghanistan,"12/01/2018: Assailants attacked an unknown number of checkposts in Qurghan district, Faryab, Afghanistan. This was one of two related attacks on checkposts in Faryab on this date. At least 11 assailants and seven security forces were killed, while 24 assailants and 11 security forces were injured across both attacks. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Armed Assault
20291,2018-12-01,Philippines,"12/01/2018: Assailants opened fire on Nelson Ligaya, a village chief, in Paloma, near Bacolod, Negros Occidental, Philippines. Ligaya was killed in the attack. No group claimed responsibility for the incident.",Assassination
20292,2018-12-01,India,"12/01/2018: Assailants abducted Naresh Salame in Belgaon, Chhattisgarh, India. Salame was killed shortly thereafter. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists and noted that the victim was accused of being a police informant. The specific motive is unknown; however, sources stated the victim was accused of being a police informant.",Hostage Taking (Kidnapping)
20293,2018-12-01,Mexico,"12/01/2018: Assailants abducted Jesus Alejandro Marquez Jimenez in Tepic, Nayarit, Mexico. Marquez, a Orion Informativo journalist, was shot and killed shortly after the kidnapping. No group claimed responsibility for the incident.",Assassination
20294,2018-12-01,India,"12/01/2018: An explosive device detonated in Injari, Andhra Pradesh, India. There were no reported casualties in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists.",Bombing/Explosion
20295,2018-12-01,Mozambique,"12/01/2018: Assailants attacked Machava, Nangade, Cabo Delgado, Mozambique. Four people were killed in the attack, including a district administrator. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim extremists.",Facility/Infrastructure Attack
20296,2018-12-01,Mozambique,"12/01/2018: Assailants attacked Fifth Congress, Nangade, Cabo Delgado province, Mozambique. One person was killed and another was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim extremists.",Facility/Infrastructure Attack
20297,2018-12-01,Afghanistan,"12/01/2018: Assailants attacked members of a pro-government militia in Kishindih district, Balkh, Afghanistan. Six militia members were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Unknown
20298,2018-12-01,Afghanistan,"12/01/2018: Assailants attacked members of a pro-government militia in Hazaraha, Takhar, Afghanistan. Four militia members were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Unknown
20299,2018-12-02,Somalia,"12/02/2018: An explosive device attached to the vehicle of the director of the Ministry of Posts and Telecommunications detonated at a checkpoint near the ministry in Waberi, Mogadishu, Somalia. The driver of the vehicle, Sa'id Huke Jama, was killed and two civilians were injured in the blast. Al-Shabaab claimed responsibility for the incident.",Assassination
20300,2018-12-02,Iraq,"12/02/2018: Assailants attacked the son of Ali Ja'far Daquqalli, member of the Badr Organization Office and Hizballah, in Daquq, Kirkuk, Iraq. It is unknown whether he was injured in the attack. No group claimed responsibility for the incident. The specific motive is unknown; however, sources noted that the victim's father was a member of Kata'ib Hezbollah.",Armed Assault
20301,2018-12-02,Myanmar,"12/02/2018: Assailants opened fire at a People’s Militia Forces (PMFs) camp in Muse district, Shan, Myanmar. At least three border guards were killed and two guards were injured in the attack. No group claimed responsibility for the incident.",Armed Assault
20302,2018-12-02,Afghanistan,"12/02/2018: Assailants stopped coal trucks and abducted 45 drivers in Khushk Dara, Samangan, Afghanistan. The hostages were released shortly after the kidnapping. No group claimed responsibility; however, sources attributed the attack to the Taliban and stated that the drivers refused to respond to the group's extortion demand. The specific motive is unknown; however, sources stated that the victims were abducted because they refused to respond to an extortion demand.",Hostage Taking (Kidnapping)
20303,2018-12-02,Libya,"12/02/2018: Assailants shot and killed a soldier in Silini, Benghazi, Libya. No group claimed responsibility for the incident.",Armed Assault
20304,2018-12-02,Yemen,"12/02/2018: Assailants fired a missile toward Marib, Yemen. Security forces intercepted the missile. No casualties were reported. No group claimed responsibility for the incident; however, sources attributed the attack to Houthi extremists.",Bombing/Explosion
20305,2018-12-02,India,"12/02/2018: Assailants set fire to a truck in Hedri, Maharashtra, India. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists.",Facility/Infrastructure Attack
20306,2018-12-02,Philippines,"12/02/2018: Assailants threw a grenade at the residence of Jay Mamasabulod, a municipal administrator, in Pagalungan, Maguindanao, Philippines. The caretaker of the home was injured in the attack. No group claimed responsibility for the incident.",Bombing/Explosion
20307,2018-12-02,Afghanistan,"12/02/2018: An explosives-laden vehicle detonated prematurely in Maruf district, Kandahar, Afghanistan. At least 35 assailants were killed and an unknown number of assailants were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the incident to the Taliban, which the group denied. Sources also noted that the vehicle was intended to target security forces.",Bombing/Explosion
20308,2018-12-02,Pakistan,"12/02/2018: An explosive device detonated in Mazari Garhi, Khyber Pakhtunkhwa, Pakistan. Two people were injured in the blast. No group claimed responsibility for the attack.",Bombing/Explosion
20309,2018-12-02,Pakistan,"12/02/2018: Security forces defused explosive devices planted at a gas pipeline in Rukanpur, Punjab, Pakistan. No group claimed responsibility for the incident.",Bombing/Explosion
20310,2018-12-03,Iraq,"12/03/2018: Assailants attacked Kurdi an Nasir, Hawijah, Kirkuk, Iraq. At least one person was killed and two others were injured in the incident. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack.",Unknown
20311,2018-12-03,Mexico,"12/03/2018: Assailants opened fire on the residence of Gildardo Zenteno Moreno, a mayor, in Bochil, Chiapas, Mexico. There were no reported casualties in the attack. No group claimed responsibility for the incident.",Assassination
20312,2018-12-02,Yemen,"12/02/2018: Assailants abducted Muhammad al-Shibani in Hudaydah, Al Hudaydah, Yemen. The whereabouts of Al-Shibani, a field monitor for the Office of the United Nations High Commissioner for Human Rights (OHCHR), are unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Houthi extremists.",Hostage Taking (Kidnapping)
20313,2018-12-03,Yemen,"12/03/2018: An explosive device detonated targeting a Hizam Brigade patrol along a highway in Mahfad district, Abyan, Yemen. There were no reported casualties in the blast. No group claimed responsibility for the attack.",Bombing/Explosion
20314,2018-12-03,Indonesia,"12/03/2018: Assailants armed with firearms and bows and arrows attacked an Indonesian National Armed Forces (TNI) outpost in Nduga district, Papua, Indonesia. At least one soldier was killed and another soldier was injured in the assault. This attack targeted an outpost where four construction workers were seeking refuge from a previous incident. The Free Papua Movement (OPM-Organisasi Papua Merdeka) claimed responsibility for the attack. The specific motive is unknown; however, sources noted that the attack took place one day after Papua's independence day.",Armed Assault
20315,2018-12-03,Somalia,"12/03/2018: Security forces discovered and defused two explosive devices in northwest Mogadishu, Somalia. Jabha East Africa claimed responsibility for the incident.",Bombing/Explosion
20316,2018-12-03,Somalia,"12/03/2018: Assailants threw a grenade at the residence of Ma'alin Nur Hassan Ibrahim in Baidoa, Bay, Somalia. Ibrahim, a former Transitional Federal Parliament member, was among three people who were injured in the blast. Al-Shabaab claimed responsibility for the incident.",Assassination
20317,2018-12-04,Mozambique,"12/04/2018: Assailants attacked a group of fishermen in Palma, Cabo Delgado, Mozambique. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Ansar al-Sunna (Mozambique).",Unknown
20318,2018-12-03,Pakistan,"12/03/2018: An explosives-laden vehicle detonated in the Defense Housing Authority neighborhood of Karachi, Pakistan. There were no reported casualties in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
20319,2018-12-03,Philippines,"12/03/2018: Assailants opened fire on Frederick Valin, a former barangay captain, in Cabuago, La Union, Philippines. Valin was killed in the attack. No group claimed responsibility for the incident.",Assassination
20320,2018-12-03,Burkina Faso,"12/03/2018: Assailants opened fire on a gendarmerie patrol in Bougui, Est, Burkina Faso. Six assailants were killed and one gendarme was injured in the attack. No group claimed responsibility for the incident.",Armed Assault
20321,2018-12-03,Afghanistan,"12/03/2018: Assailants attacked police personnel in Sayyad district, Sari Pul, Afghanistan. At least 12 people, including seven assailants and five police officers, were killed and 10 people, including three assailants and seven officers, were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Armed Assault
20322,2018-12-03,Pakistan,"12/03/2018: Assailants opened fire on a vehicle carrying journalists in Sarband, Khyber Pakhtunkhwa, Pakistan. A journalist, Noorul Hassan, was killed and a camera operator, Sabir, was injured in the attack. No group claimed responsibility for the incident.",Assassination
20323,2018-12-01,Philippines,"12/01/2018: Assailants attacked a Civilian Active Auxiliary (CAA) patrol base in Lindoy, Surigao del Sur, Philippines. There were no reported casualties as security forces repelled the assault. No group claimed responsibility for the incident; however, sources attributed the attack to the New People's Army (NPA).",Armed Assault
20324,2018-12-03,Nigeria,"12/03/2018: Assailants abducted two women in Uduwa, Chikun, Kaduna, Nigeria. The women were rescued the same day. No group claimed responsibility for the incident; however, sources attributed the attack to Fulani extremists.",Hostage Taking (Kidnapping)
20325,2018-12-03,Afghanistan,"12/03/2018: Assailants shot and killed a police officer in Kandahar, Afghanistan. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Armed Assault
20326,2018-12-03,Cameroon,"12/03/2018: Assailants abducted the Fon of Wat in Donga-Mantung, North-West, Cameroon. The hostage was released on December 5, 2018. No group claimed responsibility for the incident. The specific motive is unknown; however, sources suspected that the victim was targeted because of his party affiliation.",Hostage Taking (Kidnapping)
20327,2018-12-03,Nigeria,"12/03/2018: Assailants attacked a Tiv community in Abako, Benue, Nigeria. This was one of two attacks on Tiv communities on this date. At least one person was killed and several houses were burned across both attacks. No group claimed responsibility for the attack. The specific motive is unknown; however, sources suspected that the attack was carried out in retaliation for a recent kidnapping.",Armed Assault
20328,2018-12-03,Nigeria,"12/03/2018: Assailants attacked a Tiv community in Sai, Taraba, Nigeria. This was one of two attacks on Tiv communities on this date. At least one person was killed and several houses were burned across both attacks. No group claimed responsibility for the attack. The specific motive is unknown; however, sources suspected that the attack was carried out in retaliation for a recent kidnapping.",Armed Assault
20329,2018-12-03,Myanmar,"12/03/2018: Assailants attacked Border Post 64 near the Bangladesh border in Maungdaw district, Rakhine, Myanmar. The ensuing clash lasted until December 4, 2018. The outcome of the attack is unknown. No group claimed responsibility; however, sources attributed the incident to the Arakan Army (AA).",Unknown
20330,2018-12-04,Iraq,"12/04/2018: Assailants attacked civilians in Amrini, Nineveh, Iraq. Village mukhtar Al-Shaeikh Raghib Abid al-Hadi al-Badrani was killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant.",Assassination
20331,2018-12-04,United Kingdom,"12/04/2018: A civilian was shot and killed in their car outside of St. Mary's Grammar School on Glen Road in Belfast, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; however, sources attributed the attack to Irish National Liberation Army (INLA).",Armed Assault
20332,2018-12-04,Afghanistan,"12/04/2018: Assailants attacked a police checkpoint in Herat, Afghanistan. At least ten people, including one police officer, three civilians, and six assailants, were killed in the ensuing clash. No group claimed responsibility; however, sources attributed the attack to the Taliban.",Armed Assault
20333,2018-12-04,Afghanistan,"12/04/2018: Assailants abducted Engineer Zalmay, a radio and television director, in the 4th police district of Jalalabad, Nangarhar, Afghanistan. A driver was killed in the attack. The hostage was released on April 10, 2019. No group claimed responsibility for the incident.",Hostage Taking (Kidnapping)
20334,2018-12-04,Colombia,"12/04/2018: An explosive device detonated targeting José Auden Bautista, a farmer, in Hacari, Norte de Santander, Colombia. A farmer was injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the National Liberation Army of Colombia (ELN).",Bombing/Explosion
20335,2018-12-04,Syria,"12/04/2018: An explosive device detonated near a Self-Defense Forces vehicle in Qamishli, Al Hasakah, Syria. There were conflicting reports whether commander Hozan Abu Agid was killed; additionally, at least one member was injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack.",Assassination
20336,2018-12-04,Somalia,"12/04/2018: An explosive device attached to the vehicle of Ismail Sheikh Khalifa detonated in Waberi, Mogadishu, Somalia. Khalifa, the director of Hiddo Radio, was injured in the blast. No group claimed responsibility for the incident; however, sources suspected the involvement of Al-Shabaab.",Assassination
20337,2018-12-04,Somalia,"12/04/2018: An explosive device detonated targeting an African Union Mission in Somalia (AMISOM) convoy in Yaqshid, Mogadishu, Somalia. It is unknown if the blast resulted in casualties. Al-Shabaab claimed responsibility for the incident.",Bombing/Explosion
20338,2018-12-04,Mozambique,"12/04/2018: Assailants ambushed two civilians on a motorcycle in Pundanhar, Cabo Delgado, Mozambique. One civilian was beheaded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Ansar al-Sunna (Mozambique).",Hostage Taking (Kidnapping)
20339,2018-12-04,Afghanistan,"12/04/2018: An explosive device detonated targeting police officers in Hawz Madad, Zharay, Kandahar, Afghanistan. Two police officers were killed and one was injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Bombing/Explosion
20340,2018-12-04,Nigeria,"12/04/2018: Assailants attacked soldiers in Gudunbali, Borno, Nigeria. At least two soldiers were injured and it is unknown whether there were any other casualties in the incident. The Al-Barnawi faction of Boko Haram, also known as the Islamic State West Africa Province (ISWAP), claimed responsibility for the attack.",Armed Assault
20341,2018-12-04,Greece,"12/04/2018: Assailants threw firebombs at a security detail guarding the residence of Minister of State Alekos Flambouraris in Exarcheia, Athens, Attica, Greece. At least one officer was injured in the attack. No group claimed responsibility for the incident.",Armed Assault
20342,2018-12-04,India,"12/04/2018: Assailants opened fire on a police station in Shopian district, Jammu and Kashmir, India. There were no reported casualties in the attack. No group claimed responsibility for the incident.",Armed Assault
20343,2018-12-04,Philippines,"12/04/2018: Assailants opened fire on Romeo Tumapon Mainar, a member of the Sangguniang Bayan, in Bobongan, Zamboanga del Sur, Philippines. Mainar was killed in the attack. No group claimed responsibility for the incident.",Assassination
20344,2018-12-04,India,"12/04/2018: Assailants attacked and killed two former Maoists accused of being police informants in Bastar district, Chhattisgarh, India. No group claimed responsibility for the attack; however, sources attributed the attack to Maoists. The specific motive is unknown; however, authorities stated that the victims were targeted because they had been working as police informants.",Armed Assault
20345,2018-12-04,Nigeria,"12/04/2018: Assailants abducted five people, including Federal Medical Centre (FMC) workers and Rufus Giwa Polytechnic lecturers, in Amurin, Ondo, Nigeria. One was released by December 6, 2018, one was found dead on December 10, 2018 and the fate of the remaining three is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to Fulani extremists. The specific motive is unknown; however, sources noted that the assailants demanded a ransom in exchange for the victims.",Hostage Taking (Kidnapping)
20346,2018-12-04,Nigeria,"12/04/2018: Assailants abducted eight Osun State College of Technology staff members from Esa Oke, Osun, Nigeria. Three hostages were released shorty following the attack, one was killed and the remaining four were released by December 7, 2018. No group claimed responsibility for the incident; however, sources attributed the attack to Fulani extremists. The specific motive is unknown; however, sources noted that the assailants demanded a ransom in exchange for the victims.",Hostage Taking (Kidnapping)
20347,2018-12-04,Ethiopia,"12/04/2018: An explosive device detonated when a child stepped on it near a school in Amhara, Ethiopia. Two children were killed and six people were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
20348,2018-12-04,Afghanistan,"12/04/2018: Assailants abducted four Directorate of Refugees and Repatriation employees in Mir Ali, Herat, Afghanistan. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident.",Hostage Taking (Kidnapping)
20349,2018-12-04,Afghanistan,"12/04/2018: Assailants shot and killed two members of the National Directorate of Security (NDS) in the 14th police district of Kandahar, Afghanistan. No group claimed responsibility for the incident.",Armed Assault
20350,2018-12-04,Philippines,"12/04/2018: Assailants attacked the location of the Maguindanao massacre memorial in Masalay, Ampatuan, Maguindanao, Philippines. At least four assailants were killed in the attack. The Bangsamoro Islamic Freedom Movement (BIFM) claimed responsibility for the incident.",Armed Assault
20351,2018-12-04,Afghanistan,"12/04/2018: Assailants fired a mortar targeting a civilian residence in Barawolo Kalay, Kunar, Afghanistan. One civilian was killed in the attack. No group claimed responsibility for the incident.",Bombing/Explosion
20352,2018-12-04,Yemen,"12/04/2018: An explosive device detonated near a fish market along Jamal street in Taizz, Yemen. Two people were killed and five were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
20353,2018-12-05,Philippines,"12/05/2018: Assailants abducted Antonio Toto Ramirez, a Civilian Armed Forces Geographical Unit (CAFGU) member, in Makilala, North Cotabato, Philippines. Ramirez was released the same day. No group claimed responsibility for the incident; however, sources attributed the attack to the New People’s Army (NPA). The specific motive is unknown; however, sources noted that the abduction may have been related to the upcoming anniversary of the founding of the Communist Party of the Philippines, on December 26, 2018.",Hostage Taking (Kidnapping)
20354,2018-12-05,Pakistan,"12/05/2018: An explosive device detonated targeting Frontier Corps (FC) officers in Kohlu district, Balochistan, Pakistan. One soldier was killed and two were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
20355,2018-12-05,Malaysia,"12/05/2018: Gunmen abducted three fishermen near Pegasus Reef, Kinabatangan, Sabah, Malaysia. The hostages were later moved to the Philippines. One hostage escaped on April 4, 2019 but was shot several times during the attempt and died in the hospital five days later. The two remaining hostages attempted to escape on April 5, 2019. One of the hostages drowned during the escape attempt, while the other escaped successfully. No group claimed responsibility for the incident; however, sources attributed the attack to the Abu Sayyaf Group (ASG).",Hostage Taking (Kidnapping)
20356,2018-12-05,Iraq,"12/05/2018: An assailant poisoned water coolers at a mosque in Nasiriyah, Dhi Qar, Iraq. There were no reported casualties in the attack. An unknown assailant claimed responsibility for the incident.",Unarmed Assault
20357,2018-12-05,Colombia,"12/05/2018: Assailants abducted Yisney Alvarez Quintero, a civilian, from Norte de Santander, Colombia. Quintero was released on December 7, 2018. The National Liberation Army of Colombia (ELN) claimed responsibility for the incident and stated that the victim was abducted because the ELN believed she was a police informant. The National Liberation Army of Colombia (ELN) claimed responsibility for the incident and stated that the victim was abducted because the ELN believed she was a police informant.",Hostage Taking (Kidnapping)
20358,2018-12-05,Somalia,"12/05/2018: Assailants attacked Jubaland Forces (JF) personnel in Hareer-tur Gedo, Somalia. At least five soldiers were killed in the attack. Al-Shabaab claimed responsibility for the incident.",Unknown
20359,2018-12-05,Mozambique,"12/05/2018: Assailants attacked Lilongo, Nangade, Cabo Delgado, Mozambique. There were no reported casualties but several houses were set on fire in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Ansar al-Sunna (Mozambique).",Facility/Infrastructure Attack
20360,2018-12-05,Mozambique,"12/05/2018: Assailants attacked Muia, Cabo Delgado, Mozambique. At least one person was killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Ansar al-Sunna (Mozambique).",Unknown
20361,2018-12-04,Burkina Faso,"12/04/2018: Assailants opened fire on a gendarmerie post in Dori, Sahel, Burkina Faso. At least three officers were injured in the assault. No group claimed responsibility for the attack.",Armed Assault
20362,2018-12-05,India,"12/05/2018: Assailants slit the throat of Ganesh Naidu in Bhansi, Chhattisgarh, India. Ganesh, a mining contractor, was killed and his vehicle was set on fire in the attack. Maoists claimed responsibility for the incident and stated that the victim was targeted for continuing to support the mining of iron ore in the area. Maoists claimed responsibility for the incident and stated that the victim was targeted for continuing to support the mining of iron ore in the area.",Armed Assault
20363,2018-12-05,India,"12/05/2018: Assailants threw a grenade at a Central Reserve Police Force (CRPF) camp in Srinagar, Jammu and Kashmir, India. There were no reported casualties as the grenade failed to detonate. No group claimed responsibility for the incident.",Bombing/Explosion
20364,2018-12-05,Philippines,"12/05/2018: Assailants opened fire on a vehicle containing Khadafy Karudin Pendi, a town councilor candidate, and Amelia Abo, a vice-mayor candidate, in Sultan Kudarat, Maguindanao, Philippines. Pendi was injured in the attack. No group claimed responsibility for the incident.",Assassination
20365,2018-12-05,New Caledonia,"12/05/2018: Assailants set fire to a conveyor belt at a Societe Le Nickel (SLN) mining site in Kouaoua district, North, New Caledonia. There were no reported casualties in the attack. This was one of two similar incidents targeting the conveyor belt on the same day. No group claimed responsibility for the attacks.",Facility/Infrastructure Attack
20367,2018-12-07,Nigeria,"12/07/2018: Assailants attacked Dogon Maje, Tsafe, Zamfara, Nigeria. At least nine people were killed in the attack. No group claimed responsibility for the incident.",Unknown
20368,2018-12-05,Nigeria,"12/05/2018: Assailants opened fire on the convoy of African Democratic Congress (ADC) governorship candidate Gboyega Nasir Isiaka in Ibese, Ogun, Nigeria. Two people were injured in the attack. No group claimed responsibility for the attack.",Assassination
20369,2018-12-07,Cameroon,"12/07/2018: Assailants shot and killed two sons of Semh Mbinglo, a traditional ruler, in Kumbo, North-West, Cameroon. No group claimed responsibility for the incident.",Armed Assault
