model,task,field,label,support,predicted_support,f1,accuracy,mcc,precision,recall
mistral_small_3_1_24b_bf16,cap_party_platform_policy_topic,policy_topic,Transportation,2,1,0.666666666667,0.99,0.703526470681,1,0.5
mistral_small_3_1_24b_bf16,cap_party_platform_policy_topic,policy_topic,Law and Crime,4,4,0.75,0.98,0.739583333333,0.75,0.75
mistral_small_3_1_24b_bf16,cap_party_platform_policy_topic,policy_topic,Social Welfare,4,5,0.444444444444,0.95,0.421463615212,0.4,0.5
mistral_small_3_1_24b_bf16,cap_party_platform_policy_topic,policy_topic,Housing,1,0,0,0.99,,,0
mistral_small_3_1_24b_bf16,cap_party_platform_policy_topic,policy_topic,Domestic Commerce,2,8,0.2,0.92,0.221162934232,0.125,0.5
mistral_small_3_1_24b_bf16,cap_party_platform_policy_topic,policy_topic,Defense,7,4,0.727272727273,0.97,0.744023809143,1,0.571428571429
mistral_small_3_1_24b_bf16,cap_party_platform_policy_topic,policy_topic,Technology,4,5,0.888888888889,0.99,0.889756521003,0.8,1
mistral_small_3_1_24b_bf16,cap_party_platform_policy_topic,policy_topic,Foreign Trade,3,3,0.333333333333,0.96,0.312714776632,0.333333333333,0.333333333333
mistral_small_3_1_24b_bf16,cap_party_platform_policy_topic,policy_topic,International Affairs,10,11,0.571428571429,0.91,0.522015597215,0.545454545455,0.6
mistral_small_3_1_24b_bf16,cap_party_platform_policy_topic,policy_topic,Government Operations,5,11,0.625,0.94,0.652562120088,0.454545454545,1
mistral_small_3_1_24b_bf16,cap_party_platform_policy_topic,policy_topic,Public Lands,5,0,0,0.95,,,0
mistral_small_3_1_24b_bf16,cap_party_platform_policy_topic,policy_topic,Culture,0,1,0,0.99,,0,
mistral_small_3_1_24b_bf16,chae_semeval_stance,stance,FAVOR,27,25,0.769230769231,0.88,0.689242311266,0.8,0.740740740741
mistral_small_3_1_24b_bf16,chae_semeval_stance,stance,AGAINST,43,12,0.436363636364,0.69,0.425160086751,1,0.279069767442
mistral_small_3_1_24b_bf16,chae_semeval_stance,stance,NONE,30,63,0.645161290323,0.67,0.501697797755,0.47619047619,1
mistral_small_3_1_24b_bf16,dicocco_manifesto_populism,populist,0,87,93,0.966666666667,0.94,0.709733812332,0.935483870968,1
mistral_small_3_1_24b_bf16,dicocco_manifesto_populism,populist,1,13,7,0.7,0.94,0.709733812332,1,0.538461538462
mistral_small_3_1_24b_bf16,douglass_icbe_sentence_event_type,event_type,No Event,32,25,0.526315789474,0.73,0.346551640042,0.6,0.46875
mistral_small_3_1_24b_bf16,douglass_icbe_sentence_event_type,event_type,Action,25,34,0.542372881356,0.73,0.365636212064,0.470588235294,0.64
mistral_small_3_1_24b_bf16,douglass_icbe_sentence_event_type,event_type,Speech,21,14,0.628571428571,0.87,0.570293741161,0.785714285714,0.52380952381
mistral_small_3_1_24b_bf16,douglass_icbe_sentence_event_type,event_type,Thought,9,9,0.111111111111,0.84,0.023199023199,0.111111111111,0.111111111111
mistral_small_3_1_24b_bf16,douglass_icbe_sentence_event_type,event_type,Mixed,13,18,0.451612903226,0.83,0.360671175653,0.388888888889,0.538461538462
mistral_small_3_1_24b_bf16,erlich_ati_topics,Activities,0,66,59,0.768,0.71,0.388864983168,0.813559322034,0.727272727273
mistral_small_3_1_24b_bf16,erlich_ati_topics,Activities,1,34,41,0.613333333333,0.71,0.388864983168,0.560975609756,0.676470588235
mistral_small_3_1_24b_bf16,erlich_ati_topics,Budget,0,86,75,0.906832298137,0.85,0.565724576794,0.973333333333,0.848837209302
mistral_small_3_1_24b_bf16,erlich_ati_topics,Budget,1,14,25,0.615384615385,0.85,0.565724576794,0.48,0.857142857143
mistral_small_3_1_24b_bf16,erlich_ati_topics,Evaluation,0,71,90,0.844720496894,0.75,0.30118575586,0.755555555556,0.957746478873
mistral_small_3_1_24b_bf16,erlich_ati_topics,Evaluation,1,29,10,0.358974358974,0.75,0.30118575586,0.7,0.241379310345
mistral_small_3_1_24b_bf16,erlich_ati_topics,External Contracts,0,80,80,0.9375,0.9,0.6875,0.9375,0.9375
mistral_small_3_1_24b_bf16,erlich_ati_topics,External Contracts,1,20,20,0.75,0.9,0.6875,0.75,0.75
mistral_small_3_1_24b_bf16,erlich_ati_topics,Institutional Structure,0,76,83,0.918238993711,0.87,0.618351969346,0.879518072289,0.960526315789
mistral_small_3_1_24b_bf16,erlich_ati_topics,Institutional Structure,1,24,17,0.682926829268,0.87,0.618351969346,0.823529411765,0.583333333333
mistral_small_3_1_24b_bf16,erlich_ati_topics,Other,0,99,77,0.875,0.78,0.183892428122,1,0.777777777778
mistral_small_3_1_24b_bf16,erlich_ati_topics,Other,1,1,23,0.0833333333333,0.78,0.183892428122,0.0434782608696,1
mistral_small_3_1_24b_bf16,erlich_ati_topics,Regulatory,0,89,84,0.913294797688,0.85,0.369636522956,0.940476190476,0.887640449438
mistral_small_3_1_24b_bf16,erlich_ati_topics,Regulatory,1,11,16,0.444444444444,0.85,0.369636522956,0.375,0.545454545455
mistral_small_3_1_24b_bf16,gilardi_relevance,relevant,0,48,50,0.877551020408,0.88,0.760608730574,0.86,0.895833333333
mistral_small_3_1_24b_bf16,gilardi_relevance,relevant,1,52,50,0.882352941176,0.88,0.760608730574,0.9,0.865384615385
mistral_small_3_1_24b_bf16,gilardi_stance,stance,pro,5,11,0.5,0.92,0.505918947035,0.363636363636,0.8
mistral_small_3_1_24b_bf16,gilardi_stance,stance,neutral,54,26,0.575,0.66,0.409854473832,0.884615384615,0.425925925926
mistral_small_3_1_24b_bf16,gilardi_stance,stance,contra,41,63,0.730769230769,0.72,0.512509012973,0.603174603175,0.926829268293
mistral_small_3_1_24b_bf16,halterman_keith_bfrs,event_type,ASSASSINATION,31,19,0.72,0.86,0.667451081252,0.947368421053,0.58064516129
mistral_small_3_1_24b_bf16,halterman_keith_bfrs,event_type,DRONE_ASSASSINATION,0,0,0,1,,,
mistral_small_3_1_24b_bf16,halterman_keith_bfrs,event_type,ATTACK_ON_STATE,4,4,1,1,1,1,1
mistral_small_3_1_24b_bf16,halterman_keith_bfrs,event_type,CONVENTIONAL_ATTACK_ON_GOV_FORCES,7,7,0.857142857143,0.98,0.846390168971,0.857142857143,0.857142857143
mistral_small_3_1_24b_bf16,halterman_keith_bfrs,event_type,GUERILLA_ATTACK_ON_GOV_FORCES,3,3,0.666666666667,0.98,0.656357388316,0.666666666667,0.666666666667
mistral_small_3_1_24b_bf16,halterman_keith_bfrs,event_type,GOV_ATTACK_ON_NONSTATE_COMBATANTS,5,5,1,1,1,1,1
mistral_small_3_1_24b_bf16,halterman_keith_bfrs,event_type,GOV_ATTACK_ON_CIVILIANS,3,0,0,0.97,,,0
mistral_small_3_1_24b_bf16,halterman_keith_bfrs,event_type,RIOT,14,12,0.923076923077,0.98,0.915238951128,1,0.857142857143
mistral_small_3_1_24b_bf16,halterman_keith_bfrs,event_type,TERRORISM,14,12,0.615384615385,0.9,0.560495171621,0.666666666667,0.571428571429
mistral_small_3_1_24b_bf16,halterman_keith_bfrs,event_type,THREAT_OF_VIOLENCE,0,2,0,0.98,,0,
mistral_small_3_1_24b_bf16,halterman_keith_bfrs,event_type,VIOLENT_POLITICAL_DEMONSTRATION,12,14,0.846153846154,0.96,0.826553006251,0.785714285714,0.916666666667
mistral_small_3_1_24b_bf16,halterman_keith_bfrs,event_type,OTHER,7,22,0.275862068966,0.79,0.232748007117,0.181818181818,0.571428571429
mistral_small_3_1_24b_bf16,halterman_keith_cmp,policy_domain,External Relations,10,9,0.947368421053,0.99,0.94345635305,1,0.9
mistral_small_3_1_24b_bf16,halterman_keith_cmp,policy_domain,Freedom and Democracy,4,1,0.4,0.97,0.492365963917,1,0.25
mistral_small_3_1_24b_bf16,halterman_keith_cmp,policy_domain,Political System,13,16,0.48275862069,0.85,0.399056294885,0.4375,0.538461538462
mistral_small_3_1_24b_bf16,halterman_keith_cmp,policy_domain,Economy,17,22,0.410256410256,0.77,0.273771005142,0.363636363636,0.470588235294
mistral_small_3_1_24b_bf16,halterman_keith_cmp,policy_domain,Welfare and Quality of Life,42,42,0.761904761905,0.8,0.589490968801,0.761904761905,0.761904761905
mistral_small_3_1_24b_bf16,halterman_keith_cmp,policy_domain,Fabric of Society,9,6,0.666666666667,0.95,0.656225882876,0.833333333333,0.555555555556
mistral_small_3_1_24b_bf16,halterman_keith_cmp,policy_domain,Social Groups,5,4,0.222222222222,0.93,0.187317162316,0.25,0.2
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Anti-Far-Right,6,7,0.615384615385,0.95,0.590816996303,0.571428571429,0.666666666667
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Anticapitalist,1,0,0,0.99,,,0
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Church,1,1,1,1,1,1,1
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,COVID,1,3,0.5,0.98,0.571488693326,0.333333333333,1
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Democracy,3,2,0.8,0.99,0.81232010044,1,0.666666666667
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Economy,1,6,0.285714285714,0.95,0.397805427627,0.166666666667,1
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Education,6,5,0.909090909091,0.99,0.908053634709,1,0.833333333333
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Environment,3,3,1,1,1,1,1
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Far Right,3,2,0.4,0.97,0.393598399182,0.5,0.333333333333
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Foreign Rights,2,0,0,0.98,,,0
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Gender,1,2,0.666666666667,0.99,0.703526470681,0.5,1
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Infrastructure,13,12,0.8,0.95,0.772287819235,0.833333333333,0.769230769231
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,International,3,1,0,0.96,-0.017674908041,0,0
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Labour,24,21,0.844444444444,0.93,0.802508809001,0.904761904762,0.791666666667
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Media,0,2,0,0.98,,0,
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Migration,18,7,0.56,0.89,0.585569191791,1,0.388888888889
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Nuclear Power,1,1,1,1,1,1,1
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Other,0,0,0,1,,,
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Peace,6,7,0.923076923077,0.99,0.920882357367,0.857142857143,1
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Peasants,1,1,1,1,1,1,1
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Political System,3,2,0.4,0.97,0.393598399182,0.5,0.333333333333
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Repression,0,1,0,0.99,,0,
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Religion,0,2,0,0.98,,0,
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Rights,2,0,0,0.98,,,0
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Social,1,0,0,0.99,,,0
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Solidarity,0,0,0,1,,,
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Tolerance,0,8,0,0.92,,0,
mistral_small_3_1_24b_bf16,haunss_papea_claims,protest_claim,Unclear,0,4,0,0.96,,0,
mistral_small_3_1_24b_bf16,haunss_papea_fgz_forms,protest_form,Demonstration / Assembly,58,56,0.982456140351,0.98,0.960015673853,1,0.965517241379
mistral_small_3_1_24b_bf16,haunss_papea_fgz_forms,protest_form,Petition,10,10,1,1,1,1,1
mistral_small_3_1_24b_bf16,haunss_papea_fgz_forms,protest_form,Strike,4,5,0.888888888889,0.99,0.889756521003,0.8,1
mistral_small_3_1_24b_bf16,haunss_papea_fgz_forms,protest_form,Non-verbal Protest / Cultural Event,10,12,0.909090909091,0.98,0.902670933848,0.833333333333,1
mistral_small_3_1_24b_bf16,haunss_papea_fgz_forms,protest_form,Leaflet / Resolution / Open Letter,9,8,0.941176470588,0.99,0.937671079398,1,0.888888888889
mistral_small_3_1_24b_bf16,haunss_papea_fgz_forms,protest_form,Attack with Damage to Property,5,4,0.888888888889,0.99,0.889756521003,1,0.8
mistral_small_3_1_24b_bf16,haunss_papea_fgz_forms,protest_form,Blockade / Sit-in,4,5,0.888888888889,0.99,0.889756521003,0.8,1
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,Referendum unspecified,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,Coronavirus,30,29,0.983050847458,0.99,0.976243639258,1,0.966666666667
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,COVID-economy,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,BLM and responses,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,health,2,2,1,1,1,1,1
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,education,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,election outcome,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,pol-neg,5,4,0.666666666667,0.97,0.655610068107,0.75,0.6
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,partisan-neg,3,2,0.8,0.99,0.81232010044,1,0.666666666667
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,societal divides,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,morals,0,1,0,0.99,,0,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,"nat ident, goals-loss",0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,racism/discrimination,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,welfare,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,terrorism,1,1,1,1,1,1,1
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,immigration,8,8,1,1,1,1,1
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,asylum,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,crime,1,1,1,1,1,1,1
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,europe,6,6,1,1,1,1,1
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,constitutional,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,international trade,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,devolution,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,scot-ind,1,0,0,0.99,,,0
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,constitution,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,foreign affairs,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,war,2,2,1,1,1,1,1
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,defence,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,foreign emergency,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,domestic emergency,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,economy-general,8,8,1,1,1,1,1
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,economy-personal,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,unemployment,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,taxation,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,debt/deficit,1,1,1,1,1,1,1
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,inflation,3,3,1,1,1,1,1
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,living costs,16,15,0.967741935484,0.99,0.96253342188,1,0.9375
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,poverty,3,4,0.857142857143,0.99,0.861549790341,0.75,1
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,austerity,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,inequality,3,3,1,1,1,1,1
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,housing,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,social care,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,pensions/ageing,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,transport/infrastructure,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,environment,6,6,1,1,1,1,1
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,pol value-auth,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,pol values-liberal,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,pol values-right,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,pol values-left,0,0,0,1,,,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,other,0,1,0,0.99,,0,
mistral_small_3_1_24b_bf16,mellon_bes_mii_2024,issue,uncoded,1,3,0,0.96,-0.017674908041,0,0
mistral_small_3_1_24b_bf16,muller_fujimura_campaign_policy_area,policy_area,"Agriculture, Forestry, and Fisheries",3,3,1,1,1,1,1
mistral_small_3_1_24b_bf16,muller_fujimura_campaign_policy_area,policy_area,Committees on Cabinet,9,7,0,0.84,-0.0862795962815,0,0
mistral_small_3_1_24b_bf16,muller_fujimura_campaign_policy_area,policy_area,"Economy, Trade and Industry",2,9,0.181818181818,0.91,0.204665134789,0.111111111111,0.5
mistral_small_3_1_24b_bf16,muller_fujimura_campaign_policy_area,policy_area,"Education, Culture, Sports, Science, and Technology",8,7,0.8,0.97,0.785903998274,0.857142857143,0.75
mistral_small_3_1_24b_bf16,muller_fujimura_campaign_policy_area,policy_area,Environment,0,0,0,1,,,
mistral_small_3_1_24b_bf16,muller_fujimura_campaign_policy_area,policy_area,Financial Affairs,6,2,0.5,0.96,0.565444861288,1,0.333333333333
mistral_small_3_1_24b_bf16,muller_fujimura_campaign_policy_area,policy_area,Foreign Affairs,7,8,0.933333333333,0.99,0.930371645016,0.875,1
mistral_small_3_1_24b_bf16,muller_fujimura_campaign_policy_area,policy_area,"Health, Labour, and Welfare",14,14,0.928571428571,0.98,0.916943521595,0.928571428571,0.928571428571
mistral_small_3_1_24b_bf16,muller_fujimura_campaign_policy_area,policy_area,Internal Affairs and Communications,2,1,0,0.97,-0.0143576830751,0,0
mistral_small_3_1_24b_bf16,muller_fujimura_campaign_policy_area,policy_area,"Land, Infrastructure, Transport, and Tourism",9,13,0.727272727273,0.94,0.70965529956,0.615384615385,0.888888888889
mistral_small_3_1_24b_bf16,muller_fujimura_campaign_policy_area,policy_area,No Policy Area,38,31,0.840579710145,0.89,0.767079032435,0.935483870968,0.763157894737
mistral_small_3_1_24b_bf16,muller_fujimura_campaign_policy_area,policy_area,Security,2,5,0.571428571429,0.97,0.622699849077,0.4,1
mistral_small_3_1_24b_bf16,ornstein_scotus_sentiment,sentiment,Positive,21,14,0.342857142857,0.77,0.216513504709,0.428571428571,0.285714285714
mistral_small_3_1_24b_bf16,ornstein_scotus_sentiment,sentiment,Negative,67,34,0.574257425743,0.57,0.279244473703,0.852941176471,0.432835820896
mistral_small_3_1_24b_bf16,ornstein_scotus_sentiment,sentiment,Neutral,12,52,0.375,0.6,0.354787437593,0.230769230769,1
mistral_small_3_1_24b_bf16,osnabruegge_cross_domain_topic,policy_domain,External Relations,5,3,0.5,0.96,0.497597774256,0.666666666667,0.4
mistral_small_3_1_24b_bf16,osnabruegge_cross_domain_topic,policy_domain,Freedom and Democracy,17,2,0.105263157895,0.83,0.125502504615,0.5,0.0588235294118
mistral_small_3_1_24b_bf16,osnabruegge_cross_domain_topic,policy_domain,Political System,21,18,0.512820512821,0.81,0.397487991687,0.555555555556,0.47619047619
mistral_small_3_1_24b_bf16,osnabruegge_cross_domain_topic,policy_domain,Economy,21,27,0.666666666667,0.84,0.571260001088,0.592592592593,0.761904761905
mistral_small_3_1_24b_bf16,osnabruegge_cross_domain_topic,policy_domain,Welfare and Quality of Life,18,17,0.742857142857,0.91,0.688778684738,0.764705882353,0.722222222222
mistral_small_3_1_24b_bf16,osnabruegge_cross_domain_topic,policy_domain,Fabric of Society,7,2,0.444444444444,0.95,0.520708196823,1,0.285714285714
mistral_small_3_1_24b_bf16,osnabruegge_cross_domain_topic,policy_domain,Social Groups,9,4,0.307692307692,0.91,0.292439669882,0.5,0.222222222222
mistral_small_3_1_24b_bf16,osnabruegge_cross_domain_topic,policy_domain,No Topic,2,27,0.0689655172414,0.73,0.0740093319199,0.037037037037,0.5
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,AGREE,11,3,0.428571428571,0.92,0.500234246909,1,0.272727272727
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,AID,4,8,0.666666666667,0.96,0.692218655243,0.5,1
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,ASSAULT,6,10,0.75,0.96,0.75793672896,0.6,1
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,COERCE,3,2,0.4,0.97,0.393598399182,0.5,0.333333333333
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,CONCEDE,4,3,0.285714285714,0.95,0.263251324827,0.333333333333,0.25
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,CONSULT,4,8,0.666666666667,0.96,0.692218655243,0.5,1
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,COOPERATE,2,2,0.5,0.98,0.489795918367,0.5,0.5
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,DEMAND,15,12,0.814814814815,0.95,0.792867791326,0.916666666667,0.733333333333
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,DISAPPROVE,4,0,0,0.96,,,0
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,FIGHT,2,3,0,0.95,-0.0251233020755,0,0
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,INVESTIGATE,4,5,0.888888888889,0.99,0.889756521003,0.8,1
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,MOBILIZE,3,1,0.5,0.98,0.571488693326,1,0.333333333333
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,PROTEST,12,11,0.869565217391,0.97,0.853682581477,0.909090909091,0.833333333333
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,REJECT,11,13,0.916666666667,0.98,0.909471908847,0.846153846154,1
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,RETREAT,4,7,0.545454545455,0.95,0.544017408836,0.428571428571,0.75
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,SANCTION,0,2,0,0.98,,0,
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,SUPPORT,3,4,0.571428571429,0.97,0.562400557584,0.5,0.666666666667
mistral_small_3_1_24b_bf16,plover_cameo_event,event_type,THREATEN,8,6,0.714285714286,0.96,0.701552175412,0.833333333333,0.625
mistral_small_3_1_24b_bf16,politicause_causal_relation,causal_relation,0,68,60,0.8125,0.76,0.49009802941,0.866666666667,0.764705882353
mistral_small_3_1_24b_bf16,politicause_causal_relation,causal_relation,1,32,40,0.666666666667,0.76,0.49009802941,0.6,0.75
mistral_small_3_1_24b_bf16,rheault_line_of_fire_incivility,uncivil,0,87,80,0.910179640719,0.85,0.47576082676,0.95,0.873563218391
mistral_small_3_1_24b_bf16,rheault_line_of_fire_incivility,uncivil,1,13,20,0.545454545455,0.85,0.47576082676,0.45,0.692307692308
mistral_small_3_1_24b_bf16,theocharis_dynamics_incivility,uncivil,0,68,70,0.826086956522,0.76,0.439732698282,0.814285714286,0.838235294118
mistral_small_3_1_24b_bf16,theocharis_dynamics_incivility,uncivil,1,32,30,0.612903225806,0.76,0.439732698282,0.633333333333,0.59375
mistral_small_3_1_24b_bf16,toxicity_protests_es,toxic,0,55,46,0.772277227723,0.77,0.552531662132,0.847826086957,0.709090909091
mistral_small_3_1_24b_bf16,toxicity_protests_es,toxic,1,45,54,0.767676767677,0.77,0.552531662132,0.703703703704,0.844444444444
mistral_small_3_1_24b_bf16,twitcivility_impoliteness,impolite,0,72,58,0.769230769231,0.7,0.371829040422,0.862068965517,0.694444444444
mistral_small_3_1_24b_bf16,twitcivility_impoliteness,impolite,1,28,42,0.571428571429,0.7,0.371829040422,0.47619047619,0.714285714286
mistral_small_3_1_24b_bf16,wesleyan_creative_ads_2022,tone,promote,75,58,0.842105263158,0.79,0.58488533862,0.965517241379,0.746666666667
mistral_small_3_1_24b_bf16,wesleyan_creative_ads_2022,tone,attack,23,21,0.909090909091,0.96,0.885020044889,0.952380952381,0.869565217391
mistral_small_3_1_24b_bf16,wesleyan_creative_ads_2022,tone,unclear,2,21,0.0869565217391,0.79,0.101713070486,0.047619047619,0.5
mistral_small_4_119b_nvfp4,agoraspeech_criticism_agenda,criticism_or_agenda,criticism,48,58,0.905660377358,0.9,0.817578750496,0.827586206897,1
mistral_small_4_119b_nvfp4,agoraspeech_criticism_agenda,criticism_or_agenda,political agenda,52,42,0.893617021277,0.9,0.817578750496,1,0.807692307692
mistral_small_4_119b_nvfp4,ballard_incivility,uncivil,0,88,96,0.95652173913,0.92,0.552770798393,0.916666666667,1
mistral_small_4_119b_nvfp4,ballard_incivility,uncivil,1,12,4,0.5,0.92,0.552770798393,1,0.333333333333
mistral_small_4_119b_nvfp4,bestvater_kavanaugh_stance,pro_kavanaugh,0,43,54,0.845360824742,0.85,0.720583486524,0.759259259259,0.953488372093
mistral_small_4_119b_nvfp4,bestvater_kavanaugh_stance,pro_kavanaugh,1,57,46,0.854368932039,0.85,0.720583486524,0.95652173913,0.771929824561
mistral_small_4_119b_nvfp4,bestvater_wm_stance,pro_womens_march,0,10,34,0.454545454545,0.76,0.464420364013,0.294117647059,1
mistral_small_4_119b_nvfp4,bestvater_wm_stance,pro_womens_march,1,90,66,0.846153846154,0.76,0.464420364013,1,0.733333333333
mistral_small_4_119b_nvfp4,brandt_gtd_attack_type,attack_type,Assassination,7,9,0.25,0.88,0.187623883977,0.222222222222,0.285714285714
mistral_small_4_119b_nvfp4,brandt_gtd_attack_type,attack_type,Armed Assault,31,40,0.676056338028,0.77,0.511972903288,0.6,0.774193548387
mistral_small_4_119b_nvfp4,brandt_gtd_attack_type,attack_type,Bombing/Explosion,37,38,0.96,0.97,0.936219846759,0.947368421053,0.972972972973
mistral_small_4_119b_nvfp4,brandt_gtd_attack_type,attack_type,Facility/Infrastructure Attack,3,7,0.4,0.94,0.411259593774,0.285714285714,0.666666666667
mistral_small_4_119b_nvfp4,brandt_gtd_attack_type,attack_type,Hijacking,1,1,1,1,1,1,1
mistral_small_4_119b_nvfp4,brandt_gtd_attack_type,attack_type,Hostage Taking (Barricade Incident),0,0,0,1,,,
mistral_small_4_119b_nvfp4,brandt_gtd_attack_type,attack_type,Hostage Taking (Kidnapping),8,5,0.769230769231,0.97,0.777986605215,1,0.625
